WP_003009553.1	lcl|NZ_RQEU01000014.1_cds_WP_123180187.1_1454	96.703	91	106
WP_003009527.1	lcl|NZ_RQEU01000014.1_cds_WP_135607540.1_1453	64.744	312	321
WP_003009527.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	23.263	331	321
WP_003009527.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	22.256	328	321
WP_003009527.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	23.214	280	321
WP_003009527.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	19.822	338	321
WP_003009527.1	lcl|NZ_RQEU01000033.1_cds_WP_205872855.1_102	24.402	209	321
WP_003009869.1	lcl|NZ_RQEU01000014.1_cds_WP_123180202.1_1439	37.430	179	185
WP_003009869.1	lcl|NZ_RQEU01000011.1_cds_WP_135607445.1_2685	37.857	140	185
WP_003009535.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	31.437	334	329
WP_003009535.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	30.408	319	329
WP_003009535.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	31.013	316	329
WP_003009535.1	lcl|NZ_RQEU01000033.1_cds_WP_205872855.1_102	32.573	307	329
WP_003009535.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	27.083	336	329
WP_003009535.1	lcl|NZ_RQEU01000033.1_cds_WP_135608001.1_232	29.907	321	329
WP_003009535.1	lcl|NZ_RQEU01000053.1_cds_WP_040913715.1_3627	29.305	331	329
WP_003009535.1	lcl|NZ_RQEU01000033.1_cds_WP_100737667.1_752	26.100	341	329
WP_003009535.1	lcl|NZ_RQEU01000033.1_cds_WP_100737905.1_584	25.526	333	329
WP_003009535.1	lcl|NZ_RQEU01000051.1_cds_WP_135608729.1_3267	27.273	264	329
WP_003009535.1	lcl|NZ_RQEU01000014.1_cds_WP_135607540.1_1453	25.080	311	329
WP_003009535.1	lcl|NZ_RQEU01000033.1_cds_WP_135608099.1_479	25.000	336	329
WP_003009535.1	lcl|NZ_RQEU01000053.1_cds_WP_135608769.1_3574	29.218	243	329
WP_003009535.1	lcl|NZ_RQEU01000014.1_cds_WP_123180213.1_1427	26.860	242	329
WP_003009535.1	lcl|NZ_RQEU01000037.1_cds_WP_135608506.1_2351	24.254	268	329
WP_003009795.1	lcl|NZ_RQEU01000014.1_cds_WP_123180186.1_1455	29.167	240	267
WP_003009795.1	lcl|NZ_RQEU01000014.1_cds_WP_123180232.1_1410	27.368	190	267
WP_003009795.1	lcl|NZ_RQEU01000033.1_cds_WP_135608260.1_937	37.079	89	267
WP_003009795.1	lcl|NZ_RQEU01000030.1_cds_WP_205872856.1_3537	26.020	196	267
WP_003009795.1	lcl|NZ_RQEU01000033.1_cds_WP_084492239.1_835	32.530	83	267
WP_003009515.1	lcl|NZ_RQEU01000010.1_cds_WP_100738198.1_3392	26.935	323	509
WP_003009515.1	lcl|NZ_RQEU01000010.1_cds_WP_010574788.1_3393	28.000	100	509
WP_003009515.1	lcl|NZ_RQEU01000010.1_cds_WP_100738198.1_3392	26.935	323	509
WP_003009515.1	lcl|NZ_RQEU01000010.1_cds_WP_010574788.1_3393	28.000	100	509
WP_003009505.1	lcl|NZ_RQEU01000033.1_cds_WP_205872855.1_102	26.642	274	330
WP_003009505.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	23.926	326	330
WP_003009505.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	26.506	332	330
WP_003009505.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	29.749	279	330
WP_003009505.1	lcl|NZ_RQEU01000033.1_cds_WP_135608099.1_479	25.000	260	330
WP_003009505.1	lcl|NZ_RQEU01000033.1_cds_WP_100737905.1_584	28.151	238	330
WP_003009505.1	lcl|NZ_RQEU01000033.1_cds_WP_135608001.1_232	27.915	283	330
WP_003009505.1	lcl|NZ_RQEU01000033.1_cds_WP_100737667.1_752	25.991	227	330
WP_003009505.1	lcl|NZ_RQEU01000014.1_cds_WP_135607539.1_1451	26.994	163	330
WP_003009505.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	25.000	160	330
WP_003009505.1	lcl|NZ_RQEU01000053.1_cds_WP_040913715.1_3627	30.464	151	330
WP_003009317.1	lcl|NZ_RQEU01000005.1_cds_WP_010575921.1_3739	41.296	247	265
WP_003009317.1	lcl|NZ_RQEU01000014.1_cds_WP_020986400.1_1613	28.655	171	265
WP_003009459.1	lcl|NZ_RQEU01000044.1_cds_WP_123179168.1_2091	38.614	303	310
WP_003009459.1	lcl|NZ_RQEU01000014.1_cds_WP_020986400.1_1613	29.304	273	310
WP_003009459.1	lcl|NZ_RQEU01000011.1_cds_WP_135607432.1_2634	24.231	260	310
WP_003009459.1	lcl|NZ_RQEU01000044.1_cds_WP_123179168.1_2091	38.614	303	310
WP_003009459.1	lcl|NZ_RQEU01000014.1_cds_WP_020986400.1_1613	29.304	273	310
WP_003009459.1	lcl|NZ_RQEU01000011.1_cds_WP_135607432.1_2634	24.231	260	310
WP_003009905.1	lcl|NZ_RQEU01000014.1_cds_WP_020986723.1_1748	41.071	56	145
WP_003009905.1	lcl|NZ_RQEU01000033.1_cds_WP_010572721.1_4	28.947	76	145
WP_036096974.1	lcl|NZ_RQEU01000033.1_cds_WP_135608054.1_361	24.359	78	221
WP_036096974.1	lcl|NZ_RQEU01000044.1_cds_WP_135608613.1_2073	24.752	101	221
WP_003009428.1	lcl|NZ_RQEU01000029.1_cds_WP_135607865.1_2965	27.500	400	664
WP_003009428.1	lcl|NZ_RQEU01000033.1_cds_WP_010572750.1_31	25.000	388	664
WP_003009428.1	lcl|NZ_RQEU01000033.1_cds_WP_135607933.1_33	29.148	223	664
WP_003009428.1	lcl|NZ_RQEU01000033.1_cds_WP_135607992.1_198	34.320	169	664
WP_003009428.1	lcl|NZ_RQEU01000029.1_cds_WP_100738305.1_2932	32.524	206	664
WP_003009428.1	lcl|NZ_RQEU01000033.1_cds_WP_010572915.1_202	24.737	380	664
WP_003009848.1	lcl|NZ_RQEU01000044.1_cds_WP_135608612.1_2072	26.316	209	393
WP_003009848.1	lcl|NZ_RQEU01000014.1_cds_WP_135607674.1_1865	22.707	229	393
WP_003009848.1	lcl|NZ_RQEU01000033.1_cds_WP_135608054.1_361	23.113	212	393
WP_003009953.1	lcl|NZ_RQEU01000033.1_cds_WP_100737781.1_355	29.545	132	177
WP_003009592.1	lcl|NZ_RQEU01000014.1_cds_WP_135607674.1_1865	23.182	220	407
WP_003009592.1	lcl|NZ_RQEU01000044.1_cds_WP_135608612.1_2072	26.263	99	407
WP_036096972.1	lcl|NZ_RQEU01000014.1_cds_WP_135607531.1_1438	32.618	233	241
WP_036096972.1	lcl|NZ_RQEU01000011.1_cds_WP_135607403.1_2541	26.050	238	241
WP_036096972.1	lcl|NZ_RQEU01000033.1_cds_WP_100737542.1_979	27.381	252	241
WP_036096972.1	lcl|NZ_RQEU01000014.1_cds_WP_010575510.1_1751	26.923	182	241
WP_036096972.1	lcl|NZ_RQEU01000033.1_cds_WP_010573958.1_1279	25.490	255	241
WP_036096972.1	lcl|NZ_RQEU01000033.1_cds_WP_135608076.1_415	25.431	232	241
WP_036096972.1	lcl|NZ_RQEU01000037.1_cds_WP_135608417.1_2266	23.629	237	241
WP_036096972.1	lcl|NZ_RQEU01000019.1_cds_WP_040913518.1_3008	29.661	118	241
WP_036096972.1	lcl|NZ_RQEU01000014.1_cds_WP_010575361.1_1589	24.400	250	241
WP_036096972.1	lcl|NZ_RQEU01000033.1_cds_WP_100737707.1_497	26.380	163	241
WP_036096972.1	lcl|NZ_RQEU01000037.1_cds_WP_010572510.1_2400	19.767	172	241
WP_036096972.1	lcl|NZ_RQEU01000051.1_cds_WP_123179076.1_3249	22.381	210	241
WP_036096972.1	lcl|NZ_RQEU01000044.1_cds_WP_020986013.1_2105	23.000	200	241
WP_003009503.1	lcl|NZ_RQEU01000053.1_cds_WP_167882783.1_3590	35.150	367	598
WP_003009503.1	lcl|NZ_RQEU01000033.1_cds_WP_010573481.1_786	45.690	232	598
WP_003009503.1	lcl|NZ_RQEU01000033.1_cds_WP_135608032.1_300	43.777	233	598
WP_003009503.1	lcl|NZ_RQEU01000014.1_cds_WP_123180189.1_1452	35.498	231	598
WP_003009503.1	lcl|NZ_RQEU01000033.1_cds_WP_135608105.1_498	32.203	236	598
WP_003009503.1	lcl|NZ_RQEU01000051.1_cds_WP_100755155.1_3282	32.035	231	598
WP_003009503.1	lcl|NZ_RQEU01000014.1_cds_WP_020986459.1_1569	31.760	233	598
WP_003009503.1	lcl|NZ_RQEU01000029.1_cds_WP_010575663.1_2976	31.034	232	598
WP_003009503.1	lcl|NZ_RQEU01000033.1_cds_WP_020985906.1_22	27.755	245	598
