WP_003009553.1	lcl|NZ_MTCN01000028.1_cds_WP_004462903.1_2053	95.699	93	106
WP_003009527.1	lcl|NZ_MTCN01000028.1_cds_WP_004472299.1_2054	87.580	314	321
WP_003009527.1	lcl|NZ_MTCN01000028.1_cds_WP_075979400.1_2057	26.866	268	321
WP_003009527.1	lcl|NZ_MTCN01000007.1_cds_WP_008393339.1_339	24.691	324	321
WP_003009527.1	lcl|NZ_MTCN01000029.1_cds_WP_008394652.1_2366	22.064	281	321
WP_003009527.1	lcl|NZ_MTCN01000004.1_cds_WP_075978853.1_1612	25.359	209	321
WP_003009527.1	lcl|NZ_MTCN01000042.1_cds_WP_075979556.1_849	24.510	102	321
WP_003009527.1	lcl|NZ_MTCN01000028.1_cds_WP_046951346.1_2060	24.453	274	321
WP_003009854.1	lcl|NZ_MTCN01000028.1_cds_WP_004472260.1_2055	80.822	365	365
WP_003009869.1	lcl|NZ_MTCN01000028.1_cds_WP_004485986.1_2056	92.432	185	185
WP_003009869.1	lcl|NZ_MTCN01000023.1_cds_WP_004460143.1_1505	35.714	140	185
WP_003009535.1	lcl|NZ_MTCN01000028.1_cds_WP_075979400.1_2057	88.720	328	329
WP_003009535.1	lcl|NZ_MTCN01000007.1_cds_WP_008393339.1_339	30.380	316	329
WP_003009535.1	lcl|NZ_MTCN01000029.1_cds_WP_008394652.1_2366	30.240	334	329
WP_003009535.1	lcl|NZ_MTCN01000004.1_cds_WP_075978853.1_1612	32.372	312	329
WP_003009535.1	lcl|NZ_MTCN01000042.1_cds_WP_075979556.1_849	27.381	336	329
WP_003009535.1	lcl|NZ_MTCN01000007.1_cds_WP_004472946.1_228	29.688	320	329
WP_003009535.1	lcl|NZ_MTCN01000004.1_cds_WP_004467290.1_1609	28.793	323	329
WP_003009535.1	lcl|NZ_MTCN01000028.1_cds_WP_046951346.1_2060	28.713	303	329
WP_003009535.1	lcl|NZ_MTCN01000052.1_cds_WP_032917901.1_441	27.586	348	329
WP_003009535.1	lcl|NZ_MTCN01000028.1_cds_WP_004472299.1_2054	26.266	316	329
WP_003009535.1	lcl|NZ_MTCN01000022.1_cds_WP_004464543.1_3496	27.206	272	329
WP_003009535.1	lcl|NZ_MTCN01000029.1_cds_WP_075979416.1_2384	26.250	240	329
WP_003009535.1	lcl|NZ_MTCN01000053.1_cds_WP_004472818.1_3586	27.273	286	329
WP_003009535.1	lcl|NZ_MTCN01000053.1_cds_BWD11_RS18850_3675	25.974	231	329
WP_003009535.1	lcl|NZ_MTCN01000029.1_cds_WP_020783617.1_2415	23.837	172	329
WP_003009795.1	lcl|NZ_MTCN01000028.1_cds_WP_004472235.1_2058	81.648	267	267
WP_003009795.1	lcl|NZ_MTCN01000044.1_cds_WP_004477560.1_2663	29.032	186	267
WP_003009795.1	lcl|NZ_MTCN01000029.1_cds_WP_004475142.1_2365	26.316	190	267
WP_003009795.1	lcl|NZ_MTCN01000042.1_cds_WP_075979564.1_848	25.279	269	267
WP_003009795.1	lcl|NZ_MTCN01000042.1_cds_WP_016754360.1_808	25.269	186	267
WP_003009515.1	lcl|NZ_MTCN01000028.1_cds_WP_046951347.1_2059	85.265	509	509
WP_003009515.1	lcl|NZ_MTCN01000021.1_cds_WP_004473482.1_2530	25.767	326	509
WP_003009515.1	lcl|NZ_MTCN01000021.1_cds_WP_004460640.1_2531	31.633	98	509
WP_003009515.1	lcl|NZ_MTCN01000028.1_cds_WP_046951347.1_2059	85.265	509	509
WP_003009515.1	lcl|NZ_MTCN01000021.1_cds_WP_004473482.1_2530	25.767	326	509
WP_003009515.1	lcl|NZ_MTCN01000021.1_cds_WP_004460640.1_2531	31.633	98	509
WP_003009505.1	lcl|NZ_MTCN01000028.1_cds_WP_046951346.1_2060	90.606	330	330
WP_003009505.1	lcl|NZ_MTCN01000028.1_cds_WP_075979400.1_2057	28.197	305	330
WP_003009505.1	lcl|NZ_MTCN01000004.1_cds_WP_075978853.1_1612	26.087	276	330
WP_003009505.1	lcl|NZ_MTCN01000007.1_cds_WP_008393339.1_339	29.032	279	330
WP_003009505.1	lcl|NZ_MTCN01000029.1_cds_WP_008394652.1_2366	24.773	331	330
WP_003009505.1	lcl|NZ_MTCN01000052.1_cds_WP_032917901.1_441	26.126	222	330
WP_003009505.1	lcl|NZ_MTCN01000007.1_cds_WP_004472946.1_228	31.330	233	330
WP_003009505.1	lcl|NZ_MTCN01000053.1_cds_BWD11_RS18850_3675	25.106	235	330
WP_003009505.1	lcl|NZ_MTCN01000029.1_cds_WP_020783617.1_2415	28.395	162	330
WP_003009505.1	lcl|NZ_MTCN01000042.1_cds_WP_075979556.1_849	22.150	307	330
WP_003009505.1	lcl|NZ_MTCN01000022.1_cds_WP_004464543.1_3496	30.769	130	330
WP_003009505.1	lcl|NZ_MTCN01000004.1_cds_WP_004467290.1_1609	30.464	151	330
WP_003009505.1	lcl|NZ_MTCN01000058.1_cds_WP_004467770.1_2618	26.562	128	330
WP_003009804.1	lcl|NZ_MTCN01000028.1_cds_WP_075979401.1_2063	37.071	553	538
WP_003009804.1	lcl|NZ_MTCN01000028.1_cds_WP_075979401.1_2063	37.071	553	538
WP_003009317.1	lcl|NZ_MTCN01000028.1_cds_WP_004470185.1_2064	66.415	265	265
WP_003009317.1	lcl|NZ_MTCN01000048.1_cds_WP_004492542.1_589	41.564	243	265
WP_003009459.1	lcl|NZ_MTCN01000028.1_cds_WP_075979402.1_2065	86.129	310	310
WP_003009459.1	lcl|NZ_MTCN01000026.1_cds_WP_004462784.1_751	39.085	284	310
WP_003009459.1	lcl|NZ_MTCN01000014.1_cds_WP_075979106.1_1890	27.832	309	310
WP_003009459.1	lcl|NZ_MTCN01000022.1_cds_WP_004462208.1_3463	27.820	133	310
WP_003009459.1	lcl|NZ_MTCN01000028.1_cds_WP_075979402.1_2065	86.129	310	310
WP_003009459.1	lcl|NZ_MTCN01000026.1_cds_WP_004462784.1_751	39.085	284	310
WP_003009459.1	lcl|NZ_MTCN01000014.1_cds_WP_075979106.1_1890	27.832	309	310
WP_003009459.1	lcl|NZ_MTCN01000022.1_cds_WP_004462208.1_3463	27.820	133	310
WP_003009745.1	lcl|NZ_MTCN01000028.1_cds_WP_075979403.1_2066	92.045	264	264
WP_036096976.1	lcl|NZ_MTCN01000028.1_cds_WP_075979404.1_2067	83.077	130	130
WP_003009905.1	lcl|NZ_MTCN01000028.1_cds_WP_032927584.1_2068	78.472	144	145
WP_003009905.1	lcl|NZ_MTCN01000004.1_cds_WP_004474232.1_1588	28.947	76	145
WP_003009905.1	lcl|NZ_MTCN01000036.1_cds_WP_004462309.1_2343	41.071	56	145
WP_036096974.1	lcl|NZ_MTCN01000028.1_cds_WP_046951652.1_2069	90.950	221	221
WP_036096974.1	lcl|NZ_MTCN01000018.1_cds_WP_004472978.1_2103	27.723	101	221
WP_003009428.1	lcl|NZ_MTCN01000034.1_cds_WP_004474579.1_2586	28.084	381	664
WP_003009428.1	lcl|NZ_MTCN01000006.1_cds_WP_004461844.1_2002	24.444	405	664
WP_003009848.1	lcl|NZ_MTCN01000028.1_cds_WP_075979406.1_2072	25.243	412	393
WP_003009848.1	lcl|NZ_MTCN01000018.1_cds_WP_004462595.1_2104	27.027	222	393
WP_003009848.1	lcl|NZ_MTCN01000014.1_cds_WP_004475523.1_1902	21.771	271	393
WP_003009848.1	lcl|NZ_MTCN01000029.1_cds_WP_032929185.1_2396	29.936	157	393
WP_003009848.1	lcl|NZ_MTCN01000007.1_cds_WP_004469895.1_312	24.528	212	393
WP_003009953.1	lcl|NZ_MTCN01000028.1_cds_WP_075979405.1_2071	75.141	177	177
WP_003009953.1	lcl|NZ_MTCN01000007.1_cds_WP_004471088.1_306	31.496	127	177
WP_003009592.1	lcl|NZ_MTCN01000028.1_cds_WP_075979406.1_2072	80.397	403	407
WP_003009592.1	lcl|NZ_MTCN01000014.1_cds_WP_004475523.1_1902	22.523	222	407
WP_003009592.1	lcl|NZ_MTCN01000018.1_cds_WP_004462595.1_2104	25.899	139	407
WP_036096972.1	lcl|NZ_MTCN01000028.1_cds_WP_075979407.1_2073	76.891	238	241
WP_036096972.1	lcl|NZ_MTCN01000047.1_cds_WP_004457569.1_2161	26.316	247	241
WP_036096972.1	lcl|NZ_MTCN01000029.1_cds_WP_004470163.1_2398	30.526	95	241
WP_036096972.1	lcl|NZ_MTCN01000036.1_cds_WP_004462302.1_2347	31.373	102	241
WP_036096972.1	lcl|NZ_MTCN01000016.1_cds_WP_004468127.1_606	23.529	255	241
WP_036096972.1	lcl|NZ_MTCN01000007.1_cds_WP_004467201.1_367	25.847	236	241
WP_036096972.1	lcl|NZ_MTCN01000029.1_cds_WP_004470322.1_2394	27.126	247	241
WP_036096972.1	lcl|NZ_MTCN01000057.1_cds_WP_026053765.1_2248	25.789	190	241
WP_036096972.1	lcl|NZ_MTCN01000023.1_cds_WP_004460037.1_1333	19.903	206	241
WP_036096970.1	lcl|NZ_MTCN01000028.1_cds_WP_004470226.1_2074	75.000	368	371
WP_230458349.1	lcl|NZ_MTCN01000028.1_cds_WP_075979408.1_2075	27.224	371	418
WP_230458349.1	lcl|NZ_MTCN01000029.1_cds_BWD11_RS12320_2418	26.721	247	418
WP_003009503.1	lcl|NZ_MTCN01000048.1_cds_WP_075979625.1_523	45.992	237	598
WP_003009503.1	lcl|NZ_MTCN01000007.1_cds_WP_017863782.1_154	44.398	241	598
WP_003009503.1	lcl|NZ_MTCN01000053.1_cds_WP_004480428.1_3618	44.635	233	598
WP_003009503.1	lcl|NZ_MTCN01000029.1_cds_WP_075979429.1_2416	34.783	230	598
WP_003009503.1	lcl|NZ_MTCN01000053.1_cds_WP_004473839.1_3646	31.624	234	598
WP_003009503.1	lcl|NZ_MTCN01000006.1_cds_WP_004461439.1_1978	32.906	234	598
WP_003009503.1	lcl|NZ_MTCN01000026.1_cds_WP_075979359.1_707	33.761	234	598
WP_003009503.1	lcl|NZ_MTCN01000047.1_cds_WP_075979608.1_2143	29.004	231	598
WP_003009503.1	lcl|NZ_MTCN01000016.1_cds_WP_004464005.1_665	30.942	223	598
WP_003009503.1	lcl|NZ_MTCN01000034.1_cds_WP_004462026.1_2598	28.636	220	598
WP_003009503.1	lcl|NZ_MTCN01000023.1_cds_WP_004460145.1_1504	29.583	240	598
WP_003009503.1	lcl|NZ_MTCN01000023.1_cds_WP_004460086.1_1538	25.896	251	598
WP_003009503.1	lcl|NZ_MTCN01000021.1_cds_WP_004460645.1_2536	27.053	207	598
WP_003009503.1	lcl|NZ_MTCN01000023.1_cds_WP_004473583.1_1485	30.000	230	598
WP_003009503.1	lcl|NZ_MTCN01000026.1_cds_WP_004466497.1_759	27.197	239	598
WP_003009503.1	lcl|NZ_MTCN01000015.1_cds_WP_004458038.1_3213	30.387	181	598
WP_003009503.1	lcl|NZ_MTCN01000007.1_cds_WP_004469508.1_273	27.876	226	598
WP_003009503.1	lcl|NZ_MTCN01000053.1_cds_WP_075979713.1_3602	27.155	232	598
WP_003009503.1	lcl|NZ_MTCN01000005.1_cds_WP_004466296.1_3429	26.009	223	598
WP_003009503.1	lcl|NZ_MTCN01000033.1_cds_WP_004461812.1_1156	25.333	225	598
WP_003009503.1	lcl|NZ_MTCN01000026.1_cds_WP_075979383.1_779	29.333	225	598
WP_003009503.1	lcl|NZ_MTCN01000033.1_cds_BWD11_RS13620_1166	24.260	169	598
WP_003009503.1	lcl|NZ_MTCN01000033.1_cds_BWD11_RS13620_1166	28.161	174	598
WP_003009503.1	lcl|NZ_MTCN01000020.1_cds_WP_075979223.1_2487	25.101	247	598
WP_003009503.1	lcl|NZ_MTCN01000028.1_cds_WP_004483041.1_2050	25.000	172	598
WP_003009503.1	lcl|NZ_MTCN01000007.1_cds_WP_004474210.1_165	24.413	213	598
WP_003009503.1	lcl|NZ_MTCN01000052.1_cds_WP_075979690.1_430	29.808	104	598
WP_003009503.1	lcl|NZ_MTCN01000053.1_cds_WP_004459333.1_3579	24.870	193	598
WP_003009503.1	lcl|NZ_MTCN01000048.1_cds_WP_075979625.1_523	45.992	237	598
WP_003009503.1	lcl|NZ_MTCN01000007.1_cds_WP_017863782.1_154	44.398	241	598
WP_003009503.1	lcl|NZ_MTCN01000053.1_cds_WP_004480428.1_3618	44.635	233	598
WP_003009503.1	lcl|NZ_MTCN01000029.1_cds_WP_075979429.1_2416	34.783	230	598
WP_003009503.1	lcl|NZ_MTCN01000053.1_cds_WP_004473839.1_3646	31.624	234	598
WP_003009503.1	lcl|NZ_MTCN01000006.1_cds_WP_004461439.1_1978	32.906	234	598
WP_003009503.1	lcl|NZ_MTCN01000026.1_cds_WP_075979359.1_707	33.761	234	598
WP_003009503.1	lcl|NZ_MTCN01000047.1_cds_WP_075979608.1_2143	29.004	231	598
WP_003009503.1	lcl|NZ_MTCN01000016.1_cds_WP_004464005.1_665	30.942	223	598
WP_003009503.1	lcl|NZ_MTCN01000034.1_cds_WP_004462026.1_2598	28.636	220	598
WP_003009503.1	lcl|NZ_MTCN01000023.1_cds_WP_004460145.1_1504	29.583	240	598
WP_003009503.1	lcl|NZ_MTCN01000023.1_cds_WP_004460086.1_1538	25.896	251	598
