WP_003009553.1	lcl|NZ_AOVH01000160.1_cds_WP_000340715.1_3618	91.398	93	106
WP_003009527.1	lcl|NZ_AOVH01000160.1_cds_WP_000410273.1_3617	90.764	314	321
WP_003009527.1	lcl|NZ_AOVH01000160.1_cds_WP_000093099.1_3597	58.730	63	321
WP_003009527.1	lcl|NZ_AOVH01000160.1_cds_WP_000646250.1_3614	27.239	268	321
WP_003009527.1	lcl|NZ_AOVH01000128.1_cds_WP_000744700.1_2307	22.769	325	321
WP_003009527.1	lcl|NZ_AOVH01000160.1_cds_WP_000600889.1_3588	23.656	186	321
WP_003009527.1	lcl|NZ_AOVH01000160.1_cds_WP_000723090.1_3535	22.887	284	321
WP_003009527.1	lcl|NZ_AOVH01000160.1_cds_WP_001067557.1_3611	25.382	327	321
WP_003009854.1	lcl|NZ_AOVH01000160.1_cds_WP_000604524.1_3616	84.384	365	365
WP_003009869.1	lcl|NZ_AOVH01000160.1_cds_WP_000884059.1_3615	91.892	185	185
WP_003009869.1	lcl|NZ_AOVH01000009.1_cds_WP_000351733.1_81	38.571	140	185
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000646250.1_3614	92.097	329	329
WP_003009535.1	lcl|NZ_AOVH01000128.1_cds_WP_000744700.1_2307	32.595	316	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000600889.1_3588	31.975	319	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000723090.1_3535	30.448	335	329
WP_003009535.1	lcl|NZ_AOVH01000089.1_cds_WP_001984071.1_1426	32.248	307	329
WP_003009535.1	lcl|NZ_AOVH01000100.1_cds_WP_000649925.1_1718	30.341	323	329
WP_003009535.1	lcl|NZ_AOVH01000014.1_cds_WP_000709511.1_153	29.003	331	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000601375.1_3561	25.993	277	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_001067557.1_3611	28.105	306	329
WP_003009535.1	lcl|NZ_AOVH01000102.1_cds_WP_000688695.1_1757	27.811	338	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000410273.1_3617	26.101	318	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000475904.1_3552	27.899	276	329
WP_003009535.1	lcl|NZ_AOVH01000155.1_cds_WP_001074785.1_3110	27.636	275	329
WP_003009535.1	lcl|NZ_AOVH01000023.1_cds_WP_001003555.1_243	26.036	338	329
WP_003009535.1	lcl|NZ_AOVH01000160.1_cds_WP_000487322.1_3563	25.939	293	329
WP_003009795.1	lcl|NZ_AOVH01000160.1_cds_WP_000774262.1_3613	81.648	267	267
WP_003009795.1	lcl|NZ_AOVH01000160.1_cds_WP_000800438.1_3583	26.923	234	267
WP_003009795.1	lcl|NZ_AOVH01000160.1_cds_WP_000859505.1_3564	27.049	244	267
WP_003009795.1	lcl|NZ_AOVH01000091.1_cds_WP_000667727.1_1524	28.866	194	267
WP_003009795.1	lcl|NZ_AOVH01000160.1_cds_WP_000842260.1_3534	26.316	190	267
WP_003009795.1	lcl|NZ_AOVH01000095.1_cds_WP_000805357.1_1599	33.735	83	267
WP_003009515.1	lcl|NZ_AOVH01000160.1_cds_WP_000612797.1_3612	87.992	508	509
WP_003009515.1	lcl|NZ_AOVH01000083.1_cds_WP_000291591.1_1328	26.032	315	509
WP_003009515.1	lcl|NZ_AOVH01000083.1_cds_WP_000364507.1_1327	26.316	114	509
WP_003009515.1	lcl|NZ_AOVH01000160.1_cds_WP_000612797.1_3612	87.992	508	509
WP_003009515.1	lcl|NZ_AOVH01000083.1_cds_WP_000291591.1_1328	26.032	315	509
WP_003009515.1	lcl|NZ_AOVH01000083.1_cds_WP_000364507.1_1327	26.316	114	509
WP_003009505.1	lcl|NZ_AOVH01000160.1_cds_WP_001067557.1_3611	92.121	330	330
WP_003009505.1	lcl|NZ_AOVH01000160.1_cds_WP_000646250.1_3614	27.869	305	330
WP_003009505.1	lcl|NZ_AOVH01000089.1_cds_WP_001984071.1_1426	25.912	274	330
WP_003009505.1	lcl|NZ_AOVH01000160.1_cds_WP_000600889.1_3588	26.316	266	330
WP_003009505.1	lcl|NZ_AOVH01000128.1_cds_WP_000744700.1_2307	27.532	316	330
WP_003009505.1	lcl|NZ_AOVH01000023.1_cds_WP_001003555.1_243	29.555	247	330
WP_003009505.1	lcl|NZ_AOVH01000160.1_cds_WP_000723090.1_3535	23.193	332	330
WP_003009505.1	lcl|NZ_AOVH01000102.1_cds_WP_000688695.1_1757	25.339	221	330
WP_003009505.1	lcl|NZ_AOVH01000100.1_cds_WP_000649925.1_1718	28.295	258	330
WP_003009505.1	lcl|NZ_AOVH01000160.1_cds_WP_000601375.1_3561	25.746	268	330
WP_003009505.1	lcl|NZ_AOVH01000155.1_cds_WP_001074785.1_3110	27.962	211	330
WP_003009505.1	lcl|NZ_AOVH01000014.1_cds_WP_000709511.1_153	30.464	151	330
WP_003009505.1	lcl|NZ_AOVH01000091.1_cds_WP_000690042.1_1514	35.211	71	330
WP_003009505.1	lcl|NZ_AOVH01000075.1_cds_WP_000457972.1_1116	25.000	128	330
WP_003009804.1	lcl|NZ_AOVH01000160.1_cds_WP_000689743.1_3608	37.316	544	538
WP_003009804.1	lcl|NZ_AOVH01000160.1_cds_WP_000689743.1_3608	37.316	544	538
WP_003009317.1	lcl|NZ_AOVH01000160.1_cds_WP_000342713.1_3607	67.170	265	265
WP_003009317.1	lcl|NZ_AOVH01000144.1_cds_WP_001002663.1_2724	41.152	243	265
WP_003009317.1	lcl|NZ_AOVH01000098.1_cds_WP_001183723.1_1647	27.746	173	265
WP_003009459.1	lcl|NZ_AOVH01000160.1_cds_WP_001246618.1_3606	84.839	310	310
WP_003009459.1	lcl|NZ_AOVH01000103.1_cds_WP_000501205.1_1773	36.634	303	310
WP_003009459.1	lcl|NZ_AOVH01000098.1_cds_WP_001183723.1_1647	28.114	281	310
WP_003009459.1	lcl|NZ_AOVH01000129.1_cds_WP_000279894.1_2343	27.820	133	310
WP_003009459.1	lcl|NZ_AOVH01000160.1_cds_WP_001246618.1_3606	84.839	310	310
WP_003009459.1	lcl|NZ_AOVH01000103.1_cds_WP_000501205.1_1773	36.634	303	310
WP_003009459.1	lcl|NZ_AOVH01000098.1_cds_WP_001183723.1_1647	28.114	281	310
WP_003009459.1	lcl|NZ_AOVH01000129.1_cds_WP_000279894.1_2343	27.820	133	310
WP_003009745.1	lcl|NZ_AOVH01000160.1_cds_WP_000479982.1_3605	89.773	264	264
WP_036096976.1	lcl|NZ_AOVH01000160.1_cds_WP_000715958.1_3604	83.721	129	130
WP_003009905.1	lcl|NZ_AOVH01000160.1_cds_WP_001088866.1_3603	81.944	144	145
WP_003009905.1	lcl|NZ_AOVH01000047.1_cds_WP_000360599.1_724	30.263	76	145
WP_003009905.1	lcl|NZ_AOVH01000156.1_cds_WP_002069656.1_3377	39.286	56	145
WP_036096974.1	lcl|NZ_AOVH01000160.1_cds_WP_000517242.1_3602	89.140	221	221
WP_036096974.1	lcl|NZ_AOVH01000032.1_cds_WP_001069834.1_500	28.440	109	221
WP_036096974.1	lcl|NZ_AOVH01000020.1_cds_WP_001069834.1_185	28.440	109	221
WP_036096974.1	lcl|NZ_AOVH01000128.1_cds_WP_001082180.1_2278	23.077	78	221
WP_003009428.1	lcl|NZ_AOVH01000077.1_cds_WP_000642921.1_1135	30.488	328	664
WP_003009428.1	lcl|NZ_AOVH01000112.1_cds_WP_000529867.1_1943	28.019	207	664
WP_003009848.1	lcl|NZ_AOVH01000160.1_cds_WP_001015422.1_3600	25.558	403	393
WP_003009848.1	lcl|NZ_AOVH01000160.1_cds_WP_001206409.1_3592	27.500	160	393
