WP_003009553.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000340715.1_577	91.398	93	106
WP_003009527.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	90.764	314	321
WP_003009527.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000093099.1_598	58.730	63	321
WP_003009527.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	27.239	268	321
WP_003009527.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	22.769	325	321
WP_003009527.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	23.656	186	321
WP_003009527.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	22.887	284	321
WP_003009527.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	25.382	327	321
WP_003009854.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000604524.1_579	84.384	365	365
WP_003009869.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000884059.1_580	91.892	185	185
WP_003009869.1	lcl|NZ_JAGGCN010000005.1_cds_WP_000351733.1_800	38.571	140	185
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	92.097	329	329
WP_003009535.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	32.595	316	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	31.975	319	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	30.448	335	329
WP_003009535.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001984071.1_2711	32.248	307	329
WP_003009535.1	lcl|NZ_JAGGCN010000011.1_cds_WP_000649925.1_1542	30.341	323	329
WP_003009535.1	lcl|NZ_JAGGCN010000066.1_cds_WP_000709511.1_3655	29.003	331	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000601375.1_634	25.993	277	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	28.105	306	329
WP_003009535.1	lcl|NZ_JAGGCN010000027.1_cds_WP_000688695.1_2691	27.811	338	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	26.101	318	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000475904.1_643	27.899	276	329
WP_003009535.1	lcl|NZ_JAGGCN010000017.1_cds_WP_001074785.1_2094	27.636	275	329
WP_003009535.1	lcl|NZ_JAGGCN010000019.1_cds_WP_001003555.1_2207	26.036	338	329
WP_003009535.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000487322.1_632	25.939	293	329
WP_003009795.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000774262.1_582	81.648	267	267
WP_003009795.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000800438.1_612	26.923	234	267
WP_003009795.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000859505.1_631	27.049	244	267
WP_003009795.1	lcl|NZ_JAGGCN010000024.1_cds_WP_000667727.1_2527	28.866	194	267
WP_003009795.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000842260.1_661	26.316	190	267
WP_003009795.1	lcl|NZ_JAGGCN010000020.1_cds_WP_000805357.1_2313	33.735	83	267
WP_003009515.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000612797.1_583	87.992	508	509
WP_003009515.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000291591.1_2668	26.032	315	509
WP_003009515.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000364507.1_2667	26.316	114	509
WP_003009515.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000612797.1_583	87.992	508	509
WP_003009515.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000291591.1_2668	26.032	315	509
WP_003009515.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000364507.1_2667	26.316	114	509
WP_003009505.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	92.121	330	330
WP_003009505.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	27.869	305	330
WP_003009505.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001984071.1_2711	25.912	274	330
WP_003009505.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	26.316	266	330
WP_003009505.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	27.532	316	330
WP_003009505.1	lcl|NZ_JAGGCN010000019.1_cds_WP_001003555.1_2207	29.555	247	330
WP_003009505.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	23.193	332	330
WP_003009505.1	lcl|NZ_JAGGCN010000027.1_cds_WP_000688695.1_2691	25.339	221	330
WP_003009505.1	lcl|NZ_JAGGCN010000011.1_cds_WP_000649925.1_1542	28.295	258	330
WP_003009505.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000601375.1_634	25.746	268	330
WP_003009505.1	lcl|NZ_JAGGCN010000017.1_cds_WP_001074785.1_2094	27.962	211	330
WP_003009505.1	lcl|NZ_JAGGCN010000066.1_cds_WP_000709511.1_3655	30.464	151	330
WP_003009505.1	lcl|NZ_JAGGCN010000024.1_cds_WP_000690042.1_2537	35.211	71	330
WP_003009505.1	lcl|NZ_JAGGCN010000001.1_cds_WP_000457972.1_67	25.000	128	330
WP_003009804.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000689743.1_587	37.316	544	538
WP_003009804.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000689743.1_587	37.316	544	538
WP_003009317.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000342713.1_588	67.170	265	265
WP_003009317.1	lcl|NZ_JAGGCN010000059.1_cds_WP_001002663.1_3585	41.152	243	265
WP_003009317.1	lcl|NZ_JAGGCN010000037.1_cds_WP_001183723.1_3090	27.746	173	265
WP_003009459.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001246618.1_589	84.839	310	310
WP_003009459.1	lcl|NZ_JAGGCN010000038.1_cds_WP_000501205.1_3129	36.634	303	310
WP_003009459.1	lcl|NZ_JAGGCN010000037.1_cds_WP_001183723.1_3090	28.114	281	310
WP_003009459.1	lcl|NZ_JAGGCN010000015.1_cds_WP_000279894.1_1942	27.820	133	310
WP_003009459.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001246618.1_589	84.839	310	310
WP_003009459.1	lcl|NZ_JAGGCN010000038.1_cds_WP_000501205.1_3129	36.634	303	310
WP_003009459.1	lcl|NZ_JAGGCN010000037.1_cds_WP_001183723.1_3090	28.114	281	310
WP_003009459.1	lcl|NZ_JAGGCN010000015.1_cds_WP_000279894.1_1942	27.820	133	310
WP_003009745.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000479982.1_590	89.773	264	264
WP_036096976.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000715958.1_591	83.721	129	130
WP_003009905.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001088866.1_592	81.944	144	145
WP_003009905.1	lcl|NZ_JAGGCN010000002.1_cds_WP_000360599.1_373	30.263	76	145
WP_003009905.1	lcl|NZ_JAGGCN010000001.1_cds_WP_002069656.1_140	39.286	56	145
WP_036096974.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000517242.1_593	89.140	221	221
WP_036096974.1	lcl|NZ_JAGGCN010000008.1_cds_WP_001069834.1_1124	28.440	109	221
WP_036096974.1	lcl|NZ_JAGGCN010000010.1_cds_WP_001082180.1_1445	23.077	78	221
WP_003009428.1	lcl|NZ_JAGGCN010000068.1_cds_WP_000642921.1_3672	30.488	328	664
WP_003009428.1	lcl|NZ_JAGGCN010000009.1_cds_WP_000529867.1_1255	28.019	207	664
WP_003009848.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001015422.1_595	25.558	403	393
WP_003009848.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001206409.1_603	27.500	160	393
WP_003009848.1	lcl|NZ_JAGGCN010000008.1_cds_WP_000347681.1_1125	28.571	210	393
WP_003009848.1	lcl|NZ_JAGGCN010000004.1_cds_WP_002082140.1_619	26.000	250	393
WP_003009848.1	lcl|NZ_JAGGCN010000012.1_cds_WP_000402845.1_1685	22.407	241	393
WP_003009848.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000661932.1_628	23.077	143	393
WP_003009848.1	lcl|NZ_JAGGCN010000010.1_cds_WP_001082180.1_1445	25.414	181	393
WP_003009953.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000611594.1_594	82.286	175	177
WP_003009953.1	lcl|NZ_JAGGCN010000010.1_cds_WP_001206947.1_1452	28.169	142	177
WP_003009592.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001015422.1_595	90.226	399	407
WP_003009592.1	lcl|NZ_JAGGCN010000008.1_cds_WP_000347681.1_1125	25.472	212	407
