WP_003009553.1	lcl|NZ_JAMQQD010000005.1_cds_WP_108958675.1_2988	60.465	86	106
WP_003009527.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356155.1_2987	82.258	310	321
WP_003009527.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356025.1_2942	25.387	323	321
WP_003009527.1	lcl|NZ_JAMQQD010000001.1_cds_WP_265355771.1_838	23.438	320	321
WP_003009527.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356016.1_2951	23.077	338	321
WP_003009527.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356037.1_2922	26.408	284	321
WP_003009527.1	lcl|NZ_JAMQQD010000007.1_cds_WP_100715920.1_3365	22.619	168	321
WP_003009527.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356007.1_2960	21.552	232	321
WP_003009527.1	lcl|NZ_JAMQQD010000001.1_cds_WP_135653092.1_275	22.910	323	321
WP_003009527.1	lcl|NZ_JAMQQD010000007.1_cds_WP_208730464.1_3354	21.675	203	321
WP_003009854.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265355984.1_2985	55.028	358	365
WP_003009869.1	lcl|NZ_JAMQQD010000003.1_cds_WP_135591902.1_2256	34.109	129	185
WP_003009869.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265355999.1_2969	31.928	166	185
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_265355771.1_838	30.573	314	329
WP_003009535.1	lcl|NZ_JAMQQD010000007.1_cds_WP_100715920.1_3365	29.706	340	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_135653092.1_275	30.255	314	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356037.1_2922	26.667	345	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356025.1_2942	28.616	318	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356016.1_2951	29.467	319	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_135639720.1_811	30.063	316	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_100725525.1_454	27.245	323	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356020.1_2947	29.032	310	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356007.1_2960	27.306	271	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356155.1_2987	26.019	319	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_135688711.1_506	28.000	250	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_265355665.1_498	25.000	272	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356029.1_2938	27.099	262	329
WP_003009535.1	lcl|NZ_JAMQQD010000005.1_cds_WP_265356045.1_2905	25.275	273	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_265355922.1_890	28.112	249	329
WP_003009535.1	lcl|NZ_JAMQQD010000007.1_cds_WP_208730464.1_3354	25.952	289	329
WP_003009535.1	lcl|NZ_JAMQQD010000001.1_cds_WP_135661930.1_1177	24.719	178	329
