WP_003009553.1	lcl|NZ_JQQB01000131.1_cds_WP_002614501.1_3234	91.398	93	106
WP_003009527.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	93.269	312	321
WP_003009527.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	27.711	249	321
WP_003009527.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	24.159	327	321
WP_003009527.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	22.776	281	321
WP_003009527.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	23.636	330	321
WP_003009527.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	22.601	323	321
WP_003009527.1	lcl|NZ_JQQB01000131.1_cds_WP_061235919.1_3227	25.632	277	321
WP_003009527.1	lcl|NZ_JQQB01000039.1_cds_WP_004503537.1_1203	22.188	320	321
WP_003009854.1	lcl|NZ_JQQB01000131.1_cds_WP_004503038.1_3232	80.548	365	365
WP_003009869.1	lcl|NZ_JQQB01000131.1_cds_WP_004503080.1_3231	90.270	185	185
WP_003009869.1	lcl|NZ_JQQB01000098.1_cds_WP_002630958.1_2547	33.562	146	185
WP_003009535.1	lcl|NZ_JQQB01000131.1_cds_WP_004503081.1_3230	90.578	329	329
WP_003009535.1	lcl|NZ_JQQB01000008.1_cds_WP_002615921.1_283	31.013	316	329
WP_003009535.1	lcl|NZ_JQQB01000057.1_cds_WP_016760841.1_1653	29.641	334	329
WP_003009535.1	lcl|NZ_JQQB01000044.1_cds_WP_004495474.1_1396	30.769	312	329
WP_003009535.1	lcl|NZ_JQQB01000206.1_cds_WP_061236034.1_3718	28.977	352	329
WP_003009535.1	lcl|NZ_JQQB01000166.1_cds_WP_016758520.1_3525	27.164	335	329
WP_003009535.1	lcl|NZ_JQQB01000078.1_cds_WP_002634803.1_2167	29.781	319	329
WP_003009535.1	lcl|NZ_JQQB01000044.1_cds_WP_004495465.1_1399	28.793	323	329
WP_003009535.1	lcl|NZ_JQQB01000039.1_cds_WP_004503537.1_1203	24.627	268	329
WP_003009535.1	lcl|NZ_JQQB01000131.1_cds_WP_061235919.1_3227	28.431	306	329
WP_003009535.1	lcl|NZ_JQQB01000010.1_cds_WP_004496595.1_315	26.393	341	329
WP_003009535.1	lcl|NZ_JQQB01000187.1_cds_WP_016759850.1_3623	23.975	317	329
WP_003009535.1	lcl|NZ_JQQB01000187.1_cds_WP_004503138.1_3621	29.630	270	329
WP_003009535.1	lcl|NZ_JQQB01000131.1_cds_WP_004503085.1_3233	25.397	315	329
