WP_003009553.1	lcl|NZ_RQHE01000004.1_cds_WP_135576183.1_118	62.791	86	106
WP_003009527.1	lcl|NZ_RQHE01000004.1_cds_WP_135737733.1_119	81.290	310	321
WP_003009527.1	lcl|NZ_RQHE01000004.1_cds_WP_135739208.1_2303	22.500	320	321
WP_003009527.1	lcl|NZ_RQHE01000004.1_cds_WP_135576173.1_123	22.744	277	321
WP_003009527.1	lcl|NZ_RQHE01000011.1_cds_WP_012476594.1_3296	22.619	168	321
WP_003009527.1	lcl|NZ_RQHE01000004.1_cds_WP_135738365.1_148	20.217	277	321
WP_003009527.1	lcl|NZ_RQHE01000011.1_cds_WP_210409840.1_3307	21.675	203	321
WP_003009527.1	lcl|NZ_RQHE01000004.1_cds_WP_135738981.1_1723	21.981	323	321
WP_003009869.1	lcl|NZ_RQHE01000004.1_cds_WP_135576144.1_138	31.655	139	185
WP_003009869.1	lcl|NZ_RQHE01000004.1_cds_WP_135575519.1_537	32.558	129	185
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135576173.1_123	31.546	317	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135739208.1_2303	31.529	314	329
WP_003009535.1	lcl|NZ_RQHE01000011.1_cds_WP_012476594.1_3296	29.464	336	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135738981.1_1723	28.840	319	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_012390182.1_2275	27.619	315	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135577455.1_1909	26.625	323	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135738365.1_148	28.448	232	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_246845455.1_1963	28.175	252	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135737733.1_119	25.392	319	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135739081.1_1955	26.766	269	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135738390.1_186	25.468	267	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135739228.1_2355	28.514	249	329
WP_003009535.1	lcl|NZ_RQHE01000004.1_cds_WP_135739331.1_2647	25.424	177	329
WP_003009535.1	lcl|NZ_RQHE01000011.1_cds_WP_210409840.1_3307	25.352	284	329
WP_003009795.1	lcl|NZ_RQHE01000004.1_cds_WP_012388903.1_247	24.806	258	267
WP_003009795.1	lcl|NZ_RQHE01000004.1_cds_WP_135738357.1_128	27.426	237	267
WP_003009795.1	lcl|NZ_RQHE01000004.1_cds_WP_135739101.1_1993	34.831	89	267
WP_003009795.1	lcl|NZ_RQHE01000004.1_cds_WP_135576148.1_135	27.957	186	267
WP_003009795.1	lcl|NZ_RQHE01000011.1_cds_WP_135739554.1_3295	24.873	197	267
WP_003009795.1	lcl|NZ_RQHE01000004.1_cds_WP_012387270.1_1836	27.011	174	267
WP_003009515.1	lcl|NZ_RQHE01000004.1_cds_WP_135738493.1_515	24.159	327	509
WP_003009515.1	lcl|NZ_RQHE01000004.1_cds_WP_012388629.1_514	28.571	63	509
WP_003009515.1	lcl|NZ_RQHE01000004.1_cds_WP_135738493.1_515	24.159	327	509
WP_003009515.1	lcl|NZ_RQHE01000004.1_cds_WP_012388629.1_514	28.571	63	509
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135576173.1_123	26.937	271	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_246845455.1_1963	28.980	245	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135738981.1_1723	24.101	278	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135739208.1_2303	29.091	275	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_012390182.1_2275	26.087	322	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135739228.1_2355	27.751	209	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135738365.1_148	25.769	260	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135739081.1_1955	25.581	258	330
WP_003009505.1	lcl|NZ_RQHE01000011.1_cds_WP_012476594.1_3296	23.510	302	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135739331.1_2647	25.229	218	330
WP_003009505.1	lcl|NZ_RQHE01000004.1_cds_WP_135577455.1_1909	28.000	150	330
WP_003009317.1	lcl|NZ_RQHE01000004.1_cds_WP_135578024.1_1468	39.130	253	265
WP_003009317.1	lcl|NZ_RQHE01000001.1_cds_WP_135579642.1_2808	25.294	170	265
WP_003009459.1	lcl|NZ_RQHE01000004.1_cds_WP_012389893.1_2554	37.209	301	310
WP_003009459.1	lcl|NZ_RQHE01000001.1_cds_WP_135579642.1_2808	30.225	311	310
WP_003009459.1	lcl|NZ_RQHE01000004.1_cds_WP_135738520.1_599	22.143	140	310
WP_003009459.1	lcl|NZ_RQHE01000004.1_cds_WP_012389893.1_2554	37.209	301	310
WP_003009459.1	lcl|NZ_RQHE01000001.1_cds_WP_135579642.1_2808	30.225	311	310
WP_003009459.1	lcl|NZ_RQHE01000004.1_cds_WP_135738520.1_599	22.143	140	310
WP_003009905.1	lcl|NZ_RQHE01000001.1_cds_WP_012389525.1_2829	42.857	63	145
WP_036096974.1	lcl|NZ_RQHE01000004.1_cds_WP_135737744.1_144	29.365	126	221
WP_003009428.1	lcl|NZ_RQHE01000004.1_cds_WP_233440815.1_117	28.154	547	664
WP_003009428.1	lcl|NZ_RQHE01000004.1_cds_WP_135738939.1_1629	32.174	230	664
WP_003009428.1	lcl|NZ_RQHE01000004.1_cds_WP_135738389.1_183	26.882	186	664
WP_003009848.1	lcl|NZ_RQHE01000004.1_cds_WP_135737744.1_144	30.323	155	393
WP_003009848.1	lcl|NZ_RQHE01000004.1_cds_WP_135738625.1_895	25.000	240	393
WP_003009848.1	lcl|NZ_RQHE01000004.1_cds_WP_167881399.1_139	24.876	201	393
WP_003009848.1	lcl|NZ_RQHE01000004.1_cds_WP_135576308.1_23	28.289	152	393
WP_003009848.1	lcl|NZ_RQHE01000004.1_cds_WP_135738901.1_1520	22.088	249	393
WP_003009953.1	lcl|NZ_RQHE01000004.1_cds_WP_135577190.1_2090	28.261	138	177
WP_036096972.1	lcl|NZ_RQHE01000004.1_cds_WP_135737745.1_145	28.279	244	241
WP_036096972.1	lcl|NZ_RQHE01000011.1_cds_WP_135579981.1_3373	27.426	237	241
WP_036096972.1	lcl|NZ_RQHE01000004.1_cds_WP_002980273.1_2018	27.891	147	241
WP_036096972.1	lcl|NZ_RQHE01000004.1_cds_WP_135575593.1_611	23.228	254	241
WP_036096972.1	lcl|NZ_RQHE01000001.1_cds_WP_012389530.1_2823	23.457	243	241
WP_036096972.1	lcl|NZ_RQHE01000001.1_cds_WP_135579593.1_2767	23.200	250	241
WP_036096972.1	lcl|NZ_RQHE01000004.1_cds_WP_012387054.1_2050	30.693	101	241
WP_036096972.1	lcl|NZ_RQHE01000004.1_cds_WP_135739198.1_2281	24.490	196	241
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738787.1_1267	33.952	377	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135577291.1_2009	32.407	432	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135577216.1_2073	42.489	233	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738977.1_1715	41.202	233	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738979.1_1717	40.517	232	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135579329.1_3115	35.865	237	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012388182.1_956	32.618	233	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387529.1_1593	29.825	228	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387409.1_1696	26.906	223	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_233440954.1_1744	32.068	237	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135575152.1_238	30.451	266	598
WP_003009503.1	lcl|NZ_RQHE01000007.1_cds_WP_135579429.1_3490	29.717	212	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_041769999.1_509	25.701	214	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387298.1_1809	28.099	242	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135738134.1_2685	30.045	223	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135579585.1_2762	31.532	222	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738500.1_536	31.019	216	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135738184.1_2844	29.333	225	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738413.1_299	28.507	221	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135738245.1_2969	27.155	232	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387776.1_1354	28.936	235	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387360.1_1745	27.600	250	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135575176.1_264	29.956	227	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_246845486.1_2494	31.401	207	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738750.1_1190	26.638	229	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135739334.1_2650	27.632	228	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012388901.1_249	27.556	225	598
WP_003009503.1	lcl|NZ_RQHE01000007.1_cds_WP_135739478.1_3521	25.000	224	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_012389603.1_2750	27.461	193	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135579491.1_2684	26.282	156	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738591.1_804	23.767	223	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135575154.1_240	23.415	205	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738787.1_1267	33.952	377	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135577291.1_2009	32.407	432	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135577216.1_2073	42.489	233	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738977.1_1715	41.202	233	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135738979.1_1717	40.517	232	598
WP_003009503.1	lcl|NZ_RQHE01000001.1_cds_WP_135579329.1_3115	35.865	237	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012388182.1_956	32.618	233	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387529.1_1593	29.825	228	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_012387409.1_1696	26.906	223	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_233440954.1_1744	32.068	237	598
WP_003009503.1	lcl|NZ_RQHE01000004.1_cds_WP_135575152.1_238	30.451	266	598
