WP_003009553.1	lcl|NZ_AHPR01000031.1_cds_WP_000340715.1_3331	91.398	93	106
WP_003009527.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	90.446	314	321
WP_003009527.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	26.866	268	321
WP_003009527.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	22.769	325	321
WP_003009527.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	23.656	186	321
WP_003009527.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	23.239	284	321
WP_003009527.1	lcl|NZ_AHPR01000031.1_cds_WP_000025488.1_3305	23.220	323	321
WP_003009527.1	lcl|NZ_AHPR01000031.1_cds_WP_001067556.1_3324	25.382	327	321
WP_003009854.1	lcl|NZ_AHPR01000031.1_cds_WP_000604524.1_3329	84.384	365	365
WP_003009869.1	lcl|NZ_AHPR01000031.1_cds_WP_000884057.1_3328	92.432	185	185
WP_003009869.1	lcl|NZ_AHPR01000009.1_cds_WP_000351733.1_3626	38.571	140	185
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	92.097	329	329
WP_003009535.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	32.595	316	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	31.975	319	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	30.746	335	329
WP_003009535.1	lcl|NZ_AHPR01000032.1_cds_WP_001984071.1_3206	32.248	307	329
WP_003009535.1	lcl|NZ_AHPR01000135.1_cds_WP_000649927.1_1466	30.341	323	329
WP_003009535.1	lcl|NZ_AHPR01000076.1_cds_WP_000709512.1_2200	29.003	331	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000601375.1_3270	25.993	277	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_001067556.1_3324	28.105	306	329
WP_003009535.1	lcl|NZ_AHPR01000032.1_cds_WP_000688700.1_3226	27.811	338	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000025488.1_3305	24.290	317	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000707057.1_3303	29.630	270	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	25.786	318	329
WP_003009535.1	lcl|NZ_AHPR01000031.1_cds_WP_000475906.1_3260	27.174	276	329
