WP_003009553.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746496.1_2699	61.628	86	106
WP_003009527.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	82.581	310	321
WP_003009527.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	25.846	325	321
WP_003009527.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	23.438	320	321
WP_003009527.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	22.043	186	321
WP_003009527.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746462.1_2666	20.446	269	321
WP_003009527.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	24.479	192	321
WP_003009527.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	22.917	288	321
WP_003009527.1	lcl|NZ_JAIZBL010000005.1_cds_WP_208739683.1_3442	23.009	226	321
WP_003009854.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746493.1_2696	53.591	362	365
WP_003009869.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744205.1_2232	33.621	116	185
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	31.737	334	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	30.573	314	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	30.769	312	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_338092125.1_2656	30.380	316	329
WP_003009535.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	29.412	340	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	27.476	313	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745055.1_849	26.316	323	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746462.1_2666	27.509	269	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778008.1_2678	24.919	309	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	26.019	319	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745111.1_781	27.888	251	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238753183.1_2649	26.693	251	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238753226.1_2612	26.038	265	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238776824.1_387	28.777	278	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745689.1_107	24.111	253	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778006.1_2659	30.769	156	329
WP_003009535.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746444.1_2648	20.238	252	329
WP_003009535.1	lcl|NZ_JAIZBL010000005.1_cds_WP_208739683.1_3442	25.175	286	329
WP_003009535.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745103.1_789	24.910	277	329
WP_003009795.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746453.1_2657	26.357	258	267
WP_003009795.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746466.1_2671	27.228	202	267
WP_003009795.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746379.1_2551	25.194	258	267
WP_003009795.1	lcl|NZ_JAIZBL010000002.1_cds_WP_322113260.1_2633	25.000	196	267
WP_003009795.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777014.1_753	36.170	94	267
WP_003009795.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744998.1_916	28.161	174	267
WP_003009795.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743731.1_3430	25.381	197	267
WP_003009515.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744403.1_2254	23.988	321	509
WP_003009515.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744224.1_2255	25.439	114	509
WP_003009515.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744403.1_2254	23.988	321	509
WP_003009515.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744224.1_2255	25.439	114	509
WP_003009505.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778008.1_2678	33.123	317	330
WP_003009505.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	25.887	282	330
WP_003009505.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745111.1_781	26.692	266	330
WP_003009505.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	28.727	275	330
WP_003009505.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	23.460	341	330
