WP_003009553.1	lcl|NZ_ANMW01000134.1_cds_WP_000340715.1_2937	91.398	93	106
WP_003009527.1	lcl|NZ_ANMW01000134.1_cds_WP_000410273.1_2936	90.764	314	321
WP_003009527.1	lcl|NZ_ANMW01000134.1_cds_WP_000646250.1_2933	27.239	268	321
WP_003009527.1	lcl|NZ_ANMW01000131.1_cds_WP_000744700.1_2859	22.769	325	321
WP_003009527.1	lcl|NZ_ANMW01000127.1_cds_WP_001033107.1_2634	22.222	261	321
WP_003009527.1	lcl|NZ_ANMW01000127.1_cds_WP_000723092.1_2686	22.615	283	321
WP_003009527.1	lcl|NZ_ANMW01000134.1_cds_WP_001067556.1_2930	25.382	327	321
WP_003009854.1	lcl|NZ_ANMW01000134.1_cds_WP_001967810.1_2935	84.110	365	365
WP_003009869.1	lcl|NZ_ANMW01000134.1_cds_WP_000884059.1_2934	91.892	185	185
WP_003009869.1	lcl|NZ_ANMW01000094.1_cds_WP_000351733.1_2116	38.571	140	185
WP_003009535.1	lcl|NZ_ANMW01000134.1_cds_WP_000646250.1_2933	92.097	329	329
WP_003009535.1	lcl|NZ_ANMW01000131.1_cds_WP_000744700.1_2859	32.595	316	329
WP_003009535.1	lcl|NZ_ANMW01000127.1_cds_WP_000723092.1_2686	30.448	335	329
WP_003009535.1	lcl|NZ_ANMW01000134.1_cds_WP_000699346.1_2919	31.157	337	329
WP_003009535.1	lcl|NZ_ANMW01000206.1_cds_WP_001984071.1_3988	32.248	307	329
WP_003009535.1	lcl|NZ_ANMW01000080.1_cds_WP_000649923.1_1638	30.341	323	329
WP_003009535.1	lcl|NZ_ANMW01000156.1_cds_WP_000709513.1_3220	29.003	331	329
WP_003009535.1	lcl|NZ_ANMW01000134.1_cds_WP_001067556.1_2930	28.105	306	329
WP_003009535.1	lcl|NZ_ANMW01000054.1_cds_WP_000688696.1_948	27.811	338	329
WP_003009535.1	lcl|NZ_ANMW01000134.1_cds_WP_000410273.1_2936	26.101	318	329
WP_003009535.1	lcl|NZ_ANMW01000127.1_cds_WP_000475904.1_2669	27.899	276	329
WP_003009535.1	lcl|NZ_ANMW01000044.1_cds_WP_001074785.1_810	27.636	275	329
WP_003009535.1	lcl|NZ_ANMW01000107.1_cds_WP_001003557.1_2295	25.904	332	329
WP_003009535.1	lcl|NZ_ANMW01000127.1_cds_WP_001033107.1_2634	26.728	217	329
WP_003009795.1	lcl|NZ_ANMW01000134.1_cds_WP_000774256.1_2932	82.397	267	267
WP_003009795.1	lcl|NZ_ANMW01000064.1_cds_WP_000667727.1_1179	28.866	194	267
WP_003009795.1	lcl|NZ_ANMW01000127.1_cds_WP_000842260.1_2687	26.316	190	267
WP_003009795.1	lcl|NZ_ANMW01000070.1_cds_WP_000805359.1_1396	34.940	83	267
WP_003009515.1	lcl|NZ_ANMW01000134.1_cds_WP_000612794.1_2931	87.402	508	509
WP_003009515.1	lcl|NZ_ANMW01000017.1_cds_WP_000291586.1_356	26.032	315	509
WP_003009515.1	lcl|NZ_ANMW01000017.1_cds_WP_000364507.1_357	26.316	114	509
WP_003009515.1	lcl|NZ_ANMW01000134.1_cds_WP_000612794.1_2931	87.402	508	509
WP_003009515.1	lcl|NZ_ANMW01000017.1_cds_WP_000291586.1_356	26.032	315	509
WP_003009515.1	lcl|NZ_ANMW01000017.1_cds_WP_000364507.1_357	26.316	114	509
WP_003009505.1	lcl|NZ_ANMW01000134.1_cds_WP_001067556.1_2930	92.424	330	330
WP_003009505.1	lcl|NZ_ANMW01000134.1_cds_WP_000646250.1_2933	27.869	305	330
WP_003009505.1	lcl|NZ_ANMW01000206.1_cds_WP_001984071.1_3988	25.912	274	330
WP_003009505.1	lcl|NZ_ANMW01000131.1_cds_WP_000744700.1_2859	27.532	316	330
WP_003009505.1	lcl|NZ_ANMW01000107.1_cds_WP_001003557.1_2295	29.555	247	330
WP_003009505.1	lcl|NZ_ANMW01000134.1_cds_WP_000699346.1_2919	29.302	215	330
WP_003009505.1	lcl|NZ_ANMW01000127.1_cds_WP_000723092.1_2686	23.193	332	330
WP_003009505.1	lcl|NZ_ANMW01000054.1_cds_WP_000688696.1_948	25.339	221	330
WP_003009505.1	lcl|NZ_ANMW01000080.1_cds_WP_000649923.1_1638	28.295	258	330
WP_003009505.1	lcl|NZ_ANMW01000044.1_cds_WP_001074785.1_810	27.962	211	330
WP_003009505.1	lcl|NZ_ANMW01000156.1_cds_WP_000709513.1_3220	30.464	151	330
WP_003009505.1	lcl|NZ_ANMW01000186.1_cds_WP_000690044.1_3581	35.211	71	330
WP_003009505.1	lcl|NZ_ANMW01000126.1_cds_WP_000457972.1_2627	25.000	128	330
WP_003009804.1	lcl|NZ_ANMW01000134.1_cds_WP_000776640.1_2929	68.401	538	538
WP_003009804.1	lcl|NZ_ANMW01000134.1_cds_WP_000776640.1_2929	68.401	538	538
WP_003009317.1	lcl|NZ_ANMW01000134.1_cds_WP_000424609.1_2928	93.939	264	265
WP_003009317.1	lcl|NZ_ANMW01000113.1_cds_WP_001002663.1_2446	41.152	243	265
WP_003009317.1	lcl|NZ_ANMW01000184.1_cds_WP_001183723.1_3562	27.746	173	265
WP_003009459.1	lcl|NZ_ANMW01000134.1_cds_WP_002074065.1_2927	88.387	310	310
WP_003009459.1	lcl|NZ_ANMW01000041.1_cds_WP_000501205.1_753	36.634	303	310
WP_003009459.1	lcl|NZ_ANMW01000184.1_cds_WP_001183723.1_3562	28.114	281	310
WP_003009459.1	lcl|NZ_ANMW01000075.1_cds_WP_000279894.1_1551	27.820	133	310
WP_003009459.1	lcl|NZ_ANMW01000134.1_cds_WP_002074065.1_2927	88.387	310	310
WP_003009459.1	lcl|NZ_ANMW01000041.1_cds_WP_000501205.1_753	36.634	303	310
WP_003009459.1	lcl|NZ_ANMW01000184.1_cds_WP_001183723.1_3562	28.114	281	310
WP_003009459.1	lcl|NZ_ANMW01000075.1_cds_WP_000279894.1_1551	27.820	133	310
WP_003009745.1	lcl|NZ_ANMW01000134.1_cds_WP_000479986.1_2926	90.909	264	264
WP_036096976.1	lcl|NZ_ANMW01000134.1_cds_WP_000715957.1_2925	83.721	129	130
WP_003009905.1	lcl|NZ_ANMW01000134.1_cds_WP_001088861.1_2924	81.250	144	145
WP_003009905.1	lcl|NZ_ANMW01000188.1_cds_WP_000360599.1_3642	30.263	76	145
WP_003009905.1	lcl|NZ_ANMW01000195.1_cds_WP_002069656.1_3759	39.286	56	145
WP_036096974.1	lcl|NZ_ANMW01000134.1_cds_WP_000517242.1_2923	89.140	221	221
WP_036096974.1	lcl|NZ_ANMW01000114.1_cds_WP_001069830.1_2468	29.358	109	221
WP_036096974.1	lcl|NZ_ANMW01000131.1_cds_WP_001079442.1_2888	23.077	78	221
WP_003009428.1	lcl|NZ_ANMW01000039.1_cds_LEP1GSC033_RS124445_722	39.873	158	664
WP_003009428.1	lcl|NZ_ANMW01000167.1_cds_WP_000529873.1_3348	28.502	207	664
WP_003009848.1	lcl|NZ_ANMW01000127.1_cds_WP_001028949.1_2635	27.273	385	393
WP_003009848.1	lcl|NZ_ANMW01000127.1_cds_WP_000795980.1_2637	22.539	386	393
WP_003009848.1	lcl|NZ_ANMW01000114.1_cds_WP_000347682.1_2467	28.571	210	393
WP_003009848.1	lcl|NZ_ANMW01000056.1_cds_WP_000402846.1_977	22.363	237	393
WP_003009848.1	lcl|NZ_ANMW01000127.1_cds_WP_001283954.1_2658	29.286	140	393
WP_003009848.1	lcl|NZ_ANMW01000134.1_cds_WP_001192773.1_2920	26.866	134	393
WP_003009848.1	lcl|NZ_ANMW01000131.1_cds_WP_001079442.1_2888	25.414	181	393
WP_003009953.1	lcl|NZ_ANMW01000127.1_cds_WP_000697807.1_2636	45.399	163	177
WP_003009953.1	lcl|NZ_ANMW01000073.1_cds_WP_001206949.1_1455	28.873	142	177
WP_003009592.1	lcl|NZ_ANMW01000127.1_cds_WP_000795980.1_2637	37.897	409	407
WP_003009592.1	lcl|NZ_ANMW01000114.1_cds_WP_000347682.1_2467	29.496	139	407
WP_003009592.1	lcl|NZ_ANMW01000127.1_cds_WP_001028949.1_2635	23.767	223	407
WP_003009592.1	lcl|NZ_ANMW01000131.1_cds_WP_001079442.1_2888	25.309	162	407
WP_036096972.1	lcl|NZ_ANMW01000201.1_cds_WP_000043153.1_3865	27.530	247	241
WP_036096972.1	lcl|NZ_ANMW01000053.1_cds_WP_000998676.1_924	25.862	232	241
WP_036096972.1	lcl|NZ_ANMW01000195.1_cds_WP_000566240.1_3756	26.776	183	241
WP_036096972.1	lcl|NZ_ANMW01000174.1_cds_WP_000653653.1_3444	25.098	255	241
WP_036096972.1	lcl|NZ_ANMW01000127.1_cds_WP_000412931.1_2656	30.526	95	241
WP_036096972.1	lcl|NZ_ANMW01000062.1_cds_WP_001968389.1_1085	25.847	236	241
