WP_003009553.1	lcl|NZ_AFKT01000033.1_cds_WP_000340715.1_3122	91.398	93	106
WP_003009527.1	lcl|NZ_AFKT01000033.1_cds_WP_000410273.1_3123	90.764	314	321
WP_003009527.1	lcl|NZ_AFKT01000033.1_cds_WP_000093099.1_3143	58.730	63	321
WP_003009527.1	lcl|NZ_AFKT01000033.1_cds_WP_000646250.1_3126	27.239	268	321
WP_003009527.1	lcl|NZ_AFKT01000029.1_cds_WP_000744700.1_3284	22.769	325	321
WP_003009527.1	lcl|NZ_AFKT01000033.1_cds_WP_000600889.1_3152	23.656	186	321
WP_003009527.1	lcl|NZ_AFKT01000336.1_cds_WP_000723090.1_100	22.887	284	321
WP_003009527.1	lcl|NZ_AFKT01000033.1_cds_WP_001067557.1_3129	25.382	327	321
WP_003009854.1	lcl|NZ_AFKT01000033.1_cds_WP_000604524.1_3124	84.384	365	365
WP_003009869.1	lcl|NZ_AFKT01000033.1_cds_WP_000884059.1_3125	91.892	185	185
WP_003009869.1	lcl|NZ_AFKT01000121.1_cds_WP_000351733.1_1619	38.571	140	185
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_000646250.1_3126	92.097	329	329
WP_003009535.1	lcl|NZ_AFKT01000029.1_cds_WP_000744700.1_3284	32.595	316	329
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_000600889.1_3152	31.975	319	329
WP_003009535.1	lcl|NZ_AFKT01000336.1_cds_WP_000723090.1_100	30.448	335	329
WP_003009535.1	lcl|NZ_AFKT01000239.1_cds_WP_001984071.1_505	32.248	307	329
WP_003009535.1	lcl|NZ_AFKT01000042.1_cds_WP_000649925.1_2981	30.341	323	329
WP_003009535.1	lcl|NZ_AFKT01000209.1_cds_WP_000709511.1_825	29.003	331	329
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_000601375.1_3179	25.993	277	329
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_001067557.1_3129	28.105	306	329
WP_003009535.1	lcl|NZ_AFKT01000175.1_cds_WP_000688695.1_1160	27.811	338	329
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_000410273.1_3123	26.101	318	329
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_000475904.1_3188	27.899	276	329
WP_003009535.1	lcl|NZ_AFKT01000051.1_cds_WP_001074785.1_2699	27.636	275	329
WP_003009535.1	lcl|NZ_AFKT01000202.1_cds_WP_001003555.1_891	26.036	338	329
WP_003009535.1	lcl|NZ_AFKT01000033.1_cds_WP_000487322.1_3177	25.939	293	329
WP_003009795.1	lcl|NZ_AFKT01000033.1_cds_WP_000774262.1_3127	81.648	267	267
WP_003009795.1	lcl|NZ_AFKT01000033.1_cds_WP_000800438.1_3157	26.923	234	267
WP_003009795.1	lcl|NZ_AFKT01000033.1_cds_WP_000859505.1_3176	27.049	244	267
WP_003009795.1	lcl|NZ_AFKT01000161.1_cds_WP_000667727.1_1179	28.866	194	267
WP_003009795.1	lcl|NZ_AFKT01000336.1_cds_WP_000842260.1_101	26.316	190	267
WP_003009795.1	lcl|NZ_AFKT01000022.1_cds_WP_000805357.1_3552	33.735	83	267
WP_003009515.1	lcl|NZ_AFKT01000033.1_cds_WP_000612797.1_3128	87.992	508	509
WP_003009515.1	lcl|NZ_AFKT01000048.1_cds_WP_000291591.1_2733	26.032	315	509
WP_003009515.1	lcl|NZ_AFKT01000048.1_cds_WP_000364507.1_2734	26.316	114	509
WP_003009515.1	lcl|NZ_AFKT01000033.1_cds_WP_000612797.1_3128	87.992	508	509
WP_003009515.1	lcl|NZ_AFKT01000048.1_cds_WP_000291591.1_2733	26.032	315	509
WP_003009515.1	lcl|NZ_AFKT01000048.1_cds_WP_000364507.1_2734	26.316	114	509
WP_003009505.1	lcl|NZ_AFKT01000033.1_cds_WP_001067557.1_3129	92.121	330	330
WP_003009505.1	lcl|NZ_AFKT01000033.1_cds_WP_000646250.1_3126	27.869	305	330
WP_003009505.1	lcl|NZ_AFKT01000239.1_cds_WP_001984071.1_505	25.912	274	330
WP_003009505.1	lcl|NZ_AFKT01000033.1_cds_WP_000600889.1_3152	26.316	266	330
WP_003009505.1	lcl|NZ_AFKT01000029.1_cds_WP_000744700.1_3284	27.532	316	330
WP_003009505.1	lcl|NZ_AFKT01000202.1_cds_WP_001003555.1_891	29.555	247	330
WP_003009505.1	lcl|NZ_AFKT01000336.1_cds_WP_000723090.1_100	23.193	332	330
WP_003009505.1	lcl|NZ_AFKT01000175.1_cds_WP_000688695.1_1160	25.339	221	330
WP_003009505.1	lcl|NZ_AFKT01000042.1_cds_WP_000649925.1_2981	28.295	258	330
WP_003009505.1	lcl|NZ_AFKT01000033.1_cds_WP_000601375.1_3179	25.746	268	330
WP_003009505.1	lcl|NZ_AFKT01000051.1_cds_WP_001074785.1_2699	27.962	211	330
WP_003009505.1	lcl|NZ_AFKT01000209.1_cds_WP_000709511.1_825	30.464	151	330
WP_003009505.1	lcl|NZ_AFKT01000185.1_cds_WP_000690042.1_1042	35.211	71	330
WP_003009505.1	lcl|NZ_AFKT01000073.1_cds_WP_000457972.1_2198	25.000	128	330
WP_003009804.1	lcl|NZ_AFKT01000033.1_cds_WP_000689743.1_3132	37.316	544	538
WP_003009804.1	lcl|NZ_AFKT01000033.1_cds_WP_000689743.1_3132	37.316	544	538
WP_003009317.1	lcl|NZ_AFKT01000033.1_cds_WP_000342713.1_3133	67.170	265	265
WP_003009317.1	lcl|NZ_AFKT01000328.1_cds_WP_001002663.1_187	41.152	243	265
WP_003009317.1	lcl|NZ_AFKT01000023.1_cds_WP_001183723.1_3522	27.746	173	265
WP_003009459.1	lcl|NZ_AFKT01000033.1_cds_WP_001246618.1_3134	84.839	310	310
WP_003009459.1	lcl|NZ_AFKT01000242.1_cds_WP_000501205.1_484	36.634	303	310
WP_003009459.1	lcl|NZ_AFKT01000023.1_cds_WP_001183723.1_3522	28.114	281	310
WP_003009459.1	lcl|NZ_AFKT01000052.1_cds_WP_000279894.1_2651	27.820	133	310
WP_003009459.1	lcl|NZ_AFKT01000033.1_cds_WP_001246618.1_3134	84.839	310	310
WP_003009459.1	lcl|NZ_AFKT01000242.1_cds_WP_000501205.1_484	36.634	303	310
WP_003009459.1	lcl|NZ_AFKT01000023.1_cds_WP_001183723.1_3522	28.114	281	310
WP_003009459.1	lcl|NZ_AFKT01000052.1_cds_WP_000279894.1_2651	27.820	133	310
WP_003009745.1	lcl|NZ_AFKT01000033.1_cds_WP_000479982.1_3135	89.773	264	264
WP_036096976.1	lcl|NZ_AFKT01000033.1_cds_WP_000715958.1_3136	83.721	129	130
WP_003009905.1	lcl|NZ_AFKT01000033.1_cds_WP_001088866.1_3137	81.944	144	145
WP_003009905.1	lcl|NZ_AFKT01000209.1_cds_WP_000360599.1_837	30.263	76	145
WP_003009905.1	lcl|NZ_AFKT01000043.1_cds_WP_002069656.1_2895	39.286	56	145
WP_036096974.1	lcl|NZ_AFKT01000033.1_cds_WP_000517242.1_3138	89.140	221	221
WP_036096974.1	lcl|NZ_AFKT01000036.1_cds_WP_001069834.1_3102	28.440	109	221
WP_036096974.1	lcl|NZ_AFKT01000136.1_cds_WP_001082180.1_1370	23.077	78	221
WP_003009428.1	lcl|NZ_AFKT01000330.1_cds_WP_000642921.1_169	30.488	328	664
WP_003009428.1	lcl|NZ_AFKT01000267.1_cds_WP_000529867.1_335	28.019	207	664
WP_003009848.1	lcl|NZ_AFKT01000033.1_cds_WP_001015422.1_3140	25.558	403	393
