WP_003009553.1	lcl|NZ_RQGA01000001.1_cds_WP_135575440.1_2956	61.628	86	106
WP_003009527.1	lcl|NZ_RQGA01000001.1_cds_WP_135575173.1_2955	82.581	310	321
WP_003009527.1	lcl|NZ_RQGA01000013.1_cds_WP_135579814.1_2142	26.708	322	321
WP_003009527.1	lcl|NZ_RQGA01000013.1_cds_WP_135579709.1_2116	23.750	320	321
WP_003009527.1	lcl|NZ_RQGA01000001.1_cds_WP_208732131.1_2912	24.615	325	321
WP_003009527.1	lcl|NZ_RQGA01000014.1_cds_WP_135580093.1_1154	22.939	279	321
WP_003009527.1	lcl|NZ_RQGA01000007.1_cds_WP_100792235.1_2403	21.925	187	321
WP_003009527.1	lcl|NZ_RQGA01000001.1_cds_WP_135575119.1_2923	21.552	232	321
WP_003009527.1	lcl|NZ_RQGA01000003.1_cds_WP_135576409.1_452	22.981	322	321
WP_003009527.1	lcl|NZ_RQGA01000007.1_cds_WP_208732186.1_2392	23.009	226	321
WP_003009854.1	lcl|NZ_RQGA01000001.1_cds_WP_135575169.1_2953	54.144	362	365
WP_003009869.1	lcl|NZ_RQGA01000014.1_cds_WP_135580406.1_1523	32.031	128	185
WP_003009535.1	lcl|NZ_RQGA01000013.1_cds_WP_135579709.1_2116	31.529	314	329
WP_003009535.1	lcl|NZ_RQGA01000014.1_cds_WP_135580093.1_1154	27.928	333	329
WP_003009535.1	lcl|NZ_RQGA01000003.1_cds_WP_135576409.1_452	30.573	314	329
WP_003009535.1	lcl|NZ_RQGA01000001.1_cds_WP_208732131.1_2912	29.487	312	329
WP_003009535.1	lcl|NZ_RQGA01000007.1_cds_WP_100792235.1_2403	29.412	340	329
WP_003009535.1	lcl|NZ_RQGA01000013.1_cds_WP_135579814.1_2142	27.796	313	329
WP_003009535.1	lcl|NZ_RQGA01000003.1_cds_WP_135576103.1_277	26.284	331	329
WP_003009535.1	lcl|NZ_RQGA01000001.1_cds_WP_135575119.1_2923	27.876	226	329
WP_003009535.1	lcl|NZ_RQGA01000001.1_cds_WP_135575134.1_2935	25.321	312	329
WP_003009535.1	lcl|NZ_RQGA01000001.1_cds_WP_135575173.1_2955	25.392	319	329
WP_003009535.1	lcl|NZ_RQGA01000014.1_cds_WP_135580062.1_1137	25.725	276	329
WP_003009535.1	lcl|NZ_RQGA01000014.1_cds_WP_135580117.1_1170	23.664	262	329
WP_003009535.1	lcl|NZ_RQGA01000017.1_cds_WP_135581036.1_3211	26.816	179	329
WP_003009535.1	lcl|NZ_RQGA01000001.1_cds_WP_135575111.1_2915	30.128	156	329
WP_003009535.1	lcl|NZ_RQGA01000007.1_cds_WP_208732186.1_2392	25.606	289	329
WP_003009535.1	lcl|NZ_RQGA01000014.1_cds_WP_135580064.1_1138	21.076	223	329
WP_003009795.1	lcl|NZ_RQGA01000001.1_cds_WP_135575124.1_2928	29.381	194	267
WP_003009795.1	lcl|NZ_RQGA01000001.1_cds_WP_135575110.1_2913	26.761	213	267
WP_003009795.1	lcl|NZ_RQGA01000014.1_cds_WP_135580146.1_1231	25.194	258	267
WP_003009795.1	lcl|NZ_RQGA01000014.1_cds_WP_135580095.1_1155	27.876	226	267
WP_003009795.1	lcl|NZ_RQGA01000003.1_cds_WP_135575948.1_192	40.426	94	267
WP_003009795.1	lcl|NZ_RQGA01000003.1_cds_WP_135576218.1_345	27.473	182	267
WP_003009795.1	lcl|NZ_RQGA01000007.1_cds_WP_135578136.1_2404	24.873	197	267
WP_003009515.1	lcl|NZ_RQGA01000014.1_cds_WP_135580385.1_1501	23.392	342	509
WP_003009515.1	lcl|NZ_RQGA01000014.1_cds_WP_135580384.1_1500	28.421	95	509
WP_003009515.1	lcl|NZ_RQGA01000014.1_cds_WP_135580385.1_1501	23.392	342	509
WP_003009515.1	lcl|NZ_RQGA01000014.1_cds_WP_135580384.1_1500	28.421	95	509
WP_003009505.1	lcl|NZ_RQGA01000001.1_cds_WP_135575134.1_2935	31.385	325	330
WP_003009505.1	lcl|NZ_RQGA01000003.1_cds_WP_135576409.1_452	24.555	281	330
WP_003009505.1	lcl|NZ_RQGA01000013.1_cds_WP_135579709.1_2116	28.727	275	330
WP_003009505.1	lcl|NZ_RQGA01000013.1_cds_WP_135579814.1_2142	24.848	330	330
WP_003009505.1	lcl|NZ_RQGA01000014.1_cds_WP_135580093.1_1154	24.465	327	330
WP_003009505.1	lcl|NZ_RQGA01000017.1_cds_WP_135581036.1_3211	31.783	129	330
WP_003009505.1	lcl|NZ_RQGA01000007.1_cds_WP_100792235.1_2403	23.926	326	330
WP_003009505.1	lcl|NZ_RQGA01000001.1_cds_WP_135575119.1_2923	30.081	123	330
WP_003009505.1	lcl|NZ_RQGA01000001.1_cds_WP_135575173.1_2955	22.840	324	330
WP_003009505.1	lcl|NZ_RQGA01000013.1_cds_WP_135579615.1_2064	26.667	210	330
WP_003009505.1	lcl|NZ_RQGA01000003.1_cds_WP_135576103.1_277	28.477	151	330
WP_003009317.1	lcl|NZ_RQGA01000003.1_cds_WP_135576890.1_709	38.340	253	265
WP_003009317.1	lcl|NZ_RQGA01000011.1_cds_WP_135579121.1_2799	25.882	170	265
WP_003009459.1	lcl|NZ_RQGA01000017.1_cds_WP_135580861.1_3117	36.545	301	310
WP_003009459.1	lcl|NZ_RQGA01000011.1_cds_WP_135579121.1_2799	30.323	310	310
WP_003009459.1	lcl|NZ_RQGA01000014.1_cds_WP_135580461.1_1588	23.664	262	310
WP_003009459.1	lcl|NZ_RQGA01000017.1_cds_WP_135580861.1_3117	36.545	301	310
WP_003009459.1	lcl|NZ_RQGA01000011.1_cds_WP_135579121.1_2799	30.323	310	310
WP_003009459.1	lcl|NZ_RQGA01000014.1_cds_WP_135580461.1_1588	23.664	262	310
WP_003009905.1	lcl|NZ_RQGA01000011.1_cds_WP_135579087.1_2775	42.857	63	145
WP_003009905.1	lcl|NZ_RQGA01000013.1_cds_WP_135579932.1_2209	28.000	75	145
WP_036096974.1	lcl|NZ_RQGA01000014.1_cds_WP_135580475.1_1606	29.808	104	221
