WP_003009553.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594790.1_2654	60.465	86	106
WP_003009527.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	82.803	314	321
WP_003009527.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	22.581	279	321
WP_003009527.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	23.125	320	321
WP_003009527.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	22.951	305	321
WP_003009527.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	27.113	284	321
WP_003009527.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	22.619	168	321
WP_003009527.1	lcl|NZ_JAIZBN010000002.1_cds_WP_207762726.1_3032	21.675	203	321
WP_003009527.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	22.291	323	321
WP_003009869.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594725.1_2623	31.088	193	185
WP_003009869.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761026.1_2211	34.884	129	185
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	32.087	321	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	30.492	305	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	30.573	314	329
WP_003009535.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	29.706	340	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	29.841	315	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	26.957	345	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760111.1_433	30.063	316	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725525.1_805	27.245	323	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	28.616	318	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760250.1_748	27.200	250	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638514.1_2610	22.846	267	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638512.1_2613	32.911	158	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760257.1_756	25.000	272	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761156.1_2566	24.632	272	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594683.1_2599	26.718	262	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760080.1_354	28.112	249	329
WP_003009535.1	lcl|NZ_JAIZBN010000002.1_cds_WP_207762726.1_3032	25.952	289	329
WP_003009535.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100720563.1_59	24.719	178	329
WP_003009795.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594689.1_2602	25.862	232	267
WP_003009795.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594704.1_2611	27.536	207	267
WP_003009795.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135681926.1_2505	25.194	258	267
WP_003009795.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135604079.1_2582	26.984	189	267
WP_003009795.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594434.1_872	27.273	176	267
WP_003009795.1	lcl|NZ_JAIZBN010000002.1_cds_WP_238761428.1_3020	25.243	206	267
WP_003009515.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761309.1_2233	24.771	327	509
WP_003009515.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135604374.1_2234	32.258	62	509
WP_003009515.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761309.1_2233	24.771	327	509
WP_003009515.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135604374.1_2234	32.258	62	509
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	23.704	270	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760250.1_748	27.170	265	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	24.823	282	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	29.818	275	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760111.1_433	26.316	323	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	24.062	320	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	24.242	264	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760080.1_354	27.273	209	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760257.1_756	22.692	260	330
WP_003009505.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	23.510	302	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100720563.1_59	26.160	237	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638514.1_2610	22.264	265	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	23.030	330	330
WP_003009505.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725525.1_805	27.152	151	330
WP_003009317.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100715657.1_1256	38.735	253	265
WP_003009317.1	lcl|NZ_JAIZBN010000003.1_cds_WP_135702400.1_3185	25.294	170	265
WP_003009459.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603758.1_162	37.209	301	310
WP_003009459.1	lcl|NZ_JAIZBN010000003.1_cds_WP_135702400.1_3185	30.868	311	310
WP_003009459.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100718541.1_2148	22.305	269	310
WP_003009459.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603758.1_162	37.209	301	310
WP_003009459.1	lcl|NZ_JAIZBN010000003.1_cds_WP_135702400.1_3185	30.868	311	310
WP_003009459.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100718541.1_2148	22.305	269	310
WP_003009905.1	lcl|NZ_JAIZBN010000003.1_cds_WP_100718959.1_3160	42.857	63	145
WP_036096974.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761193.1_2631	33.019	106	221
WP_036096974.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100718905.1_2130	29.897	97	221
WP_036096974.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100716754.1_2062	30.921	152	221
WP_036096974.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135605092.1_1204	26.190	84	221
WP_003009428.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761159.1_2569	28.079	203	664
WP_003009428.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761162.1_2573	26.098	387	664
WP_003009848.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135591551.1_1850	26.522	230	393
WP_003009848.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761182.1_2616	24.074	216	393
WP_003009848.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638943.1_2129	27.778	144	393
WP_003009848.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761251.1_2749	23.841	151	393
WP_003009953.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135605521.1_624	28.472	144	177
WP_036096972.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715851.1_2839	27.004	237	241
WP_036096972.1	lcl|NZ_JAIZBN010000001.1_cds_WP_004786786.1_693	27.891	147	241
WP_036096972.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100726665.1_2134	24.016	254	241
WP_036096972.1	lcl|NZ_JAIZBN010000003.1_cds_WP_238761541.1_3231	24.696	247	241
WP_036096972.1	lcl|NZ_JAIZBN010000003.1_cds_WP_012389530.1_3166	23.457	243	241
WP_036096972.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100716134.1_665	29.032	93	241
WP_036096972.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100719759.1_73	22.404	183	241
WP_003009503.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100716163.1_702	42.169	249	598
WP_003009503.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135651700.1_1463	33.422	377	598
WP_003009503.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760203.1_642	42.489	233	598
WP_003009503.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761207.1_2651	31.971	416	598
WP_003009503.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760344.1_990	41.631	233	598
