WP_003009553.1	lcl|NZ_QHCR01000008.1_cds_WP_040913380.1_3857	96.774	93	106
WP_003009527.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	92.258	310	321
WP_003009527.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	24.275	276	321
WP_003009527.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	22.256	328	321
WP_003009527.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	22.581	279	321
WP_003009527.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	20.238	336	321
WP_003009527.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	21.687	332	321
WP_003009527.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	22.456	285	321
WP_003009869.1	lcl|NZ_QHCR01000006.1_cds_WP_118956693.1_3168	37.857	140	185
WP_003009535.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	33.433	335	329
WP_003009535.1	lcl|NZ_QHCR01000008.1_cds_WP_118957386.1_3854	32.229	332	329
WP_003009535.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	31.646	316	329
WP_003009535.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	32.107	299	329
WP_003009535.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	30.868	311	329
WP_003009535.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	27.083	336	329
WP_003009535.1	lcl|NZ_QHCR01000001.1_cds_WP_118954326.1_759	31.269	323	329
WP_003009535.1	lcl|NZ_QHCR01000001.1_cds_WP_118954096.1_506	29.721	323	329
WP_003009535.1	lcl|NZ_QHCR01000008.1_cds_WP_118957350.1_3816	25.490	255	329
WP_003009535.1	lcl|NZ_QHCR01000002.1_cds_WP_118954845.1_1285	25.806	341	329
WP_003009535.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	27.984	243	329
WP_003009535.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	25.472	318	329
WP_003009535.1	lcl|NZ_QHCR01000004.1_cds_WP_118955737.1_2184	26.718	262	329
WP_003009535.1	lcl|NZ_QHCR01000001.1_cds_WP_118954546.1_1005	26.113	337	329
WP_003009535.1	lcl|NZ_QHCR01000008.1_cds_WP_118957343.1_3809	25.000	240	329
