WP_003009553.1	lcl|NZ_AKWM02000063.1_cds_WP_002764162.1_805	92.473	93	106
WP_003009527.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	90.966	321	321
WP_003009527.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	25.564	266	321
WP_003009527.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	24.074	324	321
WP_003009527.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	20.601	233	321
WP_003009527.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	22.064	281	321
WP_003009527.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	24.082	245	321
WP_003009527.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	22.549	102	321
WP_003009854.1	lcl|NZ_AKWM02000063.1_cds_WP_002764163.1_803	82.192	365	365
WP_003009869.1	lcl|NZ_AKWM02000063.1_cds_WP_002764164.1_802	90.270	185	185
WP_003009869.1	lcl|NZ_AKWM02000057.1_cds_WP_002763945.1_1103	33.562	146	185
WP_003009535.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	88.450	329	329
WP_003009535.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	32.063	315	329
WP_003009535.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	31.013	316	329
WP_003009535.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	29.464	336	329
WP_003009535.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	31.090	312	329
WP_003009535.1	lcl|NZ_AKWM02000041.1_cds_WP_002763171.1_1690	30.449	312	329
WP_003009535.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	27.410	332	329
WP_003009535.1	lcl|NZ_AKWM02000038.1_cds_WP_002748209.1_2024	28.483	323	329
WP_003009535.1	lcl|NZ_AKWM02000063.1_cds_WP_002764172.1_798	28.713	303	329
WP_003009535.1	lcl|NZ_AKWM02000039.1_cds_WP_004282556.1_1965	23.507	268	329
WP_003009535.1	lcl|NZ_AKWM02000032.1_cds_WP_002747140.1_2196	26.393	341	329
WP_003009535.1	lcl|NZ_AKWM02000051.1_cds_WP_002763748.1_1254	30.370	270	329
WP_003009535.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	27.309	249	329
WP_003009535.1	lcl|NZ_AKWM02000051.1_cds_WP_002763744.1_1256	23.028	317	329
WP_003009535.1	lcl|NZ_AKWM02000024.1_cds_WP_002761787.1_2677	27.737	274	329
WP_003009535.1	lcl|NZ_AKWM02000039.1_cds_WP_002762918.1_1954	25.833	240	329
WP_003009535.1	lcl|NZ_AKWM02000039.1_cds_WP_004282566.1_1967	30.409	171	329
WP_003009535.1	lcl|NZ_AKWM02000005.1_cds_WP_004282358.1_3423	28.689	244	329
WP_003009535.1	lcl|NZ_AKWM02000049.1_cds_WP_002763556.1_1412	26.199	271	329
WP_003009795.1	lcl|NZ_AKWM02000063.1_cds_WP_002764176.1_800	80.899	267	267
WP_003009795.1	lcl|NZ_AKWM02000051.1_cds_WP_002763695.1_1245	28.272	191	267
WP_003009795.1	lcl|NZ_AKWM02000039.1_cds_WP_004280167.1_1934	26.984	189	267
