WP_003009553.1	lcl|NZ_AOUV01000133.1_cds_WP_000340715.1_3313	91.398	93	106
WP_003009527.1	lcl|NZ_AOUV01000133.1_cds_WP_000712240.1_3312	90.446	314	321
WP_003009527.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	26.866	268	321
WP_003009527.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	22.769	325	321
WP_003009527.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	23.656	186	321
WP_003009527.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	23.239	284	321
WP_003009527.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	23.220	323	321
WP_003009527.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	25.382	327	321
WP_003009854.1	lcl|NZ_AOUV01000133.1_cds_WP_000604524.1_3311	84.384	365	365
WP_003009869.1	lcl|NZ_AOUV01000133.1_cds_WP_000884057.1_3310	92.432	185	185
WP_003009869.1	lcl|NZ_AOUV01000110.1_cds_WP_000351733.1_2542	38.571	140	185
WP_003009535.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	92.097	329	329
WP_003009535.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	32.595	316	329
WP_003009535.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	31.975	319	329
WP_003009535.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	30.746	335	329
WP_003009535.1	lcl|NZ_AOUV01000053.1_cds_WP_001984071.1_897	32.248	307	329
WP_003009535.1	lcl|NZ_AOUV01000139.1_cds_WP_000649927.1_3433	30.341	323	329
WP_003009535.1	lcl|NZ_AOUV01000023.1_cds_WP_000709512.1_282	29.003	331	329
WP_003009535.1	lcl|NZ_AOUV01000133.1_cds_WP_000601375.1_3252	25.993	277	329
WP_003009535.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	28.105	306	329
