WP_003009553.1	lcl|NZ_AFLL01000083.1_cds_WP_000340715.1_2014	91.398	93	106
WP_003009527.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	90.764	314	321
WP_003009527.1	lcl|NZ_AFLL01000083.1_cds_WP_000093099.1_2035	58.730	63	321
WP_003009527.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	27.239	268	321
WP_003009527.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	22.769	325	321
WP_003009527.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	23.656	186	321
WP_003009527.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	22.887	284	321
WP_003009527.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	25.382	327	321
WP_003009854.1	lcl|NZ_AFLL01000083.1_cds_WP_000604524.1_2016	84.384	365	365
WP_003009869.1	lcl|NZ_AFLL01000083.1_cds_WP_000884059.1_2017	91.892	185	185
WP_003009869.1	lcl|NZ_AFLL01000244.1_cds_WP_000351733.1_137	38.571	140	185
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	92.097	329	329
WP_003009535.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	32.595	316	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	31.975	319	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	30.448	335	329
WP_003009535.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	32.248	307	329
WP_003009535.1	lcl|NZ_AFLL01000107.1_cds_WP_000649925.1_1463	30.341	323	329
WP_003009535.1	lcl|NZ_AFLL01000228.1_cds_WP_000709511.1_370	29.003	331	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000601375.1_2071	25.993	277	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	28.105	306	329
WP_003009535.1	lcl|NZ_AFLL01000086.1_cds_WP_000688695.1_1959	27.811	338	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	26.101	318	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000475904.1_2080	27.899	276	329
WP_003009535.1	lcl|NZ_AFLL01000022.1_cds_WP_001074785.1_3131	27.636	275	329
WP_003009535.1	lcl|NZ_AFLL01000041.1_cds_WP_001003555.1_2638	26.036	338	329
WP_003009535.1	lcl|NZ_AFLL01000083.1_cds_WP_000487322.1_2069	25.939	293	329
WP_003009795.1	lcl|NZ_AFLL01000083.1_cds_WP_000774262.1_2019	81.648	267	267
WP_003009795.1	lcl|NZ_AFLL01000083.1_cds_WP_000800438.1_2049	26.923	234	267
WP_003009795.1	lcl|NZ_AFLL01000083.1_cds_WP_000859505.1_2068	27.049	244	267
WP_003009795.1	lcl|NZ_AFLL01000229.1_cds_WP_000667727.1_363	28.866	194	267
WP_003009795.1	lcl|NZ_AFLL01000083.1_cds_WP_000842260.1_2098	26.316	190	267
WP_003009795.1	lcl|NZ_AFLL01000011.1_cds_WP_000805357.1_3472	33.735	83	267
WP_003009515.1	lcl|NZ_AFLL01000083.1_cds_WP_000612797.1_2020	87.992	508	509
WP_003009515.1	lcl|NZ_AFLL01000109.1_cds_WP_000291591.1_1383	26.032	315	509
WP_003009515.1	lcl|NZ_AFLL01000109.1_cds_WP_000364507.1_1382	26.316	114	509
WP_003009515.1	lcl|NZ_AFLL01000083.1_cds_WP_000612797.1_2020	87.992	508	509
WP_003009515.1	lcl|NZ_AFLL01000109.1_cds_WP_000291591.1_1383	26.032	315	509
WP_003009515.1	lcl|NZ_AFLL01000109.1_cds_WP_000364507.1_1382	26.316	114	509
WP_003009505.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	92.121	330	330
WP_003009505.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	27.869	305	330
WP_003009505.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	25.912	274	330
WP_003009505.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	26.316	266	330
WP_003009505.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	27.532	316	330
WP_003009505.1	lcl|NZ_AFLL01000041.1_cds_WP_001003555.1_2638	29.555	247	330
