WP_003009553.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746496.1_2279	61.628	86	106
WP_003009527.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746495.1_2278	82.581	310	321
WP_003009527.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745382.1_1496	25.846	325	321
WP_003009527.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745407.1_1523	23.438	320	321
WP_003009527.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_135743732.1_3469	22.043	186	321
WP_003009527.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753159.1_2246	21.121	232	321
WP_003009527.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753201.1_2212	26.994	163	321
WP_003009527.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744912.1_910	23.567	314	321
WP_003009527.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_208739683.1_3458	23.009	226	321
WP_003009854.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753116.1_2276	52.486	362	365
WP_003009869.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_135744205.1_2798	33.621	116	185
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753201.1_2212	31.737	334	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745407.1_1523	30.573	314	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_338092125.1_2234	30.380	316	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744912.1_910	30.449	312	329
WP_003009535.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_135743732.1_3469	29.412	340	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745382.1_1496	27.476	313	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745055.1_1084	26.316	323	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753159.1_2246	27.843	255	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753148.1_2258	24.919	309	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746495.1_2278	26.019	319	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734906.1_1151	27.888	251	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753183.1_2227	26.693	251	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753226.1_2190	26.038	265	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745455.1_1577	28.777	278	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238752882.1_1859	24.506	253	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746455.1_2237	30.769	156	329
WP_003009535.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746444.1_2226	20.238	252	329
WP_003009535.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_238734886.1_1143	24.910	277	329
WP_003009535.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_208739683.1_3458	25.175	286	329
WP_003009795.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746453.1_2235	26.357	258	267
WP_003009795.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_238753153.1_2251	27.228	202	267
WP_003009795.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_135746379.1_2129	25.194	258	267
WP_003009795.1	lcl|NZ_JAIZBJ010000002.1_cds_WP_322113260.1_2211	25.000	196	267
WP_003009795.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135745137.1_1179	27.919	197	267
WP_003009795.1	lcl|NZ_JAIZBJ010000001.1_cds_WP_135744998.1_1017	28.161	174	267
WP_003009795.1	lcl|NZ_JAIZBJ010000006.1_cds_WP_238754283.1_3470	25.381	197	267
WP_003009515.1	lcl|NZ_JAIZBJ010000003.1_cds_WP_238754012.1_2820	23.988	321	509
