WP_003009553.1	lcl|NZ_JADDUP010000005.1_cds_WP_002725873.1_2626	92.473	93	106
WP_003009527.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733579.1_2627	92.038	314	321
WP_003009527.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733534.1_2630	26.493	268	321
WP_003009527.1	lcl|NZ_JADDUP010000017.1_cds_WP_002722638.1_577	22.462	325	321
WP_003009527.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740024.1_2721	22.776	281	321
WP_003009527.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728309.1_2989	24.116	311	321
WP_003009527.1	lcl|NZ_JADDUP010000028.1_cds_WP_002743770.1_1309	25.000	104	321
WP_003009527.1	lcl|NZ_JADDUP010000005.1_cds_WP_016749081.1_2659	27.350	117	321
WP_003009527.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740721.1_2633	25.076	327	321
WP_003009854.1	lcl|NZ_JADDUP010000005.1_cds_WP_026054882.1_2628	82.192	365	365
WP_003009869.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733646.1_2629	90.270	185	185
WP_003009869.1	lcl|NZ_JADDUP010000003.1_cds_WP_002721790.1_1876	36.429	140	185
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733534.1_2630	90.578	329	329
WP_003009535.1	lcl|NZ_JADDUP010000017.1_cds_WP_002722638.1_577	30.696	316	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740024.1_2721	29.762	336	329
WP_003009535.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728309.1_2989	30.449	312	329
WP_003009535.1	lcl|NZ_JADDUP010000028.1_cds_WP_002743770.1_1309	27.711	332	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733638.1_2667	29.462	353	329
WP_003009535.1	lcl|NZ_JADDUP010000078.1_cds_WP_002741146.1_3071	30.128	312	329
WP_003009535.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728316.1_2986	28.399	331	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733546.1_2696	24.254	268	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740721.1_2633	28.431	306	329
WP_003009535.1	lcl|NZ_JADDUP010000008.1_cds_WP_002732331.1_3223	26.393	341	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733579.1_2627	25.079	315	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_016749081.1_2659	24.224	322	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002744551.1_2661	28.889	270	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733698.1_2704	27.174	276	329
WP_003009535.1	lcl|NZ_JADDUP010000060.1_cds_WP_002740236.1_2742	27.737	274	329
WP_003009535.1	lcl|NZ_JADDUP010000004.1_cds_WP_002721725.1_2299	24.242	330	329
WP_003009535.1	lcl|NZ_JADDUP010000004.1_cds_WP_002739935.1_2386	27.869	244	329
WP_003009535.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733757.1_2694	30.994	171	329
WP_003009795.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733627.1_2631	80.899	267	267
WP_003009795.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740926.1_2672	26.068	234	267
WP_003009795.1	lcl|NZ_JADDUP010000005.1_cds_WP_002738295.1_2693	25.714	245	267
WP_003009795.1	lcl|NZ_JADDUP010000005.1_cds_WP_002727921.1_2722	26.455	189	267
WP_003009795.1	lcl|NZ_JADDUP010000052.1_cds_WP_002729040.1_2460	35.955	89	267
WP_003009795.1	lcl|NZ_JADDUP010000002.1_cds_WP_002766579.1_1414	25.269	186	267
WP_003009795.1	lcl|NZ_JADDUP010000028.1_cds_WP_002729513.1_1308	23.420	269	267
WP_003009515.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740779.1_2632	87.795	508	509
WP_003009515.1	lcl|NZ_JADDUP010000007.1_cds_WP_002728536.1_3152	27.273	297	509
WP_003009515.1	lcl|NZ_JADDUP010000007.1_cds_WP_002728534.1_3151	28.302	106	509
WP_003009515.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740779.1_2632	87.795	508	509
WP_003009515.1	lcl|NZ_JADDUP010000007.1_cds_WP_002728536.1_3152	27.273	297	509
WP_003009515.1	lcl|NZ_JADDUP010000007.1_cds_WP_002728534.1_3151	28.302	106	509
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740721.1_2633	91.768	328	330
WP_003009505.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728309.1_2989	26.812	276	330
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733534.1_2630	28.197	305	330
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_016749081.1_2659	29.864	221	330
WP_003009505.1	lcl|NZ_JADDUP010000017.1_cds_WP_002722638.1_577	27.575	301	330
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740024.1_2721	25.316	316	330
WP_003009505.1	lcl|NZ_JADDUP010000008.1_cds_WP_002732331.1_3223	25.792	221	330
WP_003009505.1	lcl|NZ_JADDUP010000078.1_cds_WP_002741146.1_3071	28.146	302	330
WP_003009505.1	lcl|NZ_JADDUP010000004.1_cds_WP_002721725.1_2299	24.380	242	330
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733638.1_2667	24.306	288	330
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733546.1_2696	26.977	215	330
WP_003009505.1	lcl|NZ_JADDUP010000028.1_cds_WP_002743770.1_1309	24.540	163	330
WP_003009505.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733579.1_2627	23.077	325	330
WP_003009505.1	lcl|NZ_JADDUP010000038.1_cds_WP_002739707.1_1817	26.562	128	330
WP_003009505.1	lcl|NZ_JADDUP010000006.1_cds_WP_002728316.1_2986	30.464	151	330
WP_003009505.1	lcl|NZ_JADDUP010000060.1_cds_WP_002740236.1_2742	25.311	241	330
WP_003009505.1	lcl|NZ_JADDUP010000004.1_cds_WP_002739935.1_2386	25.676	296	330
WP_003009804.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740729.1_2636	37.774	548	538
WP_003009804.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740729.1_2636	37.774	548	538
WP_003009317.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740998.1_2637	67.170	265	265
WP_003009317.1	lcl|NZ_JADDUP010000002.1_cds_WP_002742191.1_1383	41.564	243	265
WP_003009459.1	lcl|NZ_JADDUP010000005.1_cds_WP_032853071.1_2638	86.452	310	310
WP_003009459.1	lcl|NZ_JADDUP010000035.1_cds_WP_002741402.1_1707	38.284	303	310
WP_003009459.1	lcl|NZ_JADDUP010000019.1_cds_WP_002727287.1_708	29.787	282	310
WP_003009459.1	lcl|NZ_JADDUP010000003.1_cds_WP_002727177.1_1927	28.571	133	310
WP_003009459.1	lcl|NZ_JADDUP010000005.1_cds_WP_032853071.1_2638	86.452	310	310
WP_003009459.1	lcl|NZ_JADDUP010000035.1_cds_WP_002741402.1_1707	38.284	303	310
WP_003009459.1	lcl|NZ_JADDUP010000019.1_cds_WP_002727287.1_708	29.787	282	310
WP_003009459.1	lcl|NZ_JADDUP010000003.1_cds_WP_002727177.1_1927	28.571	133	310
WP_003009745.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740848.1_2639	89.773	264	264
WP_036096976.1	lcl|NZ_JADDUP010000005.1_cds_WP_032853450.1_2640	81.538	130	130
WP_003009905.1	lcl|NZ_JADDUP010000005.1_cds_WP_004777167.1_2641	80.556	144	145
WP_003009905.1	lcl|NZ_JADDUP010000006.1_cds_WP_002738870.1_2978	28.947	76	145
WP_003009905.1	lcl|NZ_JADDUP010000002.1_cds_WP_002734015.1_1397	42.222	45	145
WP_003009905.1	lcl|NZ_JADDUP010000019.1_cds_WP_026054147.1_717	41.071	56	145
WP_036096974.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740917.1_2642	90.498	221	221
WP_036096974.1	lcl|NZ_JADDUP010000039.1_cds_WP_002727076.1_1848	28.037	107	221
WP_036096974.1	lcl|NZ_JADDUP010000017.1_cds_WP_011671435.1_606	23.077	78	221
WP_003009428.1	lcl|NZ_JADDUP010000056.1_cds_IQA13_RS15250_2563	37.342	158	664
WP_003009428.1	lcl|NZ_JADDUP010000023.1_cds_WP_002722057.1_1097	25.758	264	664
WP_003009848.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740977.1_2654	24.377	361	393
WP_003009848.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740041.1_2678	24.498	249	393
WP_003009848.1	lcl|NZ_JADDUP010000070.1_cds_WP_016749152.1_3002	23.144	229	393
WP_003009848.1	lcl|NZ_JADDUP010000039.1_cds_WP_002740458.1_1847	25.980	204	393
WP_003009848.1	lcl|NZ_JADDUP010000005.1_cds_WP_230456811.1_2645	26.974	152	393
WP_003009848.1	lcl|NZ_JADDUP010000005.1_cds_IQA13_RS03175_2686	27.778	90	393
WP_003009953.1	lcl|NZ_JADDUP010000017.1_cds_IQA13_RS08355_612	29.474	95	177
WP_003009592.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740977.1_2654	34.314	408	407
WP_003009592.1	lcl|NZ_JADDUP010000070.1_cds_WP_016749152.1_3002	25.000	220	407
WP_003009592.1	lcl|NZ_JADDUP010000039.1_cds_WP_002740458.1_1847	25.180	139	407
WP_036096972.1	lcl|NZ_JADDUP010000005.1_cds_WP_002733582.1_2690	28.017	232	241
WP_036096972.1	lcl|NZ_JADDUP010000006.1_cds_WP_002735533.1_2953	28.571	252	241
WP_036096972.1	lcl|NZ_JADDUP010000021.1_cds_WP_002739054.1_996	26.180	233	241
WP_036096972.1	lcl|NZ_JADDUP010000019.1_cds_WP_002728745.1_714	25.000	260	241
WP_036096972.1	lcl|NZ_JADDUP010000009.1_cds_WP_002722691.1_3379	24.803	254	241
WP_036096972.1	lcl|NZ_JADDUP010000053.1_cds_WP_002722237.1_2491	25.874	143	241
WP_036096972.1	lcl|NZ_JADDUP010000027.1_cds_WP_002727447.1_1254	23.000	200	241
WP_036096972.1	lcl|NZ_JADDUP010000049.1_cds_WP_002739544.1_2270	19.905	211	241
WP_036096970.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740695.1_2650	73.641	368	371
WP_230458349.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740804.1_2651	70.560	411	418
WP_003009503.1	lcl|NZ_JADDUP010000005.1_cds_WP_002740724.1_2652	78.646	576	598
WP_003009503.1	lcl|NZ_JADDUP010000005.1_cds_IQA13_RS03060_2663	47.505	461	598
WP_003009503.1	lcl|NZ_JADDUP010000005.1_cds_IQA13_RS03060_2663	32.759	116	598
WP_003009503.1	lcl|NZ_JADDUP010000068.1_cds_WP_002742222.1_2862	34.375	384	598
WP_003009503.1	lcl|NZ_JADDUP010000001.1_cds_WP_002723347.1_885	44.828	232	598
WP_003009503.1	lcl|NZ_JADDUP010000029.1_cds_WP_002741286.1_1343	44.635	233	598
WP_003009503.1	lcl|NZ_JADDUP010000004.1_cds_WP_002730493.1_2330	30.769	234	598
WP_003009503.1	lcl|NZ_JADDUP010000009.1_cds_WP_002739451.1_3337	32.189	233	598
