WP_003009553.1	lcl|NZ_JADDWE010000005.1_cds_WP_002725873.1_2713	92.473	93	106
WP_003009527.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733579.1_2712	92.038	314	321
WP_003009527.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	26.493	268	321
WP_003009527.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	22.462	325	321
WP_003009527.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	22.776	281	321
WP_003009527.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	24.116	311	321
WP_003009527.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	25.000	104	321
WP_003009527.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	27.350	117	321
WP_003009527.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740721.1_2706	25.076	327	321
WP_003009854.1	lcl|NZ_JADDWE010000005.1_cds_WP_026054882.1_2711	82.192	365	365
WP_003009869.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733646.1_2710	90.270	185	185
WP_003009869.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721790.1_1520	36.429	140	185
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	90.578	329	329
WP_003009535.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	30.696	316	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	29.762	336	329
WP_003009535.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	30.449	312	329
WP_003009535.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	27.711	332	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733638.1_2672	29.462	353	329
WP_003009535.1	lcl|NZ_JADDWE010000080.1_cds_WP_002741146.1_3196	30.128	312	329
WP_003009535.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728316.1_2889	28.399	331	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733546.1_2643	24.254	268	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740721.1_2706	28.431	306	329
WP_003009535.1	lcl|NZ_JADDWE010000007.1_cds_WP_002732331.1_3103	26.393	341	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733579.1_2712	25.079	315	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	24.224	322	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002744551.1_2678	28.889	270	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733698.1_2635	27.174	276	329
WP_003009535.1	lcl|NZ_JADDWE010000063.1_cds_WP_002740236.1_2780	27.737	274	329
WP_003009535.1	lcl|NZ_JADDWE010000003.1_cds_WP_002721725.1_1884	24.242	330	329
WP_003009535.1	lcl|NZ_JADDWE010000003.1_cds_WP_002739935.1_1971	27.869	244	329
WP_003009535.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733757.1_2645	30.994	171	329
WP_003009795.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733627.1_2708	80.899	267	267
WP_003009795.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740926.1_2667	26.068	234	267
WP_003009795.1	lcl|NZ_JADDWE010000005.1_cds_WP_002738295.1_2646	25.714	245	267
WP_003009795.1	lcl|NZ_JADDWE010000005.1_cds_WP_002727921.1_2617	26.455	189	267
WP_003009795.1	lcl|NZ_JADDWE010000052.1_cds_WP_002729040.1_2471	35.955	89	267
WP_003009795.1	lcl|NZ_JADDWE010000004.1_cds_WP_002766579.1_2385	25.269	186	267
WP_003009795.1	lcl|NZ_JADDWE010000028.1_cds_WP_002729513.1_1319	23.420	269	267
WP_003009515.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740779.1_2707	87.795	508	509
WP_003009515.1	lcl|NZ_JADDWE010000010.1_cds_WP_002728536.1_73	27.273	297	509
WP_003009515.1	lcl|NZ_JADDWE010000010.1_cds_WP_002728534.1_72	28.302	106	509
WP_003009515.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740779.1_2707	87.795	508	509
WP_003009515.1	lcl|NZ_JADDWE010000010.1_cds_WP_002728536.1_73	27.273	297	509
WP_003009515.1	lcl|NZ_JADDWE010000010.1_cds_WP_002728534.1_72	28.302	106	509
WP_003009505.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740721.1_2706	91.768	328	330
WP_003009505.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	26.812	276	330
WP_003009505.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	28.197	305	330
WP_003009505.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	29.864	221	330
WP_003009505.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	27.575	301	330
WP_003009505.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	25.316	316	330
WP_003009505.1	lcl|NZ_JADDWE010000007.1_cds_WP_002732331.1_3103	25.792	221	330
WP_003009505.1	lcl|NZ_JADDWE010000080.1_cds_WP_002741146.1_3196	28.146	302	330
