WP_003009553.1	lcl|NZ_LCZF01000044.1_cds_WP_000340715.1_1011	91.398	93	106
WP_003009527.1	lcl|NZ_LCZF01000044.1_cds_WP_000410273.1_1012	90.764	314	321
WP_003009527.1	lcl|NZ_LCZF01000044.1_cds_WP_000646253.1_1015	27.239	268	321
WP_003009527.1	lcl|NZ_LCZF01000110.1_cds_WP_000744700.1_2509	22.769	325	321
WP_003009527.1	lcl|NZ_LCZF01000077.1_cds_WP_001033107.1_1606	22.222	261	321
WP_003009527.1	lcl|NZ_LCZF01000083.1_cds_WP_000723090.1_1809	22.887	284	321
WP_003009527.1	lcl|NZ_LCZF01000044.1_cds_WP_001067558.1_1018	25.382	327	321
WP_003009854.1	lcl|NZ_LCZF01000044.1_cds_WP_000604524.1_1013	84.384	365	365
WP_003009869.1	lcl|NZ_LCZF01000044.1_cds_WP_000884060.1_1014	91.892	185	185
WP_003009869.1	lcl|NZ_LCZF01000113.1_cds_WP_000351733.1_2600	38.571	140	185
WP_003009535.1	lcl|NZ_LCZF01000044.1_cds_WP_000646253.1_1015	91.793	329	329
WP_003009535.1	lcl|NZ_LCZF01000110.1_cds_WP_000744700.1_2509	32.595	316	329
WP_003009535.1	lcl|NZ_LCZF01000083.1_cds_WP_000723090.1_1809	30.448	335	329
WP_003009535.1	lcl|NZ_LCZF01000154.1_cds_AAY48_RS19425_3835	30.861	337	329
WP_003009535.1	lcl|NZ_LCZF01000139.1_cds_WP_001984071.1_3444	32.248	307	329
WP_003009535.1	lcl|NZ_LCZF01000015.1_cds_WP_000649924.1_359	30.341	323	329
WP_003009535.1	lcl|NZ_LCZF01000139.1_cds_WP_000709511.1_3454	29.003	331	329
WP_003009535.1	lcl|NZ_LCZF01000044.1_cds_WP_001067558.1_1018	28.431	306	329
WP_003009535.1	lcl|NZ_LCZF01000010.1_cds_WP_000688696.1_242	27.811	338	329
WP_003009535.1	lcl|NZ_LCZF01000044.1_cds_WP_000410273.1_1012	26.101	318	329
WP_003009535.1	lcl|NZ_LCZF01000070.1_cds_WP_000475901.1_1565	27.899	276	329
WP_003009535.1	lcl|NZ_LCZF01000124.1_cds_WP_001074783.1_3089	27.758	281	329
WP_003009535.1	lcl|NZ_LCZF01000130.1_cds_WP_001003562.1_3264	25.749	334	329
WP_003009535.1	lcl|NZ_LCZF01000077.1_cds_WP_001033107.1_1606	26.728	217	329
WP_003009795.1	lcl|NZ_LCZF01000044.1_cds_WP_000774261.1_1016	81.273	267	267
WP_003009795.1	lcl|NZ_LCZF01000073.1_cds_WP_000667727.1_1584	28.866	194	267
WP_003009795.1	lcl|NZ_LCZF01000083.1_cds_WP_000842258.1_1810	26.455	189	267
WP_003009795.1	lcl|NZ_LCZF01000118.1_cds_WP_000805357.1_2800	33.735	83	267
WP_003009515.1	lcl|NZ_LCZF01000044.1_cds_WP_000612798.1_1017	87.598	508	509
WP_003009515.1	lcl|NZ_LCZF01000124.1_cds_WP_000291586.1_2961	26.032	315	509
WP_003009515.1	lcl|NZ_LCZF01000124.1_cds_WP_000364507.1_2962	26.316	114	509
WP_003009515.1	lcl|NZ_LCZF01000044.1_cds_WP_000612798.1_1017	87.598	508	509
WP_003009515.1	lcl|NZ_LCZF01000124.1_cds_WP_000291586.1_2961	26.032	315	509
WP_003009515.1	lcl|NZ_LCZF01000124.1_cds_WP_000364507.1_2962	26.316	114	509
WP_003009505.1	lcl|NZ_LCZF01000044.1_cds_WP_001067558.1_1018	92.121	330	330
WP_003009505.1	lcl|NZ_LCZF01000044.1_cds_WP_000646253.1_1015	27.869	305	330
WP_003009505.1	lcl|NZ_LCZF01000139.1_cds_WP_001984071.1_3444	25.912	274	330
WP_003009505.1	lcl|NZ_LCZF01000110.1_cds_WP_000744700.1_2509	27.532	316	330
WP_003009505.1	lcl|NZ_LCZF01000130.1_cds_WP_001003562.1_3264	29.960	247	330
WP_003009505.1	lcl|NZ_LCZF01000154.1_cds_AAY48_RS19425_3835	29.302	215	330
WP_003009505.1	lcl|NZ_LCZF01000083.1_cds_WP_000723090.1_1809	23.193	332	330
WP_003009505.1	lcl|NZ_LCZF01000010.1_cds_WP_000688696.1_242	25.339	221	330
WP_003009505.1	lcl|NZ_LCZF01000015.1_cds_WP_000649924.1_359	28.295	258	330
WP_003009505.1	lcl|NZ_LCZF01000124.1_cds_WP_001074783.1_3089	27.962	211	330
WP_003009505.1	lcl|NZ_LCZF01000139.1_cds_WP_000709511.1_3454	30.464	151	330
WP_003009505.1	lcl|NZ_LCZF01000082.1_cds_WP_000862752.1_1771	34.783	69	330
WP_003009505.1	lcl|NZ_LCZF01000147.1_cds_WP_047722289.1_3647	25.000	128	330
WP_003009804.1	lcl|NZ_LCZF01000044.1_cds_WP_000776640.1_1019	68.401	538	538
WP_003009804.1	lcl|NZ_LCZF01000044.1_cds_WP_000776640.1_1019	68.401	538	538
WP_003009317.1	lcl|NZ_LCZF01000044.1_cds_WP_000424609.1_1020	93.939	264	265
WP_003009317.1	lcl|NZ_LCZF01000027.1_cds_WP_001002663.1_648	41.152	243	265
WP_003009317.1	lcl|NZ_LCZF01000127.1_cds_WP_001183723.1_3146	27.746	173	265
WP_003009459.1	lcl|NZ_LCZF01000044.1_cds_WP_002074065.1_1021	88.387	310	310
WP_003009459.1	lcl|NZ_LCZF01000063.1_cds_WP_000501208.1_1341	36.877	301	310
WP_003009459.1	lcl|NZ_LCZF01000127.1_cds_WP_001183723.1_3146	28.114	281	310
WP_003009459.1	lcl|NZ_LCZF01000059.1_cds_WP_000279894.1_1257	27.820	133	310
WP_003009459.1	lcl|NZ_LCZF01000044.1_cds_WP_002074065.1_1021	88.387	310	310
WP_003009459.1	lcl|NZ_LCZF01000063.1_cds_WP_000501208.1_1341	36.877	301	310
WP_003009459.1	lcl|NZ_LCZF01000127.1_cds_WP_001183723.1_3146	28.114	281	310
WP_003009459.1	lcl|NZ_LCZF01000059.1_cds_WP_000279894.1_1257	27.820	133	310
WP_003009745.1	lcl|NZ_LCZF01000044.1_cds_WP_000479988.1_1022	91.288	264	264
WP_036096976.1	lcl|NZ_LCZF01000044.1_cds_WP_000715958.1_1023	83.721	129	130
WP_003009905.1	lcl|NZ_LCZF01000044.1_cds_WP_001088862.1_1024	80.556	144	145
WP_003009905.1	lcl|NZ_LCZF01000139.1_cds_WP_000361641.1_3466	31.579	76	145
WP_003009905.1	lcl|NZ_LCZF01000099.1_cds_WP_002069656.1_2355	39.286	56	145
WP_036096974.1	lcl|NZ_LCZF01000044.1_cds_WP_000517241.1_1025	89.593	221	221
WP_036096974.1	lcl|NZ_LCZF01000063.1_cds_WP_001069834.1_1321	28.440	109	221
WP_036096974.1	lcl|NZ_LCZF01000110.1_cds_WP_001082178.1_2480	23.077	78	221
WP_003009428.1	lcl|NZ_LCZF01000003.1_cds_WP_000642921.1_82	30.488	328	664
WP_003009428.1	lcl|NZ_LCZF01000144.1_cds_WP_000529870.1_3595	28.019	207	664
WP_003009848.1	lcl|NZ_LCZF01000077.1_cds_WP_001028949.1_1607	27.273	385	393
WP_003009848.1	lcl|NZ_LCZF01000077.1_cds_WP_238588856.1_1609	26.000	250	393
WP_003009848.1	lcl|NZ_LCZF01000063.1_cds_WP_000347682.1_1320	28.571	210	393
WP_003009848.1	lcl|NZ_LCZF01000003.1_cds_WP_000402846.1_60	22.363	237	393
WP_003009848.1	lcl|NZ_LCZF01000077.1_cds_WP_002097509.1_1631	25.397	252	393
WP_003009848.1	lcl|NZ_LCZF01000154.1_cds_WP_001192773.1_3834	26.866	134	393
WP_003009848.1	lcl|NZ_LCZF01000110.1_cds_WP_001082178.1_2480	25.414	181	393
WP_003009953.1	lcl|NZ_LCZF01000077.1_cds_WP_000697807.1_1608	45.399	163	177
WP_003009953.1	lcl|NZ_LCZF01000016.1_cds_WP_001206947.1_396	28.169	142	177
