WP_003009553.1	lcl|NZ_AOVQ01000091.1_cds_WP_000340715.1_1524	91.398	93	106
WP_003009527.1	lcl|NZ_AOVQ01000091.1_cds_WP_000410273.1_1525	90.764	314	321
WP_003009527.1	lcl|NZ_AOVQ01000091.1_cds_WP_000093099.1_1545	58.730	63	321
WP_003009527.1	lcl|NZ_AOVQ01000091.1_cds_WP_000646250.1_1528	27.239	268	321
WP_003009527.1	lcl|NZ_AOVQ01000135.1_cds_WP_000744700.1_2938	22.769	325	321
WP_003009527.1	lcl|NZ_AOVQ01000091.1_cds_WP_000600889.1_1554	23.656	186	321
WP_003009527.1	lcl|NZ_AOVQ01000091.1_cds_WP_000723090.1_1607	22.887	284	321
WP_003009527.1	lcl|NZ_AOVQ01000091.1_cds_WP_001067557.1_1531	25.382	327	321
WP_003009854.1	lcl|NZ_AOVQ01000091.1_cds_WP_000604524.1_1526	84.384	365	365
WP_003009869.1	lcl|NZ_AOVQ01000091.1_cds_WP_000884059.1_1527	91.892	185	185
WP_003009869.1	lcl|NZ_AOVQ01000151.1_cds_WP_000351733.1_3369	38.571	140	185
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000646250.1_1528	92.097	329	329
WP_003009535.1	lcl|NZ_AOVQ01000135.1_cds_WP_000744700.1_2938	32.595	316	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000600889.1_1554	31.975	319	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000723090.1_1607	30.448	335	329
WP_003009535.1	lcl|NZ_AOVQ01000113.1_cds_WP_001984071.1_2282	32.248	307	329
WP_003009535.1	lcl|NZ_AOVQ01000098.1_cds_WP_000649925.1_1779	30.341	323	329
WP_003009535.1	lcl|NZ_AOVQ01000106.1_cds_WP_000709511.1_2009	29.003	331	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000601375.1_1581	25.993	277	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_001067557.1_1531	28.105	306	329
WP_003009535.1	lcl|NZ_AOVQ01000068.1_cds_WP_000688695.1_1080	27.811	338	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000410273.1_1525	26.101	318	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000475904.1_1590	27.899	276	329
WP_003009535.1	lcl|NZ_AOVQ01000051.1_cds_WP_001074785.1_798	27.636	275	329
WP_003009535.1	lcl|NZ_AOVQ01000112.1_cds_WP_001003555.1_2206	26.036	338	329
WP_003009535.1	lcl|NZ_AOVQ01000091.1_cds_WP_000487322.1_1579	25.939	293	329
WP_003009795.1	lcl|NZ_AOVQ01000091.1_cds_WP_000774262.1_1529	81.648	267	267
WP_003009795.1	lcl|NZ_AOVQ01000091.1_cds_WP_000800438.1_1559	26.923	234	267
WP_003009795.1	lcl|NZ_AOVQ01000091.1_cds_WP_000859505.1_1578	27.049	244	267
WP_003009795.1	lcl|NZ_AOVQ01000116.1_cds_WP_000667727.1_2439	28.866	194	267
WP_003009795.1	lcl|NZ_AOVQ01000091.1_cds_WP_000842260.1_1608	26.316	190	267
WP_003009795.1	lcl|NZ_AOVQ01000105.1_cds_WP_000805357.1_1967	33.735	83	267
WP_003009515.1	lcl|NZ_AOVQ01000091.1_cds_WP_000612797.1_1530	87.992	508	509
WP_003009515.1	lcl|NZ_AOVQ01000108.1_cds_WP_000291591.1_2075	26.032	315	509
WP_003009515.1	lcl|NZ_AOVQ01000108.1_cds_WP_000364507.1_2076	26.316	114	509
