WP_003009553.1	lcl|NZ_AOWX01000105.1_cds_WP_000340715.1_1965	91.398	93	106
WP_003009527.1	lcl|NZ_AOWX01000105.1_cds_WP_000410273.1_1964	90.764	314	321
WP_003009527.1	lcl|NZ_AOWX01000105.1_cds_WP_000093099.1_1944	58.730	63	321
WP_003009527.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	27.239	268	321
WP_003009527.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	22.769	325	321
WP_003009527.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	23.118	186	321
WP_003009527.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	22.887	284	321
WP_003009527.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	25.382	327	321
WP_003009854.1	lcl|NZ_AOWX01000105.1_cds_WP_000604524.1_1963	84.384	365	365
WP_003009869.1	lcl|NZ_AOWX01000105.1_cds_WP_000884059.1_1962	91.892	185	185
WP_003009869.1	lcl|NZ_AOWX01000062.1_cds_WP_000351733.1_1095	38.571	140	185
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	92.097	329	329
WP_003009535.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	32.595	316	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	30.448	335	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	31.761	318	329
WP_003009535.1	lcl|NZ_AOWX01000091.1_cds_WP_001984071.1_1623	32.248	307	329
WP_003009535.1	lcl|NZ_AOWX01000142.1_cds_WP_000649925.1_3030	30.341	323	329
WP_003009535.1	lcl|NZ_AOWX01000027.1_cds_WP_000709511.1_205	29.003	331	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_000601375.1_1908	25.993	277	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	28.105	306	329
WP_003009535.1	lcl|NZ_AOWX01000091.1_cds_LEP2GSC036_RS01000000122200_1603	27.811	338	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_000410273.1_1964	26.101	318	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_000475904.1_1899	27.899	276	329
WP_003009535.1	lcl|NZ_AOWX01000081.1_cds_WP_001074785.1_1428	27.636	275	329
WP_003009535.1	lcl|NZ_AOWX01000128.1_cds_WP_001003555.1_2535	26.036	338	329
WP_003009535.1	lcl|NZ_AOWX01000105.1_cds_WP_000487322.1_1910	25.939	293	329
WP_003009795.1	lcl|NZ_AOWX01000105.1_cds_WP_000774262.1_1960	81.648	267	267
WP_003009795.1	lcl|NZ_AOWX01000105.1_cds_WP_002969399.1_1930	26.923	234	267
WP_003009795.1	lcl|NZ_AOWX01000105.1_cds_WP_000859505.1_1911	27.049	244	267
WP_003009795.1	lcl|NZ_AOWX01000046.1_cds_WP_000667727.1_637	28.866	194	267
WP_003009795.1	lcl|NZ_AOWX01000105.1_cds_WP_000842260.1_1881	26.316	190	267
WP_003009795.1	lcl|NZ_AOWX01000119.1_cds_WP_000805357.1_2329	33.735	83	267
WP_003009515.1	lcl|NZ_AOWX01000105.1_cds_WP_000612797.1_1959	87.992	508	509
WP_003009515.1	lcl|NZ_AOWX01000130.1_cds_WP_000291591.1_2667	26.032	315	509
WP_003009515.1	lcl|NZ_AOWX01000130.1_cds_WP_000364507.1_2668	26.316	114	509
WP_003009515.1	lcl|NZ_AOWX01000105.1_cds_WP_000612797.1_1959	87.992	508	509
WP_003009515.1	lcl|NZ_AOWX01000130.1_cds_WP_000291591.1_2667	26.032	315	509
WP_003009515.1	lcl|NZ_AOWX01000130.1_cds_WP_000364507.1_2668	26.316	114	509
WP_003009505.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	92.121	330	330
WP_003009505.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	27.869	305	330
WP_003009505.1	lcl|NZ_AOWX01000091.1_cds_WP_001984071.1_1623	25.912	274	330
WP_003009505.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	26.316	266	330
