WP_003009553.1	lcl|NZ_NPEC01000001.1_cds_WP_035983633.1_1258	61.628	86	106
WP_003009527.1	lcl|NZ_NPEC01000001.1_cds_WP_100734686.1_1255	81.935	310	321
WP_003009527.1	lcl|NZ_NPEC01000002.1_cds_WP_100718677.1_1643	26.708	322	321
WP_003009527.1	lcl|NZ_NPEC01000002.1_cds_WP_100718697.1_1671	23.438	320	321
WP_003009527.1	lcl|NZ_NPEC01000001.1_cds_WP_100734687.1_1256	21.569	255	321
WP_003009527.1	lcl|NZ_NPEC01000006.1_cds_WP_004788049.1_3156	20.833	336	321
WP_003009527.1	lcl|NZ_NPEC01000003.1_cds_WP_100719192.1_2160	22.118	321	321
WP_003009527.1	lcl|NZ_NPEC01000006.1_cds_WP_207763527.1_3145	20.690	203	321
WP_003009869.1	lcl|NZ_NPEC01000001.1_cds_WP_004788859.1_847	33.594	128	185
WP_003009535.1	lcl|NZ_NPEC01000002.1_cds_WP_100718697.1_1671	30.573	314	329
WP_003009535.1	lcl|NZ_NPEC01000003.1_cds_WP_100719192.1_2160	31.111	315	329
WP_003009535.1	lcl|NZ_NPEC01000001.1_cds_WP_100734687.1_1256	28.024	339	329
WP_003009535.1	lcl|NZ_NPEC01000006.1_cds_WP_004788049.1_3156	29.118	340	329
WP_003009535.1	lcl|NZ_NPEC01000002.1_cds_WP_100718677.1_1643	27.157	313	329
WP_003009535.1	lcl|NZ_NPEC01000003.1_cds_WP_004787140.1_2351	24.845	322	329
WP_003009535.1	lcl|NZ_NPEC01000003.1_cds_WP_100735299.1_2424	30.677	251	329
WP_003009535.1	lcl|NZ_NPEC01000001.1_cds_WP_100734686.1_1255	25.786	318	329
WP_003009535.1	lcl|NZ_NPEC01000001.1_cds_WP_100734655.1_1203	26.038	265	329
WP_003009535.1	lcl|NZ_NPEC01000002.1_cds_WP_100735066.1_2002	24.710	259	329
WP_003009535.1	lcl|NZ_NPEC01000002.1_cds_WP_100734935.1_1724	27.711	249	329
WP_003009535.1	lcl|NZ_NPEC01000006.1_cds_WP_207763527.1_3145	25.524	286	329
WP_003009535.1	lcl|NZ_NPEC01000003.1_cds_WP_100735294.1_2416	27.326	172	329
WP_003009795.1	lcl|NZ_NPEC01000001.1_cds_WP_020777677.1_1142	25.194	258	267
WP_003009795.1	lcl|NZ_NPEC01000003.1_cds_WP_100735224.1_2271	27.473	182	267
WP_003009795.1	lcl|NZ_NPEC01000006.1_cds_WP_100735693.1_3157	24.873	197	267
WP_003009515.1	lcl|NZ_NPEC01000001.1_cds_WP_100734512.1_869	24.405	336	509
WP_003009515.1	lcl|NZ_NPEC01000001.1_cds_WP_100734513.1_870	28.070	114	509
WP_003009515.1	lcl|NZ_NPEC01000001.1_cds_WP_100734512.1_869	24.405	336	509
WP_003009515.1	lcl|NZ_NPEC01000001.1_cds_WP_100734513.1_870	28.070	114	509
WP_003009505.1	lcl|NZ_NPEC01000003.1_cds_WP_100735299.1_2424	30.043	233	330
WP_003009505.1	lcl|NZ_NPEC01000003.1_cds_WP_100719192.1_2160	25.177	282	330
WP_003009505.1	lcl|NZ_NPEC01000002.1_cds_WP_100718697.1_1671	29.818	275	330
WP_003009505.1	lcl|NZ_NPEC01000002.1_cds_WP_100718677.1_1643	24.398	332	330
WP_003009505.1	lcl|NZ_NPEC01000003.1_cds_WP_100735294.1_2416	25.292	257	330
WP_003009505.1	lcl|NZ_NPEC01000001.1_cds_WP_100734687.1_1256	24.749	299	330
WP_003009505.1	lcl|NZ_NPEC01000001.1_cds_WP_100716954.1_1254	29.457	129	330
WP_003009505.1	lcl|NZ_NPEC01000002.1_cds_WP_100734935.1_1724	27.053	207	330
WP_003009505.1	lcl|NZ_NPEC01000006.1_cds_WP_004788049.1_3156	23.826	298	330
WP_003009505.1	lcl|NZ_NPEC01000002.1_cds_WP_100735066.1_2002	26.404	178	330
WP_003009505.1	lcl|NZ_NPEC01000003.1_cds_WP_004787140.1_2351	27.815	151	330
WP_003009317.1	lcl|NZ_NPEC01000007.1_cds_WP_100718239.1_3495	38.672	256	265
WP_003009317.1	lcl|NZ_NPEC01000005.1_cds_WP_100735549.1_2889	25.882	170	265
WP_003009459.1	lcl|NZ_NPEC01000002.1_cds_WP_004785161.1_1905	36.877	301	310
WP_003009459.1	lcl|NZ_NPEC01000005.1_cds_WP_100735549.1_2889	29.545	308	310
WP_003009459.1	lcl|NZ_NPEC01000001.1_cds_WP_100721131.1_782	24.046	262	310
WP_003009459.1	lcl|NZ_NPEC01000002.1_cds_WP_004785161.1_1905	36.877	301	310
WP_003009459.1	lcl|NZ_NPEC01000005.1_cds_WP_100735549.1_2889	29.545	308	310
WP_003009459.1	lcl|NZ_NPEC01000001.1_cds_WP_100721131.1_782	24.046	262	310
WP_003009905.1	lcl|NZ_NPEC01000005.1_cds_WP_004786001.1_2865	43.548	62	145
WP_036096974.1	lcl|NZ_NPEC01000001.1_cds_WP_100734476.1_757	33.000	100	221
WP_036096974.1	lcl|NZ_NPEC01000006.1_cds_WP_100735776.1_3353	28.846	104	221
WP_003009428.1	lcl|NZ_NPEC01000001.1_cds_WP_100734688.1_1259	29.720	535	664
WP_003009428.1	lcl|NZ_NPEC01000010.1_cds_WP_100736047.1_1414	36.747	166	664
WP_003009848.1	lcl|NZ_NPEC01000001.1_cds_WP_100721578.1_479	26.180	233	393
WP_003009848.1	lcl|NZ_NPEC01000007.1_cds_WP_100735871.1_3548	22.088	249	393
WP_003009848.1	lcl|NZ_NPEC01000001.1_cds_WP_100719781.1_1351	26.667	150	393
WP_003009953.1	lcl|NZ_NPEC01000008.1_cds_WP_100735957.1_3690	32.308	130	177
WP_036096972.1	lcl|NZ_NPEC01000001.1_cds_WP_100734478.1_763	24.219	256	241
WP_036096972.1	lcl|NZ_NPEC01000003.1_cds_WP_004786786.1_2477	27.891	147	241
WP_036096972.1	lcl|NZ_NPEC01000005.1_cds_WP_004787563.1_2871	23.457	243	241
WP_036096972.1	lcl|NZ_NPEC01000001.1_cds_WP_100734636.1_1122	21.790	257	241
WP_036096972.1	lcl|NZ_NPEC01000005.1_cds_WP_100721449.1_2931	22.672	247	241
WP_036096972.1	lcl|NZ_NPEC01000006.1_cds_WP_100735772.1_3342	25.316	237	241
WP_036096972.1	lcl|NZ_NPEC01000008.1_cds_WP_100735943.1_3649	29.703	101	241
WP_036096972.1	lcl|NZ_NPEC01000003.1_cds_WP_100735289.1_2402	24.096	249	241
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734160.1_95	33.952	377	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_004786686.1_2468	40.964	249	598
WP_003009503.1	lcl|NZ_NPEC01000008.1_cds_WP_100735951.1_3672	42.982	228	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735164.1_2153	40.928	237	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735165.1_2155	39.655	232	598
WP_003009503.1	lcl|NZ_NPEC01000004.1_cds_WP_100719941.1_2783	35.217	230	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100719737.1_421	32.618	233	598
WP_003009503.1	lcl|NZ_NPEC01000004.1_cds_WP_100735348.1_2512	29.956	227	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100721031.1_1151	31.439	264	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100719836.1_2178	32.743	226	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735206.1_2243	31.667	240	598
WP_003009503.1	lcl|NZ_NPEC01000009.1_cds_WP_100736026.1_3831	30.736	231	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734504.1_848	30.603	232	598
WP_003009503.1	lcl|NZ_NPEC01000010.1_cds_WP_004786760.1_1380	29.741	232	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100719214.1_2135	26.009	223	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100721531.1_2936	32.273	220	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_035983849.1_875	25.701	214	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100717738.1_3007	28.821	229	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_004786946.1_7	28.936	235	598
WP_003009503.1	lcl|NZ_NPEC01000004.1_cds_WP_100717834.1_2638	27.570	214	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_020777451.1_1088	27.200	250	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100735532.1_2850	27.826	230	598
WP_003009503.1	lcl|NZ_NPEC01000002.1_cds_WP_100734995.1_1849	29.741	232	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734639.1_1125	28.151	238	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734194.1_180	25.551	227	598
WP_003009503.1	lcl|NZ_NPEC01000009.1_cds_WP_100718213.1_3802	26.852	216	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735173.1_2179	27.039	233	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100720184.1_2948	28.022	182	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734678.1_1235	23.810	210	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734394.1_579	27.523	218	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100735668.1_3008	25.478	157	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_004783640.1_1140	27.556	225	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100721035.1_1149	22.959	196	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734160.1_95	33.952	377	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_004786686.1_2468	40.964	249	598
WP_003009503.1	lcl|NZ_NPEC01000008.1_cds_WP_100735951.1_3672	42.982	228	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735164.1_2153	40.928	237	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735165.1_2155	39.655	232	598
WP_003009503.1	lcl|NZ_NPEC01000004.1_cds_WP_100719941.1_2783	35.217	230	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100719737.1_421	32.618	233	598
WP_003009503.1	lcl|NZ_NPEC01000004.1_cds_WP_100735348.1_2512	29.956	227	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100721031.1_1151	31.439	264	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100719836.1_2178	32.743	226	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100735206.1_2243	31.667	240	598
WP_003009503.1	lcl|NZ_NPEC01000009.1_cds_WP_100736026.1_3831	30.736	231	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734504.1_848	30.603	232	598
WP_003009503.1	lcl|NZ_NPEC01000010.1_cds_WP_004786760.1_1380	29.741	232	598
WP_003009503.1	lcl|NZ_NPEC01000003.1_cds_WP_100719214.1_2135	26.009	223	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100721531.1_2936	32.273	220	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_035983849.1_875	25.701	214	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100717738.1_3007	28.821	229	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_004786946.1_7	28.936	235	598
WP_003009503.1	lcl|NZ_NPEC01000004.1_cds_WP_100717834.1_2638	27.570	214	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_020777451.1_1088	27.200	250	598
WP_003009503.1	lcl|NZ_NPEC01000005.1_cds_WP_100735532.1_2850	27.826	230	598
WP_003009503.1	lcl|NZ_NPEC01000002.1_cds_WP_100734995.1_1849	29.741	232	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734639.1_1125	28.151	238	598
WP_003009503.1	lcl|NZ_NPEC01000001.1_cds_WP_100734194.1_180	25.551	227	598
