WP_003009553.1	lcl|NZ_JADDWR010000021.1_cds_WP_002725873.1_991	92.473	93	106
WP_003009527.1	lcl|NZ_JADDWR010000021.1_cds_WP_011669917.1_990	91.401	314	321
WP_003009527.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669955.1_2422	20.652	276	321
WP_003009527.1	lcl|NZ_JADDWR010000022.1_cds_WP_011671202.1_1044	22.154	325	321
WP_003009527.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669957.1_2420	21.790	257	321
WP_003009527.1	lcl|NZ_JADDWR010000071.1_cds_WP_011670961.1_2825	23.939	330	321
WP_003009527.1	lcl|NZ_JADDWR010000060.1_cds_WP_011669973.1_2545	22.776	281	321
WP_003009527.1	lcl|NZ_JADDWR010000091.1_cds_WP_011670813.1_3198	25.000	104	321
WP_003009869.1	lcl|NZ_JADDWR010000001.1_cds_WP_002750963.1_808	34.932	146	185
WP_003009869.1	lcl|NZ_JADDWR010000021.1_cds_WP_011669938.1_959	33.898	177	185
WP_003009535.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669955.1_2422	32.087	321	329
WP_003009535.1	lcl|NZ_JADDWR010000022.1_cds_WP_011671202.1_1044	31.329	316	329
WP_003009535.1	lcl|NZ_JADDWR010000060.1_cds_WP_011669973.1_2545	29.940	334	329
WP_003009535.1	lcl|NZ_JADDWR010000071.1_cds_WP_011670961.1_2825	30.769	312	329
WP_003009535.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669957.1_2420	29.180	305	329
WP_003009535.1	lcl|NZ_JADDWR010000091.1_cds_WP_011670813.1_3198	27.711	332	329
WP_003009535.1	lcl|NZ_JADDWR010000020.1_cds_WP_011671143.1_914	30.449	312	329
WP_003009535.1	lcl|NZ_JADDWR010000071.1_cds_WP_002754065.1_2822	28.399	331	329
WP_003009535.1	lcl|NZ_JADDWR010000003.1_cds_WP_011671074.1_1798	25.806	341	329
WP_003009535.1	lcl|NZ_JADDWR010000021.1_cds_WP_011669917.1_990	25.397	315	329
WP_003009535.1	lcl|NZ_JADDWR010000012.1_cds_WP_017859386.1_250	27.737	274	329
WP_003009535.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669959.1_2418	24.818	274	329
WP_003009535.1	lcl|NZ_JADDWR010000056.1_cds_WP_011669202.1_2363	23.636	330	329
WP_003009535.1	lcl|NZ_JADDWR010000240.1_cds_WP_193824268.1_1096	31.111	90	329
WP_003009795.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669956.1_2421	27.391	230	267
WP_003009795.1	lcl|NZ_JADDWR010000060.1_cds_WP_011669974.1_2544	26.984	189	267
WP_003009795.1	lcl|NZ_JADDWR010000032.1_cds_WP_011670832.1_1512	35.955	89	267
WP_003009795.1	lcl|NZ_JADDWR010000091.1_cds_WP_011670812.1_3199	23.420	269	267
WP_003009795.1	lcl|NZ_JADDWR010000085.1_cds_WP_002766579.1_3073	25.269	186	267
WP_003009515.1	lcl|NZ_JADDWR010000016.1_cds_WP_011670269.1_519	27.273	297	509
WP_003009515.1	lcl|NZ_JADDWR010000016.1_cds_WP_002751286.1_520	28.302	106	509
WP_003009515.1	lcl|NZ_JADDWR010000016.1_cds_WP_011670269.1_519	27.273	297	509
WP_003009515.1	lcl|NZ_JADDWR010000016.1_cds_WP_002751286.1_520	28.302	106	509
WP_003009505.1	lcl|NZ_JADDWR010000071.1_cds_WP_011670961.1_2825	27.174	276	330
WP_003009505.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669955.1_2422	23.723	274	330
WP_003009505.1	lcl|NZ_JADDWR010000022.1_cds_WP_011671202.1_1044	27.957	279	330
WP_003009505.1	lcl|NZ_JADDWR010000060.1_cds_WP_011669973.1_2545	25.316	316	330
WP_003009505.1	lcl|NZ_JADDWR010000020.1_cds_WP_011671143.1_914	26.875	320	330
WP_003009505.1	lcl|NZ_JADDWR010000003.1_cds_WP_011671074.1_1798	25.339	221	330
WP_003009505.1	lcl|NZ_JADDWR010000056.1_cds_WP_011669202.1_2363	25.410	244	330
WP_003009505.1	lcl|NZ_JADDWR010000091.1_cds_WP_011670813.1_3198	25.153	163	330
WP_003009505.1	lcl|NZ_JADDWR010000017.1_cds_WP_011671364.1_603	26.562	128	330
WP_003009505.1	lcl|NZ_JADDWR010000071.1_cds_WP_002754065.1_2822	30.464	151	330
WP_003009505.1	lcl|NZ_JADDWR010000021.1_cds_WP_011669917.1_990	22.256	328	330
WP_003009505.1	lcl|NZ_JADDWR010000012.1_cds_WP_017859386.1_250	27.200	125	330
WP_003009317.1	lcl|NZ_JADDWR010000087.1_cds_WP_011669455.1_3096	41.564	243	265
WP_003009459.1	lcl|NZ_JADDWR010000168.1_cds_IQA78_RS16365_498	88.811	143	310
WP_003009459.1	lcl|NZ_JADDWR010000076.1_cds_WP_011670400.1_2898	38.614	303	310
WP_003009459.1	lcl|NZ_JADDWR010000043.1_cds_WP_011669757.1_1971	29.078	282	310
WP_003009459.1	lcl|NZ_JADDWR010000001.1_cds_WP_011670034.1_757	28.571	133	310
WP_003009459.1	lcl|NZ_JADDWR010000168.1_cds_IQA78_RS16365_498	88.811	143	310
WP_003009459.1	lcl|NZ_JADDWR010000076.1_cds_WP_011670400.1_2898	38.614	303	310
WP_003009459.1	lcl|NZ_JADDWR010000043.1_cds_WP_011669757.1_1971	29.078	282	310
WP_003009459.1	lcl|NZ_JADDWR010000001.1_cds_WP_011670034.1_757	28.571	133	310
WP_003009905.1	lcl|NZ_JADDWR010000071.1_cds_WP_011670953.1_2814	28.947	76	145
WP_003009905.1	lcl|NZ_JADDWR010000063.1_cds_WP_011669469.1_2600	42.222	45	145
WP_003009905.1	lcl|NZ_JADDWR010000065.1_cds_WP_026054147.1_2631	41.071	56	145
WP_036096974.1	lcl|NZ_JADDWR010000021.1_cds_WP_004779550.1_974	33.333	105	221
WP_036096974.1	lcl|NZ_JADDWR010000031.1_cds_WP_011669877.1_1489	28.037	107	221
WP_036096974.1	lcl|NZ_JADDWR010000022.1_cds_WP_011671228.1_1013	23.077	78	221
WP_003009428.1	lcl|NZ_JADDWR010000073.1_cds_IQA78_RS14325_2859	38.525	122	664
WP_003009428.1	lcl|NZ_JADDWR010000025.1_cds_WP_011669604.1_1140	25.573	262	664
WP_003009848.1	lcl|NZ_JADDWR010000031.1_cds_WP_011669876.1_1490	26.601	203	393
WP_003009848.1	lcl|NZ_JADDWR010000092.1_cds_WP_011669711.1_3207	23.581	229	393
WP_003009848.1	lcl|NZ_JADDWR010000059.1_cds_WP_011669947.1_2430	26.056	142	393
WP_003009953.1	lcl|NZ_JADDWR010000022.1_cds_IQA78_RS07625_1007	27.419	124	177
WP_003009592.1	lcl|NZ_JADDWR010000092.1_cds_WP_011669711.1_3207	24.545	220	407
WP_003009592.1	lcl|NZ_JADDWR010000031.1_cds_WP_011669876.1_1490	25.180	139	407
WP_036096972.1	lcl|NZ_JADDWR010000021.1_cds_WP_011669930.1_970	28.512	242	241
WP_036096972.1	lcl|NZ_JADDWR010000006.1_cds_WP_011670931.1_2796	28.000	250	241
WP_036096972.1	lcl|NZ_JADDWR010000065.1_cds_WP_011669763.1_2628	24.715	263	241
WP_036096972.1	lcl|NZ_JADDWR010000010.1_cds_WP_011670621.1_68	24.706	255	241
WP_036096972.1	lcl|NZ_JADDWR010000120.1_cds_IQA78_RS16035_197	32.258	93	241
WP_036096972.1	lcl|NZ_JADDWR010000027.1_cds_WP_002722237.1_1221	25.874	143	241
WP_036096972.1	lcl|NZ_JADDWR010000005.1_cds_WP_002739544.1_2521	19.905	211	241
WP_036096972.1	lcl|NZ_JADDWR010000008.1_cds_WP_011670393.1_3176	24.876	201	241
WP_003009503.1	lcl|NZ_JADDWR010000062.1_cds_WP_011669421.1_2581	45.992	237	598
WP_003009503.1	lcl|NZ_JADDWR010000002.1_cds_WP_011669275.1_1329	44.397	232	598
WP_003009503.1	lcl|NZ_JADDWR010000041.1_cds_WP_011671171.1_1887	44.206	233	598
WP_003009503.1	lcl|NZ_JADDWR010000021.1_cds_WP_011669933.1_964	32.673	202	598
WP_003009503.1	lcl|NZ_JADDWR010000010.1_cds_WP_011670593.1_105	32.189	233	598
WP_003009503.1	lcl|NZ_JADDWR010000016.1_cds_WP_011670275.1_509	33.190	232	598
WP_003009503.1	lcl|NZ_JADDWR010000028.1_cds_WP_011669511.1_1284	31.169	231	598
WP_003009503.1	lcl|NZ_JADDWR010000010.1_cds_WP_002725984.1_78	28.636	220	598
