WP_003009553.1	lcl|NZ_JQRA01000031.1_cds_WP_002725873.1_780	92.473	93	106
WP_003009527.1	lcl|NZ_JQRA01000031.1_cds_WP_061209188.1_779	92.308	312	321
WP_003009527.1	lcl|NZ_JQRA01000214.1_cds_WP_061208146.1_3046	22.154	325	321
WP_003009527.1	lcl|NZ_JQRA01000051.1_cds_WP_061209097.1_1080	20.863	278	321
WP_003009527.1	lcl|NZ_JQRA01000059.1_cds_WP_011671706.1_1214	22.776	281	321
WP_003009527.1	lcl|NZ_JQRA01000114.1_cds_WP_061208650.1_2037	23.939	330	321
WP_003009527.1	lcl|NZ_JQRA01000174.1_cds_WP_002729504.1_2724	25.000	104	321
WP_003009869.1	lcl|NZ_JQRA01000005.1_cds_WP_002750963.1_160	34.932	146	185
WP_003009535.1	lcl|NZ_JQRA01000209.1_cds_WP_061208754.1_3004	32.335	334	329
WP_003009535.1	lcl|NZ_JQRA01000214.1_cds_WP_061208146.1_3046	31.329	316	329
WP_003009535.1	lcl|NZ_JQRA01000059.1_cds_WP_011671706.1_1214	29.940	334	329
WP_003009535.1	lcl|NZ_JQRA01000051.1_cds_WP_061209097.1_1080	30.769	299	329
WP_003009535.1	lcl|NZ_JQRA01000114.1_cds_WP_061208650.1_2037	30.769	312	329
WP_003009535.1	lcl|NZ_JQRA01000174.1_cds_WP_002729504.1_2724	27.711	332	329
WP_003009535.1	lcl|NZ_JQRA01000008.1_cds_WP_061207995.1_296	30.128	312	329
WP_003009535.1	lcl|NZ_JQRA01000114.1_cds_WP_002754065.1_2034	28.399	331	329
WP_003009535.1	lcl|NZ_JQRA01000068.1_cds_WP_061208029.1_1361	23.881	268	329
WP_003009535.1	lcl|NZ_JQRA01000031.1_cds_WP_061209188.1_779	25.079	315	329
WP_003009535.1	lcl|NZ_JQRA01000068.1_cds_WP_061208022.1_1369	27.174	276	329
WP_003009535.1	lcl|NZ_JQRA01000132.1_cds_WP_002751102.1_2295	27.737	274	329
WP_003009535.1	lcl|NZ_JQRA01000022.1_cds_JG03_RS03080_604	29.801	151	329
WP_003009535.1	lcl|NZ_JQRA01000253.1_cds_WP_011669202.1_3294	23.636	330	329
WP_003009535.1	lcl|NZ_JQRA01000068.1_cds_WP_061208031.1_1359	30.409	171	329
WP_003009535.1	lcl|NZ_JQRA01000009.1_cds_WP_061208495.1_331	28.455	246	329
WP_003009795.1	lcl|NZ_JQRA01000051.1_cds_WP_061209102.1_1075	24.194	248	267
WP_003009795.1	lcl|NZ_JQRA01000068.1_cds_WP_061208032.1_1358	24.590	244	267
WP_003009795.1	lcl|NZ_JQRA01000059.1_cds_WP_061208084.1_1213	26.455	189	267
WP_003009795.1	lcl|NZ_JQRA01000010.1_cds_WP_061208961.1_350	35.955	89	267
WP_003009795.1	lcl|NZ_JQRA01000174.1_cds_WP_061209013.1_2725	23.420	269	267
WP_003009795.1	lcl|NZ_JQRA01000113.1_cds_WP_002766579.1_2015	25.269	186	267
WP_003009515.1	lcl|NZ_JQRA01000037.1_cds_WP_061207534.1_838	27.273	297	509
WP_003009515.1	lcl|NZ_JQRA01000037.1_cds_WP_002751286.1_839	28.302	106	509
WP_003009515.1	lcl|NZ_JQRA01000037.1_cds_WP_061207534.1_838	27.273	297	509
WP_003009515.1	lcl|NZ_JQRA01000037.1_cds_WP_002751286.1_839	28.302	106	509
WP_003009505.1	lcl|NZ_JQRA01000114.1_cds_WP_061208650.1_2037	27.174	276	330
WP_003009505.1	lcl|NZ_JQRA01000051.1_cds_WP_061209097.1_1080	25.279	269	330
WP_003009505.1	lcl|NZ_JQRA01000214.1_cds_WP_061208146.1_3046	27.957	279	330
WP_003009505.1	lcl|NZ_JQRA01000209.1_cds_WP_061208754.1_3004	27.309	249	330
WP_003009505.1	lcl|NZ_JQRA01000059.1_cds_WP_011671706.1_1214	25.316	316	330
WP_003009505.1	lcl|NZ_JQRA01000008.1_cds_WP_061207995.1_296	27.187	320	330
WP_003009505.1	lcl|NZ_JQRA01000253.1_cds_WP_011669202.1_3294	25.410	244	330
WP_003009505.1	lcl|NZ_JQRA01000022.1_cds_JG03_RS03080_604	26.374	91	330
WP_003009505.1	lcl|NZ_JQRA01000022.1_cds_JG03_RS03080_604	27.434	113	330
WP_003009505.1	lcl|NZ_JQRA01000174.1_cds_WP_002729504.1_2724	25.153	163	330
WP_003009505.1	lcl|NZ_JQRA01000068.1_cds_WP_061208029.1_1361	26.977	215	330
WP_003009505.1	lcl|NZ_JQRA01000031.1_cds_WP_061209188.1_779	23.077	325	330
WP_003009505.1	lcl|NZ_JQRA01000143.1_cds_WP_081101368.1_2395	26.562	128	330
WP_003009505.1	lcl|NZ_JQRA01000114.1_cds_WP_002754065.1_2034	30.464	151	330
WP_003009505.1	lcl|NZ_JQRA01000132.1_cds_WP_002751102.1_2295	27.200	125	330
WP_003009317.1	lcl|NZ_JQRA01000096.1_cds_WP_011669455.1_1807	41.564	243	265
WP_003009459.1	lcl|NZ_JQRA01000245.1_cds_WP_061207877.1_3262	38.614	303	310
WP_003009459.1	lcl|NZ_JQRA01000081.1_cds_WP_011669757.1_1619	29.078	282	310
WP_003009459.1	lcl|NZ_JQRA01000005.1_cds_WP_002727177.1_111	28.571	133	310
WP_003009459.1	lcl|NZ_JQRA01000245.1_cds_WP_061207877.1_3262	38.614	303	310
WP_003009459.1	lcl|NZ_JQRA01000081.1_cds_WP_011669757.1_1619	29.078	282	310
WP_003009459.1	lcl|NZ_JQRA01000005.1_cds_WP_002727177.1_111	28.571	133	310
WP_003009905.1	lcl|NZ_JQRA01000114.1_cds_WP_011670953.1_2026	28.947	76	145
WP_003009905.1	lcl|NZ_JQRA01000169.1_cds_JG03_RS13550_2671	41.071	56	145
WP_003009905.1	lcl|NZ_JQRA01000077.1_cds_WP_011669469.1_1559	42.222	45	145
WP_036096974.1	lcl|NZ_JQRA01000206.1_cds_WP_011669877.1_2990	28.037	107	221
WP_036096974.1	lcl|NZ_JQRA01000038.1_cds_WP_061208385.1_892	23.077	78	221
WP_003009428.1	lcl|NZ_JQRA01000013.1_cds_WP_061208516.1_445	36.709	158	664
WP_003009428.1	lcl|NZ_JQRA01000146.1_cds_WP_061208556.1_2411	25.758	264	664
WP_003009848.1	lcl|NZ_JQRA01000068.1_cds_WP_081101349.1_1349	26.582	237	393
WP_003009848.1	lcl|NZ_JQRA01000206.1_cds_WP_061208348.1_2989	26.601	203	393
WP_003009848.1	lcl|NZ_JQRA01000205.1_cds_WP_011669711.1_2986	23.581	229	393
WP_003009848.1	lcl|NZ_JQRA01000068.1_cds_WP_061208034.1_1356	29.545	132	393
WP_003009953.1	lcl|NZ_JQRA01000038.1_cds_WP_002756073.1_886	28.873	142	177
WP_003009592.1	lcl|NZ_JQRA01000068.1_cds_WP_081101349.1_1349	22.989	348	407
WP_003009592.1	lcl|NZ_JQRA01000205.1_cds_WP_011669711.1_2986	24.545	220	407
WP_003009592.1	lcl|NZ_JQRA01000206.1_cds_WP_061208348.1_2989	25.180	139	407
