WP_003009553.1	lcl|NZ_JQOV01000004.1_cds_WP_000340715.1_80	91.398	93	106
WP_003009527.1	lcl|NZ_JQOV01000004.1_cds_WP_000410273.1_81	90.764	314	321
WP_003009527.1	lcl|NZ_JQOV01000004.1_cds_WP_000093099.1_101	58.730	63	321
WP_003009527.1	lcl|NZ_JQOV01000004.1_cds_WP_000646256.1_84	26.866	268	321
WP_003009527.1	lcl|NZ_JQOV01000014.1_cds_WP_000744700.1_522	22.769	325	321
WP_003009527.1	lcl|NZ_JQOV01000004.1_cds_WP_000600889.1_110	23.656	186	321
WP_003009527.1	lcl|NZ_JQOV01000008.1_cds_WP_000723092.1_339	22.615	283	321
WP_003009527.1	lcl|NZ_JQOV01000004.1_cds_WP_001067556.1_87	25.382	327	321
WP_003009854.1	lcl|NZ_JQOV01000004.1_cds_WP_000604524.1_82	84.384	365	365
WP_003009869.1	lcl|NZ_JQOV01000004.1_cds_WP_000884059.1_83	91.892	185	185
WP_003009869.1	lcl|NZ_JQOV01000019.1_cds_WP_000351733.1_671	38.571	140	185
WP_003009535.1	lcl|NZ_JQOV01000004.1_cds_WP_000646256.1_84	92.401	329	329
WP_003009535.1	lcl|NZ_JQOV01000014.1_cds_WP_000744700.1_522	32.595	316	329
WP_003009535.1	lcl|NZ_JQOV01000008.1_cds_WP_000723092.1_339	30.448	335	329
WP_003009535.1	lcl|NZ_JQOV01000004.1_cds_WP_000600889.1_110	31.975	319	329
WP_003009535.1	lcl|NZ_JQOV01000133.1_cds_WP_001984071.1_3251	32.248	307	329
WP_003009535.1	lcl|NZ_JQOV01000005.1_cds_WP_000649925.1_189	30.341	323	329
WP_003009535.1	lcl|NZ_JQOV01000162.1_cds_WP_000709513.1_3525	29.003	331	329
WP_003009535.1	lcl|NZ_JQOV01000008.1_cds_WP_000601375.1_365	25.993	277	329
WP_003009535.1	lcl|NZ_JQOV01000004.1_cds_WP_001067556.1_87	28.105	306	329
WP_003009535.1	lcl|NZ_JQOV01000133.1_cds_WP_000688696.1_3231	27.811	338	329
WP_003009535.1	lcl|NZ_JQOV01000004.1_cds_WP_000410273.1_81	26.101	318	329
WP_003009535.1	lcl|NZ_JQOV01000008.1_cds_WP_000475901.1_356	27.899	276	329
WP_003009535.1	lcl|NZ_JQOV01000104.1_cds_WP_001074785.1_2727	27.636	275	329
WP_003009535.1	lcl|NZ_JQOV01000106.1_cds_WP_001003556.1_2782	26.506	332	329
WP_003009535.1	lcl|NZ_JQOV01000008.1_cds_WP_000487322.1_367	25.939	293	329
WP_003009795.1	lcl|NZ_JQOV01000004.1_cds_WP_000774263.1_85	81.273	267	267
WP_003009795.1	lcl|NZ_JQOV01000004.1_cds_WP_000800438.1_115	26.923	234	267
WP_003009795.1	lcl|NZ_JQOV01000008.1_cds_WP_000859505.1_368	27.049	244	267
WP_003009795.1	lcl|NZ_JQOV01000070.1_cds_WP_000667727.1_1999	28.866	194	267
WP_003009795.1	lcl|NZ_JQOV01000008.1_cds_WP_000842260.1_338	26.316	190	267
WP_003009795.1	lcl|NZ_JQOV01000013.1_cds_WP_000805357.1_474	33.735	83	267
WP_003009515.1	lcl|NZ_JQOV01000004.1_cds_WP_002163445.1_86	87.402	508	509
WP_003009515.1	lcl|NZ_JQOV01000028.1_cds_WP_000291586.1_1061	26.032	315	509
WP_003009515.1	lcl|NZ_JQOV01000028.1_cds_WP_000364507.1_1062	26.316	114	509
WP_003009515.1	lcl|NZ_JQOV01000004.1_cds_WP_002163445.1_86	87.402	508	509
WP_003009515.1	lcl|NZ_JQOV01000028.1_cds_WP_000291586.1_1061	26.032	315	509
WP_003009515.1	lcl|NZ_JQOV01000028.1_cds_WP_000364507.1_1062	26.316	114	509
WP_003009505.1	lcl|NZ_JQOV01000004.1_cds_WP_001067556.1_87	92.424	330	330
WP_003009505.1	lcl|NZ_JQOV01000004.1_cds_WP_000646256.1_84	28.197	305	330
WP_003009505.1	lcl|NZ_JQOV01000133.1_cds_WP_001984071.1_3251	25.912	274	330
WP_003009505.1	lcl|NZ_JQOV01000004.1_cds_WP_000600889.1_110	26.316	266	330
WP_003009505.1	lcl|NZ_JQOV01000014.1_cds_WP_000744700.1_522	27.532	316	330
WP_003009505.1	lcl|NZ_JQOV01000106.1_cds_WP_001003556.1_2782	29.555	247	330
WP_003009505.1	lcl|NZ_JQOV01000008.1_cds_WP_000723092.1_339	23.193	332	330
WP_003009505.1	lcl|NZ_JQOV01000133.1_cds_WP_000688696.1_3231	25.339	221	330
WP_003009505.1	lcl|NZ_JQOV01000005.1_cds_WP_000649925.1_189	28.295	258	330
WP_003009505.1	lcl|NZ_JQOV01000008.1_cds_WP_000601375.1_365	25.746	268	330
WP_003009505.1	lcl|NZ_JQOV01000104.1_cds_WP_001074785.1_2727	27.962	211	330
WP_003009505.1	lcl|NZ_JQOV01000162.1_cds_WP_000709513.1_3525	30.464	151	330
WP_003009505.1	lcl|NZ_JQOV01000081.1_cds_WP_000690042.1_2235	35.211	71	330
WP_003009505.1	lcl|NZ_JQOV01000063.1_cds_WP_000457972.1_1839	25.000	128	330
WP_003009804.1	lcl|NZ_JQOV01000004.1_cds_WP_000776640.1_88	68.401	538	538
WP_003009804.1	lcl|NZ_JQOV01000004.1_cds_WP_000776640.1_88	68.401	538	538
WP_003009317.1	lcl|NZ_JQOV01000004.1_cds_WP_000424609.1_89	93.939	264	265
WP_003009317.1	lcl|NZ_JQOV01000139.1_cds_WP_001002663.1_3334	41.152	243	265
WP_003009317.1	lcl|NZ_JQOV01000016.1_cds_WP_001183723.1_596	27.746	173	265
WP_003009459.1	lcl|NZ_JQOV01000004.1_cds_WP_002074065.1_90	88.387	310	310
WP_003009459.1	lcl|NZ_JQOV01000042.1_cds_WP_000501205.1_1408	36.634	303	310
WP_003009459.1	lcl|NZ_JQOV01000016.1_cds_WP_001183723.1_596	28.114	281	310
WP_003009459.1	lcl|NZ_JQOV01000006.1_cds_WP_000279894.1_236	27.820	133	310
WP_003009459.1	lcl|NZ_JQOV01000004.1_cds_WP_002074065.1_90	88.387	310	310
WP_003009459.1	lcl|NZ_JQOV01000042.1_cds_WP_000501205.1_1408	36.634	303	310
WP_003009459.1	lcl|NZ_JQOV01000016.1_cds_WP_001183723.1_596	28.114	281	310
WP_003009459.1	lcl|NZ_JQOV01000006.1_cds_WP_000279894.1_236	27.820	133	310
WP_003009745.1	lcl|NZ_JQOV01000004.1_cds_WP_000479984.1_91	90.530	264	264
WP_036096976.1	lcl|NZ_JQOV01000004.1_cds_WP_000715958.1_92	83.721	129	130
WP_003009905.1	lcl|NZ_JQOV01000004.1_cds_WP_001088863.1_93	81.250	144	145
WP_003009905.1	lcl|NZ_JQOV01000125.1_cds_WP_000360600.1_3133	30.263	76	145
WP_003009905.1	lcl|NZ_JQOV01000096.1_cds_WP_002069656.1_2612	39.286	56	145
WP_036096974.1	lcl|NZ_JQOV01000004.1_cds_WP_000517243.1_94	88.688	221	221
WP_036096974.1	lcl|NZ_JQOV01000073.1_cds_WP_001069832.1_2057	28.440	109	221
WP_036096974.1	lcl|NZ_JQOV01000014.1_cds_WP_001082180.1_551	23.077	78	221
WP_003009428.1	lcl|NZ_JQOV01000132.1_cds_WP_000642921.1_3216	30.488	328	664
WP_003009428.1	lcl|NZ_JQOV01000185.1_cds_WP_000529868.1_3679	28.019	207	664
WP_003009848.1	lcl|NZ_JQOV01000004.1_cds_WP_001149938.1_96	85.242	393	393
WP_003009848.1	lcl|NZ_JQOV01000004.1_cds_WP_001015425.1_98	25.062	403	393
WP_003009848.1	lcl|NZ_JQOV01000004.1_cds_WP_001206409.1_106	27.500	160	393
WP_003009848.1	lcl|NZ_JQOV01000073.1_cds_WP_000347675.1_2058	26.971	241	393
WP_003009848.1	lcl|NZ_JQOV01000004.1_cds_WP_002082140.1_122	26.000	250	393
WP_003009848.1	lcl|NZ_JQOV01000039.1_cds_WP_000402846.1_1335	22.363	237	393
WP_003009848.1	lcl|NZ_JQOV01000008.1_cds_WP_000661932.1_371	23.077	143	393
WP_003009848.1	lcl|NZ_JQOV01000014.1_cds_WP_001082180.1_551	25.414	181	393
WP_003009953.1	lcl|NZ_JQOV01000004.1_cds_WP_000611594.1_97	82.286	175	177
WP_003009953.1	lcl|NZ_JQOV01000053.1_cds_WP_001206947.1_1622	28.169	142	177
WP_003009592.1	lcl|NZ_JQOV01000004.1_cds_WP_001015425.1_98	90.226	399	407
WP_003009592.1	lcl|NZ_JQOV01000004.1_cds_WP_001149938.1_96	24.878	410	407
WP_003009592.1	lcl|NZ_JQOV01000073.1_cds_WP_000347675.1_2058	29.496	139	407
WP_003009592.1	lcl|NZ_JQOV01000014.1_cds_WP_001082180.1_551	25.309	162	407
WP_003009592.1	lcl|NZ_JQOV01000008.1_cds_WP_000661932.1_371	23.358	137	407
WP_036096972.1	lcl|NZ_JQOV01000199.1_cds_WP_000043153.1_3738	27.530	247	241
WP_036096972.1	lcl|NZ_JQOV01000014.1_cds_WP_000998676.1_496	25.862	232	241
WP_036096972.1	lcl|NZ_JQOV01000096.1_cds_WP_000566240.1_2615	26.776	183	241
WP_036096972.1	lcl|NZ_JQOV01000079.1_cds_WP_000653653.1_2192	25.098	255	241
WP_036096972.1	lcl|NZ_JQOV01000096.1_cds_WP_002080077.1_2587	25.424	236	241
WP_036096972.1	lcl|NZ_JQOV01000104.1_cds_WP_000194184.1_2746	25.000	204	241
WP_036096972.1	lcl|NZ_JQOV01000042.1_cds_WP_000167663.1_1417	23.500	200	241
WP_036096972.1	lcl|NZ_JQOV01000003.1_cds_WP_000841164.1_51	51.515	33	241
WP_036096972.1	lcl|NZ_JQOV01000092.1_cds_WP_000093664.1_2540	20.571	175	241
WP_230458349.1	lcl|NZ_JQOV01000004.1_cds_WP_001106774.1_103	40.214	373	418
WP_003009503.1	lcl|NZ_JQOV01000004.1_cds_WP_000834715.1_104	67.616	562	598
WP_003009503.1	lcl|NZ_JQOV01000183.1_cds_WP_000172203.1_3665	33.509	379	598
WP_003009503.1	lcl|NZ_JQOV01000086.1_cds_WP_000667645.1_2358	46.154	234	598
WP_003009503.1	lcl|NZ_JQOV01000082.1_cds_WP_000828456.1_2261	43.777	233	598
WP_003009503.1	lcl|NZ_JQOV01000069.1_cds_JH10_RS10150_1991	32.353	238	598
WP_003009503.1	lcl|NZ_JQOV01000211.1_cds_WP_000510777.1_3780	33.476	233	598
WP_003009503.1	lcl|NZ_JQOV01000023.1_cds_WP_000942282.1_934	27.984	243	598
WP_003009503.1	lcl|NZ_JQOV01000138.1_cds_WP_000536752.1_3299	31.193	218	598
WP_003009503.1	lcl|NZ_JQOV01000079.1_cds_WP_000603361.1_2202	29.279	222	598
WP_003009503.1	lcl|NZ_JQOV01000028.1_cds_WP_000047473.1_1067	27.536	207	598
