WP_003009553.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000340715.1_2535	91.398	93	106
WP_003009527.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	90.764	314	321
WP_003009527.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	27.239	268	321
WP_003009527.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	22.769	325	321
WP_003009527.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	26.269	335	321
WP_003009527.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	23.656	186	321
WP_003009527.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	22.887	284	321
WP_003009527.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001067557.1_579	25.382	327	321
WP_003009854.1	lcl|NZ_JAJSDI010000157.1_cds_WP_240831015.1_584	84.375	256	365
WP_003009854.1	lcl|NZ_JAJSDI010000482.1_cds_WP_240831159.1_2533	86.022	93	365
WP_003009869.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000884059.1_583	91.892	185	185
WP_003009869.1	lcl|NZ_JAJSDI010000005.1_cds_WP_000351733.1_2941	38.571	140	185
WP_003009535.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	91.793	329	329
WP_003009535.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	32.595	316	329
WP_003009535.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	31.975	319	329
WP_003009535.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	30.149	335	329
WP_003009535.1	lcl|NZ_JAJSDI010000104.1_cds_WP_002064390.1_48	31.922	307	329
WP_003009535.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	30.341	323	329
WP_003009535.1	lcl|NZ_JAJSDI010000397.1_cds_WP_000709511.1_2161	29.003	331	329
WP_003009535.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000601375.1_619	25.993	277	329
WP_003009535.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001067557.1_579	28.105	306	329
WP_003009535.1	lcl|NZ_JAJSDI010000695.1_cds_WP_000688698.1_3204	27.811	338	329
WP_003009535.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	26.101	318	329
WP_003009535.1	lcl|NZ_JAJSDI010000513.1_cds_WP_240831184.1_2670	27.899	276	329
WP_003009535.1	lcl|NZ_JAJSDI010000250.1_cds_WP_240831063.1_1341	27.273	275	329
WP_003009535.1	lcl|NZ_JAJSDI010000247.1_cds_WP_240831060.1_1312	27.559	254	329
