WP_003009553.1	lcl|NZ_JADDXO010000032.1_cds_WP_002725873.1_2287	92.473	93	106
WP_003009527.1	lcl|NZ_JADDXO010000032.1_cds_WP_061209188.1_2286	92.308	312	321
WP_003009527.1	lcl|NZ_JADDXO010000080.1_cds_WP_061208146.1_3094	22.154	325	321
WP_003009527.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209097.1_563	20.863	278	321
WP_003009527.1	lcl|NZ_JADDXO010000056.1_cds_WP_011671706.1_2611	22.776	281	321
WP_003009527.1	lcl|NZ_JADDXO010000174.1_cds_WP_061208650.1_1079	23.939	330	321
WP_003009527.1	lcl|NZ_JADDXO010000029.1_cds_WP_002729504.1_2234	25.000	104	321
WP_003009869.1	lcl|NZ_JADDXO010000073.1_cds_WP_002750963.1_2901	34.932	146	185
WP_003009535.1	lcl|NZ_JADDXO010000032.1_cds_WP_061208754.1_2282	32.335	334	329
WP_003009535.1	lcl|NZ_JADDXO010000080.1_cds_WP_061208146.1_3094	31.329	316	329
WP_003009535.1	lcl|NZ_JADDXO010000056.1_cds_WP_011671706.1_2611	29.940	334	329
WP_003009535.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209097.1_563	30.769	299	329
WP_003009535.1	lcl|NZ_JADDXO010000174.1_cds_WP_061208650.1_1079	30.769	312	329
WP_003009535.1	lcl|NZ_JADDXO010000029.1_cds_WP_002729504.1_2234	27.711	332	329
WP_003009535.1	lcl|NZ_JADDXO010000076.1_cds_WP_061207995.1_3027	30.128	312	329
WP_003009535.1	lcl|NZ_JADDXO010000174.1_cds_WP_002754065.1_1076	28.399	331	329
WP_003009535.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208029.1_2579	23.881	268	329
WP_003009535.1	lcl|NZ_JADDXO010000032.1_cds_WP_061209188.1_2286	25.079	315	329
WP_003009535.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208022.1_2587	27.174	276	329
WP_003009535.1	lcl|NZ_JADDXO010000206.1_cds_WP_002751102.1_1524	27.737	274	329
WP_003009535.1	lcl|NZ_JADDXO010000016.1_cds_IQA74_RS00840_983	29.801	151	329
