WP_003009553.1	lcl|NZ_CP092681.1_cds_WP_000340715.1_2144	91.398	93	106
WP_003009527.1	lcl|NZ_CP092681.1_cds_WP_000410273.1_2143	90.764	314	321
WP_003009527.1	lcl|NZ_CP092681.1_cds_WP_000646250.1_2140	27.239	268	321
WP_003009527.1	lcl|NZ_CP092681.1_cds_WP_000744700.1_46	22.769	325	321
WP_003009527.1	lcl|NZ_CP092681.1_cds_WP_000723090.1_2074	22.887	284	321
WP_003009527.1	lcl|NZ_CP092681.1_cds_WP_001067557.1_2137	25.382	327	321
WP_003009854.1	lcl|NZ_CP092681.1_cds_WP_000604522.1_2142	84.384	365	365
WP_003009869.1	lcl|NZ_CP092681.1_cds_WP_000884059.1_2141	91.892	185	185
WP_003009869.1	lcl|NZ_CP092681.1_cds_WP_000351733.1_1789	38.571	140	185
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000646250.1_2140	92.097	329	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000744700.1_46	32.595	316	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000723090.1_2074	30.448	335	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_174977706.1_3116	32.248	307	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000649924.1_205	30.341	323	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000709513.1_3126	29.003	331	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_001067557.1_2137	28.105	306	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000688696.1_3096	27.811	338	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000410273.1_2143	26.101	318	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000475904.1_2091	27.899	276	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_137108400.1_1581	27.636	275	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_149767377.1_3367	25.904	332	329
WP_003009535.1	lcl|NZ_CP092681.1_cds_WP_000378097.1_2120	25.581	172	329
WP_003009795.1	lcl|NZ_CP092681.1_cds_WP_149792550.1_2139	81.273	267	267
WP_003009795.1	lcl|NZ_CP092681.1_cds_WP_000667723.1_3072	28.866	194	267
WP_003009795.1	lcl|NZ_CP092681.1_cds_WP_000842260.1_2073	26.316	190	267
WP_003009795.1	lcl|NZ_CP092681.1_cds_WP_000805357.1_425	33.735	83	267
WP_003009515.1	lcl|NZ_CP092681.1_cds_WP_000612794.1_2138	87.402	508	509
WP_003009515.1	lcl|NZ_CP092681.1_cds_WP_137108407.1_1505	26.349	315	509
WP_003009515.1	lcl|NZ_CP092681.1_cds_WP_000364507.1_1506	26.316	114	509
WP_003009515.1	lcl|NZ_CP092681.1_cds_WP_000612794.1_2138	87.402	508	509
WP_003009515.1	lcl|NZ_CP092681.1_cds_WP_137108407.1_1505	26.349	315	509
WP_003009515.1	lcl|NZ_CP092681.1_cds_WP_000364507.1_1506	26.316	114	509
WP_003009505.1	lcl|NZ_CP092681.1_cds_WP_001067557.1_2137	92.121	330	330
WP_003009505.1	lcl|NZ_CP092681.1_cds_WP_000646250.1_2140	27.869	305	330
WP_003009505.1	lcl|NZ_CP092681.1_cds_WP_174977706.1_3116	25.912	274	330
