WP_003009553.1	lcl|NZ_AHMG02000001.1_cds_WP_000340715.1_3947	91.398	93	106
WP_003009527.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	90.764	314	321
WP_003009527.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	27.239	268	321
WP_003009527.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	22.769	325	321
WP_003009527.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	22.222	261	321
WP_003009527.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	22.615	283	321
WP_003009527.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	25.382	327	321
WP_003009854.1	lcl|NZ_AHMG02000001.1_cds_WP_001967810.1_3949	84.110	365	365
WP_003009869.1	lcl|NZ_AHMG02000001.1_cds_WP_000884059.1_3950	91.892	185	185
WP_003009869.1	lcl|NZ_AHMG02000027.1_cds_WP_000351733.1_2469	38.571	140	185
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	92.097	329	329
WP_003009535.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	32.595	316	329
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	30.448	335	329
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_000699346.1_3965	31.157	337	329
WP_003009535.1	lcl|NZ_AHMG02000069.1_cds_WP_001984071.1_465	32.248	307	329
WP_003009535.1	lcl|NZ_AHMG02000021.1_cds_WP_000649923.1_2879	30.341	323	329
WP_003009535.1	lcl|NZ_AHMG02000069.1_cds_WP_000709513.1_454	29.003	331	329
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	28.105	306	329
WP_003009535.1	lcl|NZ_AHMG02000069.1_cds_WP_000688696.1_485	27.811	338	329
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	26.101	318	329
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_000475904.1_4008	27.899	276	329
WP_003009535.1	lcl|NZ_AHMG02000014.1_cds_WP_001074785.1_3294	27.636	275	329
WP_003009535.1	lcl|NZ_AHMG02000016.1_cds_WP_001003557.1_3150	25.904	332	329
WP_003009535.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	26.728	217	329
WP_003009795.1	lcl|NZ_AHMG02000001.1_cds_WP_000774256.1_3952	82.397	267	267
WP_003009795.1	lcl|NZ_AHMG02000040.1_cds_WP_000667727.1_2026	28.866	194	267
WP_003009795.1	lcl|NZ_AHMG02000001.1_cds_WP_000842260.1_4026	26.316	190	267
WP_003009795.1	lcl|NZ_AHMG02000040.1_cds_WP_000805359.1_2008	34.940	83	267
WP_003009515.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	87.402	508	509
WP_003009515.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	26.032	315	509
WP_003009515.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	26.316	114	509
WP_003009515.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	87.402	508	509
WP_003009515.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	26.032	315	509
WP_003009515.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	26.316	114	509
WP_003009505.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	92.424	330	330
