WP_003009553.1	lcl|NZ_AFJK02000004.1_cds_WP_000340715.1_3791	91.398	93	106
WP_003009527.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	90.764	314	321
WP_003009527.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	27.239	268	321
WP_003009527.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	22.769	325	321
WP_003009527.1	lcl|NZ_AFJK02000004.1_cds_WP_001033107.1_3765	22.222	261	321
WP_003009527.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	22.615	283	321
WP_003009527.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	25.382	327	321
WP_003009854.1	lcl|NZ_AFJK02000004.1_cds_WP_001967810.1_3789	84.110	365	365
WP_003009869.1	lcl|NZ_AFJK02000004.1_cds_WP_000884059.1_3788	91.892	185	185
WP_003009869.1	lcl|NZ_AFJK02000027.1_cds_WP_000351733.1_2325	38.571	140	185
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	92.097	329	329
WP_003009535.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	32.595	316	329
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	30.448	335	329
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_000699346.1_3773	31.157	337	329
WP_003009535.1	lcl|NZ_AFJK02000012.1_cds_WP_001984071.1_3225	32.248	307	329
WP_003009535.1	lcl|NZ_AFJK02000058.1_cds_WP_000649923.1_563	30.341	323	329
WP_003009535.1	lcl|NZ_AFJK02000031.1_cds_WP_000709513.1_2041	29.003	331	329
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	28.105	306	329
WP_003009535.1	lcl|NZ_AFJK02000012.1_cds_WP_000688696.1_3245	27.811	338	329
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_000410273.1_3790	26.101	318	329
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_000475904.1_3730	27.899	276	329
WP_003009535.1	lcl|NZ_AFJK02000053.1_cds_WP_001074785.1_919	27.636	275	329
WP_003009535.1	lcl|NZ_AFJK02000048.1_cds_WP_001003557.1_1406	25.904	332	329
WP_003009535.1	lcl|NZ_AFJK02000004.1_cds_WP_001033107.1_3765	26.728	217	329
WP_003009795.1	lcl|NZ_AFJK02000004.1_cds_WP_000774256.1_3786	82.397	267	267
WP_003009795.1	lcl|NZ_AFJK02000065.1_cds_WP_000667727.1_54	28.866	194	267
WP_003009795.1	lcl|NZ_AFJK02000004.1_cds_WP_000842260.1_3712	26.316	190	267
WP_003009795.1	lcl|NZ_AFJK02000050.1_cds_WP_000805359.1_1293	34.940	83	267
WP_003009515.1	lcl|NZ_AFJK02000004.1_cds_WP_000612794.1_3785	87.402	508	509
WP_003009515.1	lcl|NZ_AFJK02000053.1_cds_WP_000291586.1_992	26.032	315	509
WP_003009515.1	lcl|NZ_AFJK02000053.1_cds_WP_000364507.1_991	26.316	114	509
WP_003009515.1	lcl|NZ_AFJK02000004.1_cds_WP_000612794.1_3785	87.402	508	509
WP_003009515.1	lcl|NZ_AFJK02000053.1_cds_WP_000291586.1_992	26.032	315	509
WP_003009515.1	lcl|NZ_AFJK02000053.1_cds_WP_000364507.1_991	26.316	114	509
WP_003009505.1	lcl|NZ_AFJK02000004.1_cds_WP_001067556.1_3784	92.424	330	330
WP_003009505.1	lcl|NZ_AFJK02000004.1_cds_WP_000646250.1_3787	27.869	305	330
WP_003009505.1	lcl|NZ_AFJK02000012.1_cds_WP_001984071.1_3225	25.912	274	330
WP_003009505.1	lcl|NZ_AFJK02000058.1_cds_WP_000744700.1_725	27.532	316	330
WP_003009505.1	lcl|NZ_AFJK02000048.1_cds_WP_001003557.1_1406	29.555	247	330
WP_003009505.1	lcl|NZ_AFJK02000004.1_cds_WP_000699346.1_3773	29.302	215	330
WP_003009505.1	lcl|NZ_AFJK02000004.1_cds_WP_000723092.1_3713	23.193	332	330
WP_003009505.1	lcl|NZ_AFJK02000012.1_cds_WP_000688696.1_3245	25.339	221	330
WP_003009505.1	lcl|NZ_AFJK02000058.1_cds_WP_000649923.1_563	28.295	258	330
WP_003009505.1	lcl|NZ_AFJK02000053.1_cds_WP_001074785.1_919	27.962	211	330
WP_003009505.1	lcl|NZ_AFJK02000031.1_cds_WP_000709513.1_2041	30.464	151	330
WP_003009505.1	lcl|NZ_AFJK02000025.1_cds_WP_000690044.1_2508	35.211	71	330
WP_003009505.1	lcl|NZ_AFJK02000028.1_cds_WP_000457972.1_2141	25.000	128	330
WP_003009804.1	lcl|NZ_AFJK02000004.1_cds_WP_000776640.1_3783	68.401	538	538
WP_003009804.1	lcl|NZ_AFJK02000004.1_cds_WP_000776640.1_3783	68.401	538	538
WP_003009317.1	lcl|NZ_AFJK02000004.1_cds_WP_000424609.1_3782	93.939	264	265
WP_003009317.1	lcl|NZ_AFJK02000032.1_cds_WP_001002663.1_2019	41.152	243	265
WP_003009317.1	lcl|NZ_AFJK02000024.1_cds_WP_001183723.1_2777	27.746	173	265
WP_003009459.1	lcl|NZ_AFJK02000004.1_cds_WP_002074065.1_3781	88.387	310	310
WP_003009459.1	lcl|NZ_AFJK02000004.1_cds_WP_000501205.1_3948	36.634	303	310
WP_003009459.1	lcl|NZ_AFJK02000024.1_cds_WP_001183723.1_2777	28.114	281	310
WP_003009459.1	lcl|NZ_AFJK02000027.1_cds_WP_000279894.1_2253	27.820	133	310
WP_003009459.1	lcl|NZ_AFJK02000004.1_cds_WP_002074065.1_3781	88.387	310	310
WP_003009459.1	lcl|NZ_AFJK02000004.1_cds_WP_000501205.1_3948	36.634	303	310
WP_003009459.1	lcl|NZ_AFJK02000024.1_cds_WP_001183723.1_2777	28.114	281	310
WP_003009459.1	lcl|NZ_AFJK02000027.1_cds_WP_000279894.1_2253	27.820	133	310
WP_003009745.1	lcl|NZ_AFJK02000004.1_cds_WP_000479986.1_3780	90.909	264	264
WP_036096976.1	lcl|NZ_AFJK02000004.1_cds_WP_000715957.1_3779	83.721	129	130
WP_003009905.1	lcl|NZ_AFJK02000004.1_cds_WP_001088861.1_3778	81.250	144	145
WP_003009905.1	lcl|NZ_AFJK02000010.1_cds_WP_000360599.1_3338	30.263	76	145
WP_003009905.1	lcl|NZ_AFJK02000007.1_cds_WP_002069656.1_3525	39.286	56	145
WP_036096974.1	lcl|NZ_AFJK02000004.1_cds_WP_000517242.1_3777	89.140	221	221
WP_036096974.1	lcl|NZ_AFJK02000004.1_cds_WP_001069830.1_3929	29.358	109	221
WP_036096974.1	lcl|NZ_AFJK02000058.1_cds_WP_001079442.1_696	23.077	78	221
