WP_003009553.1	lcl|NZ_JQOT01000041.1_cds_WP_000340715.1_1230	91.398	93	106
WP_003009527.1	lcl|NZ_JQOT01000041.1_cds_WP_000410273.1_1231	90.764	314	321
WP_003009527.1	lcl|NZ_JQOT01000041.1_cds_WP_002122769.1_1234	27.239	268	321
WP_003009527.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	22.769	325	321
WP_003009527.1	lcl|NZ_JQOT01000041.1_cds_WP_001033107.1_1256	22.222	261	321
WP_003009527.1	lcl|NZ_JQOT01000203.1_cds_WP_000723091.1_3809	23.239	284	321
WP_003009527.1	lcl|NZ_JQOT01000041.1_cds_WP_001067556.1_1237	25.382	327	321
WP_003009527.1	lcl|NZ_JQOT01000061.1_cds_WP_025184291.1_1794	23.923	209	321
WP_003009854.1	lcl|NZ_JQOT01000041.1_cds_WP_001967810.1_1232	84.110	365	365
WP_003009869.1	lcl|NZ_JQOT01000041.1_cds_WP_000884059.1_1233	91.892	185	185
WP_003009869.1	lcl|NZ_JQOT01000076.1_cds_WP_000351733.1_2170	38.571	140	185
WP_003009535.1	lcl|NZ_JQOT01000041.1_cds_WP_002122769.1_1234	91.793	329	329
WP_003009535.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	32.595	316	329
WP_003009535.1	lcl|NZ_JQOT01000203.1_cds_WP_000723091.1_3809	30.746	335	329
WP_003009535.1	lcl|NZ_JQOT01000041.1_cds_WP_000699346.1_1248	31.157	337	329
WP_003009535.1	lcl|NZ_JQOT01000061.1_cds_WP_025184291.1_1794	32.248	307	329
WP_003009535.1	lcl|NZ_JQOT01000032.1_cds_WP_000649924.1_1113	30.341	323	329
WP_003009535.1	lcl|NZ_JQOT01000205.1_cds_WP_000709511.1_3817	29.003	331	329
WP_003009535.1	lcl|NZ_JQOT01000041.1_cds_WP_001067556.1_1237	28.105	306	329
WP_003009535.1	lcl|NZ_JQOT01000061.1_cds_WP_061226135.1_1814	27.811	338	329
WP_003009535.1	lcl|NZ_JQOT01000041.1_cds_WP_000410273.1_1231	26.101	318	329
WP_003009535.1	lcl|NZ_JQOT01000041.1_cds_WP_000475904.1_1291	27.899	276	329
WP_003009535.1	lcl|NZ_JQOT01000112.1_cds_WP_001074785.1_2896	27.636	275	329
WP_003009535.1	lcl|NZ_JQOT01000013.1_cds_WP_001003557.1_534	25.904	332	329
WP_003009535.1	lcl|NZ_JQOT01000041.1_cds_WP_001033107.1_1256	26.728	217	329
WP_003009795.1	lcl|NZ_JQOT01000041.1_cds_WP_000774263.1_1235	81.273	267	267
WP_003009795.1	lcl|NZ_JQOT01000016.1_cds_WP_000667727.1_558	28.866	194	267
WP_003009795.1	lcl|NZ_JQOT01000203.1_cds_WP_000842260.1_3808	26.316	190	267
WP_003009795.1	lcl|NZ_JQOT01000025.1_cds_WP_000805357.1_782	33.735	83	267
WP_003009515.1	lcl|NZ_JQOT01000041.1_cds_WP_025180802.1_1236	87.402	508	509
WP_003009515.1	lcl|NZ_JQOT01000079.1_cds_WP_000291586.1_2327	26.032	315	509
WP_003009515.1	lcl|NZ_JQOT01000079.1_cds_WP_000364507.1_2326	26.316	114	509
WP_003009515.1	lcl|NZ_JQOT01000041.1_cds_WP_025180802.1_1236	87.402	508	509
WP_003009515.1	lcl|NZ_JQOT01000079.1_cds_WP_000291586.1_2327	26.032	315	509
WP_003009515.1	lcl|NZ_JQOT01000079.1_cds_WP_000364507.1_2326	26.316	114	509
WP_003009505.1	lcl|NZ_JQOT01000041.1_cds_WP_001067556.1_1237	92.424	330	330
WP_003009505.1	lcl|NZ_JQOT01000041.1_cds_WP_002122769.1_1234	27.869	305	330
WP_003009505.1	lcl|NZ_JQOT01000061.1_cds_WP_025184291.1_1794	25.912	274	330
WP_003009505.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	27.215	316	330
WP_003009505.1	lcl|NZ_JQOT01000013.1_cds_WP_001003557.1_534	29.555	247	330
WP_003009505.1	lcl|NZ_JQOT01000041.1_cds_WP_000699346.1_1248	29.302	215	330
WP_003009505.1	lcl|NZ_JQOT01000203.1_cds_WP_000723091.1_3809	22.892	332	330
WP_003009505.1	lcl|NZ_JQOT01000061.1_cds_WP_061226135.1_1814	25.792	221	330
WP_003009505.1	lcl|NZ_JQOT01000032.1_cds_WP_000649924.1_1113	28.295	258	330
WP_003009505.1	lcl|NZ_JQOT01000112.1_cds_WP_001074785.1_2896	27.962	211	330
WP_003009505.1	lcl|NZ_JQOT01000205.1_cds_WP_000709511.1_3817	30.464	151	330
WP_003009505.1	lcl|NZ_JQOT01000148.1_cds_WP_000690042.1_3393	35.211	71	330
WP_003009505.1	lcl|NZ_JQOT01000044.1_cds_WP_000457972.1_1380	25.000	128	330
WP_003009804.1	lcl|NZ_JQOT01000041.1_cds_WP_000776640.1_1238	68.401	538	538
WP_003009804.1	lcl|NZ_JQOT01000041.1_cds_WP_000776640.1_1238	68.401	538	538
WP_003009317.1	lcl|NZ_JQOT01000041.1_cds_WP_000424609.1_1239	93.939	264	265
WP_003009317.1	lcl|NZ_JQOT01000090.1_cds_WP_001002663.1_2540	41.152	243	265
WP_003009317.1	lcl|NZ_JQOT01000161.1_cds_WP_001183723.1_3524	27.746	173	265
WP_003009459.1	lcl|NZ_JQOT01000041.1_cds_WP_025180724.1_1240	87.097	310	310
WP_003009459.1	lcl|NZ_JQOT01000113.1_cds_WP_000501205.1_2916	36.634	303	310
WP_003009459.1	lcl|NZ_JQOT01000161.1_cds_WP_001183723.1_3524	28.114	281	310
WP_003009459.1	lcl|NZ_JQOT01000066.1_cds_WP_000279894.1_1982	27.820	133	310
WP_003009459.1	lcl|NZ_JQOT01000041.1_cds_WP_025180724.1_1240	87.097	310	310
WP_003009459.1	lcl|NZ_JQOT01000113.1_cds_WP_000501205.1_2916	36.634	303	310
WP_003009459.1	lcl|NZ_JQOT01000161.1_cds_WP_001183723.1_3524	28.114	281	310
WP_003009459.1	lcl|NZ_JQOT01000066.1_cds_WP_000279894.1_1982	27.820	133	310
WP_003009745.1	lcl|NZ_JQOT01000041.1_cds_WP_000479980.1_1241	90.152	264	264
WP_036096976.1	lcl|NZ_JQOT01000041.1_cds_WP_000715958.1_1242	83.721	129	130
WP_003009905.1	lcl|NZ_JQOT01000041.1_cds_WP_001088863.1_1243	81.250	144	145
WP_003009905.1	lcl|NZ_JQOT01000005.1_cds_WP_000360600.1_194	30.263	76	145
WP_003009905.1	lcl|NZ_JQOT01000002.1_cds_WP_002069656.1_27	39.286	56	145
WP_036096974.1	lcl|NZ_JQOT01000041.1_cds_WP_000517243.1_1244	88.688	221	221
WP_036096974.1	lcl|NZ_JQOT01000169.1_cds_WP_001069832.1_3612	28.440	109	221
WP_036096974.1	lcl|NZ_JQOT01000040.1_cds_WP_001082180.1_1186	23.077	78	221
WP_003009428.1	lcl|NZ_JQOT01000253.1_cds_WP_061226447.1_3953	30.488	328	664
WP_003009428.1	lcl|NZ_JQOT01000033.1_cds_WP_000529868.1_1129	28.019	207	664
WP_003009848.1	lcl|NZ_JQOT01000041.1_cds_WP_001028949.1_1257	27.273	385	393
WP_003009848.1	lcl|NZ_JQOT01000041.1_cds_WP_000795980.1_1259	22.539	386	393
WP_003009848.1	lcl|NZ_JQOT01000169.1_cds_WP_000347676.1_3611	26.971	241	393
WP_003009848.1	lcl|NZ_JQOT01000054.1_cds_WP_000402846.1_1624	22.363	237	393
WP_003009848.1	lcl|NZ_JQOT01000041.1_cds_WP_001283954.1_1280	29.286	140	393
WP_003009848.1	lcl|NZ_JQOT01000041.1_cds_WP_001192773.1_1247	26.866	134	393
WP_003009848.1	lcl|NZ_JQOT01000040.1_cds_WP_001082180.1_1186	25.414	181	393
WP_003009953.1	lcl|NZ_JQOT01000041.1_cds_WP_000697807.1_1258	45.399	163	177
WP_003009953.1	lcl|NZ_JQOT01000032.1_cds_WP_001206947.1_989	28.169	142	177
WP_003009592.1	lcl|NZ_JQOT01000041.1_cds_WP_000795980.1_1259	37.897	409	407
WP_003009592.1	lcl|NZ_JQOT01000169.1_cds_WP_000347676.1_3611	25.333	225	407
WP_003009592.1	lcl|NZ_JQOT01000041.1_cds_WP_001028949.1_1257	23.767	223	407
WP_003009592.1	lcl|NZ_JQOT01000040.1_cds_WP_001082180.1_1186	25.309	162	407
WP_036096972.1	lcl|NZ_JQOT01000011.1_cds_WP_000043153.1_372	27.530	247	241
WP_036096972.1	lcl|NZ_JQOT01000085.1_cds_WP_000998676.1_2471	25.862	232	241
WP_036096972.1	lcl|NZ_JQOT01000002.1_cds_WP_000566240.1_30	26.776	183	241
WP_036096972.1	lcl|NZ_JQOT01000078.1_cds_WP_000653653.1_2265	25.098	255	241
WP_036096972.1	lcl|NZ_JQOT01000041.1_cds_WP_061226084.1_1278	30.526	95	241
WP_036096972.1	lcl|NZ_JQOT01000002.1_cds_WP_001968389.1_1	25.847	236	241
WP_036096972.1	lcl|NZ_JQOT01000041.1_cds_WP_000750438.1_1282	26.506	249	241
WP_036096972.1	lcl|NZ_JQOT01000112.1_cds_WP_000194183.1_2877	25.000	204	241
WP_036096972.1	lcl|NZ_JQOT01000113.1_cds_WP_061226296.1_2907	23.500	200	241
WP_036096972.1	lcl|NZ_JQOT01000107.1_cds_WP_000093664.1_2800	20.571	175	241
WP_230458349.1	lcl|NZ_JQOT01000041.1_cds_WP_000608679.1_1264	41.147	401	418
WP_230458349.1	lcl|NZ_JQOT01000041.1_cds_WP_000179390.1_1254	25.830	271	418
WP_003009503.1	lcl|NZ_JQOT01000087.1_cds_WP_000172209.1_2492	33.509	379	598
WP_003009503.1	lcl|NZ_JQOT01000128.1_cds_WP_000667646.1_3162	46.154	234	598
WP_003009503.1	lcl|NZ_JQOT01000032.1_cds_WP_000828456.1_1044	43.777	233	598
WP_003009503.1	lcl|NZ_JQOT01000041.1_cds_WP_001035839.1_1263	39.301	229	598
WP_003009503.1	lcl|NZ_JQOT01000013.1_cds_WP_001052498.1_461	31.933	238	598
WP_003009503.1	lcl|NZ_JQOT01000038.1_cds_WP_000510777.1_1176	33.476	233	598
WP_003009503.1	lcl|NZ_JQOT01000118.1_cds_WP_000942282.1_3015	27.984	243	598
WP_003009503.1	lcl|NZ_JQOT01000093.1_cds_WP_000536752.1_2579	31.193	218	598
WP_003009503.1	lcl|NZ_JQOT01000120.1_cds_WP_000619174.1_3036	30.041	243	598
WP_003009503.1	lcl|NZ_JQOT01000078.1_cds_WP_000603361.1_2254	29.279	222	598
WP_003009503.1	lcl|NZ_JQOT01000079.1_cds_WP_000047473.1_2321	27.536	207	598
WP_003009503.1	lcl|NZ_JQOT01000076.1_cds_WP_000666552.1_2149	29.565	230	598
WP_003009503.1	lcl|NZ_JQOT01000054.1_cds_WP_001161019.1_1669	28.889	225	598
WP_003009503.1	lcl|NZ_JQOT01000076.1_cds_WP_000433117.1_2201	26.991	226	598
WP_003009503.1	lcl|NZ_JQOT01000027.1_cds_WP_001982953.1_841	27.311	238	598
WP_003009503.1	lcl|NZ_JQOT01000076.1_cds_WP_001089499.1_2169	28.926	242	598
WP_003009503.1	lcl|NZ_JQOT01000049.1_cds_WP_000184524.1_1500	29.167	216	598
WP_003009503.1	lcl|NZ_JQOT01000004.1_cds_WP_001288326.1_158	26.471	238	598
WP_003009503.1	lcl|NZ_JQOT01000147.1_cds_WP_001141158.1_3389	30.508	236	598
WP_003009503.1	lcl|NZ_JQOT01000138.1_cds_WP_000598571.1_3290	27.935	247	598
WP_003009503.1	lcl|NZ_JQOT01000088.1_cds_WP_000054165.1_2509	24.074	216	598
WP_003009503.1	lcl|NZ_JQOT01000120.1_cds_WP_000218840.1_3035	26.339	224	598
WP_003009503.1	lcl|NZ_JQOT01000135.1_cds_WP_000136057.1_3230	24.336	226	598
WP_003009503.1	lcl|NZ_JQOT01000136.1_cds_WP_061226341.1_3254	25.439	228	598
WP_003009503.1	lcl|NZ_JQOT01000136.1_cds_WP_061226341.1_3254	26.728	217	598
WP_003009503.1	lcl|NZ_JQOT01000206.1_cds_WP_061226425.1_3825	28.049	164	598
WP_003009503.1	lcl|NZ_JQOT01000168.1_cds_WP_045192693.1_3600	25.490	153	598
WP_003009503.1	lcl|NZ_JQOT01000168.1_cds_WP_045192693.1_3600	25.510	196	598
WP_003009503.1	lcl|NZ_JQOT01000087.1_cds_WP_000172209.1_2492	33.509	379	598
WP_003009503.1	lcl|NZ_JQOT01000128.1_cds_WP_000667646.1_3162	46.154	234	598
WP_003009503.1	lcl|NZ_JQOT01000032.1_cds_WP_000828456.1_1044	43.777	233	598
WP_003009503.1	lcl|NZ_JQOT01000041.1_cds_WP_001035839.1_1263	39.301	229	598
WP_003009503.1	lcl|NZ_JQOT01000013.1_cds_WP_001052498.1_461	31.933	238	598
WP_003009503.1	lcl|NZ_JQOT01000038.1_cds_WP_000510777.1_1176	33.476	233	598
WP_003009503.1	lcl|NZ_JQOT01000118.1_cds_WP_000942282.1_3015	27.984	243	598
WP_003009503.1	lcl|NZ_JQOT01000093.1_cds_WP_000536752.1_2579	31.193	218	598
WP_003009503.1	lcl|NZ_JQOT01000120.1_cds_WP_000619174.1_3036	30.041	243	598
WP_003009503.1	lcl|NZ_JQOT01000078.1_cds_WP_000603361.1_2254	29.279	222	598
WP_003009503.1	lcl|NZ_JQOT01000079.1_cds_WP_000047473.1_2321	27.536	207	598
WP_003009503.1	lcl|NZ_JQOT01000076.1_cds_WP_000666552.1_2149	29.565	230	598
WP_003009503.1	lcl|NZ_JQOT01000054.1_cds_WP_001161019.1_1669	28.889	225	598
WP_003009503.1	lcl|NZ_JQOT01000076.1_cds_WP_000433117.1_2201	26.991	226	598
WP_003009503.1	lcl|NZ_JQOT01000027.1_cds_WP_001982953.1_841	27.311	238	598
WP_003009503.1	lcl|NZ_JQOT01000076.1_cds_WP_001089499.1_2169	28.926	242	598
WP_003009503.1	lcl|NZ_JQOT01000049.1_cds_WP_000184524.1_1500	29.167	216	598
WP_003009503.1	lcl|NZ_JQOT01000004.1_cds_WP_001288326.1_158	26.471	238	598
WP_003009503.1	lcl|NZ_JQOT01000147.1_cds_WP_001141158.1_3389	30.508	236	598
WP_003009503.1	lcl|NZ_JQOT01000138.1_cds_WP_000598571.1_3290	27.935	247	598
WP_003009503.1	lcl|NZ_JQOT01000088.1_cds_WP_000054165.1_2509	24.074	216	598
WP_003009503.1	lcl|NZ_JQOT01000120.1_cds_WP_000218840.1_3035	26.339	224	598
WP_003009503.1	lcl|NZ_JQOT01000135.1_cds_WP_000136057.1_3230	24.336	226	598
WP_003009503.1	lcl|NZ_JQOT01000136.1_cds_WP_061226341.1_3254	25.439	228	598
WP_003009503.1	lcl|NZ_JQOT01000136.1_cds_WP_061226341.1_3254	26.728	217	598
WP_003009503.1	lcl|NZ_JQOT01000206.1_cds_WP_061226425.1_3825	28.049	164	598
WP_003009503.1	lcl|NZ_JQOT01000168.1_cds_WP_045192693.1_3600	25.490	153	598
WP_003009503.1	lcl|NZ_JQOT01000168.1_cds_WP_045192693.1_3600	25.510	196	598
WP_003009636.1	lcl|NZ_JQOT01000041.1_cds_WP_000795980.1_1259	30.732	410	410
WP_003009636.1	lcl|NZ_JQOT01000041.1_cds_WP_001028949.1_1257	21.795	390	410
WP_003009636.1	lcl|NZ_JQOT01000169.1_cds_WP_000347676.1_3611	20.225	178	410
WP_003009636.1	lcl|NZ_JQOT01000040.1_cds_WP_001082180.1_1186	26.016	123	410
WP_003009401.1	lcl|NZ_JQOT01000031.1_cds_WP_000538755.1_977	37.464	347	365
WP_003009401.1	lcl|NZ_JQOT01000061.1_cds_WP_001281953.1_1830	28.571	378	365
WP_003009401.1	lcl|NZ_JQOT01000041.1_cds_WP_000172653.1_1266	29.211	380	365
WP_003009401.1	lcl|NZ_JQOT01000041.1_cds_WP_000331752.1_1260	31.773	299	365
WP_003009401.1	lcl|NZ_JQOT01000055.1_cds_WP_001982414.1_1743	23.577	369	365
WP_003009401.1	lcl|NZ_JQOT01000041.1_cds_JH02_RS06650_1301	31.405	121	365
WP_003009729.1	lcl|NZ_JQOT01000203.1_cds_WP_001159758.1_3811	41.111	180	176
WP_003009665.1	lcl|NZ_JQOT01000032.1_cds_WP_000649924.1_1113	26.994	326	317
WP_003009665.1	lcl|NZ_JQOT01000040.1_cds_WP_000744698.1_1215	27.044	318	317
