WP_003009553.1	lcl|NZ_JQPQ01000101.1_cds_WP_000340713.1_2362	90.323	93	106
WP_003009527.1	lcl|NZ_JQPQ01000101.1_cds_WP_000412665.1_2363	88.854	314	321
WP_003009527.1	lcl|NZ_JQPQ01000101.1_cds_WP_000699347.1_2367	25.413	303	321
WP_003009527.1	lcl|NZ_JQPQ01000001.1_cds_WP_000744700.1_44	22.769	325	321
WP_003009527.1	lcl|NZ_JQPQ01000101.1_cds_WP_000723077.1_2376	21.377	276	321
WP_003009527.1	lcl|NZ_JQPQ01000101.1_cds_WP_001168408.1_2401	23.171	328	321
WP_003009527.1	lcl|NZ_JQPQ01000157.1_cds_WP_000723090.1_3062	22.887	284	321
WP_003009869.1	lcl|NZ_JQPQ01000003.1_cds_WP_000351733.1_112	38.571	140	185
WP_003009535.1	lcl|NZ_JQPQ01000101.1_cds_WP_001168408.1_2401	33.333	321	329
WP_003009535.1	lcl|NZ_JQPQ01000101.1_cds_WP_000699347.1_2367	30.725	345	329
WP_003009535.1	lcl|NZ_JQPQ01000001.1_cds_WP_000744700.1_44	32.595	316	329
WP_003009535.1	lcl|NZ_JQPQ01000157.1_cds_WP_000723090.1_3062	30.448	335	329
WP_003009535.1	lcl|NZ_JQPQ01000101.1_cds_WP_000723077.1_2376	30.769	299	329
WP_003009535.1	lcl|NZ_JQPQ01000043.1_cds_WP_001984071.1_1115	32.248	307	329
WP_003009535.1	lcl|NZ_JQPQ01000076.1_cds_WP_000649923.1_1919	30.341	323	329
WP_003009535.1	lcl|NZ_JQPQ01000207.1_cds_WP_000709511.1_3568	29.003	331	329
WP_003009535.1	lcl|NZ_JQPQ01000043.1_cds_WP_000688695.1_1135	27.811	338	329
WP_003009535.1	lcl|NZ_JQPQ01000101.1_cds_WP_000697617.1_2424	24.315	292	329
WP_003009535.1	lcl|NZ_JQPQ01000101.1_cds_WP_000412665.1_2363	25.472	318	329
WP_003009535.1	lcl|NZ_JQPQ01000101.1_cds_WP_000377752.1_2422	25.714	350	329
WP_003009535.1	lcl|NZ_JQPQ01000038.1_cds_WP_001074781.1_1046	27.636	275	329
WP_003009535.1	lcl|NZ_JQPQ01000034.1_cds_WP_001003557.1_931	25.904	332	329
