WP_003009553.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277374.1_2144	91.398	93	106
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	90.127	314	321
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	23.864	264	321
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	25.478	314	321
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	22.154	325	321
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	22.456	285	321
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	24.402	209	321
WP_003009527.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	24.088	274	321
WP_003009854.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277378.1_2146	86.027	365	365
WP_003009869.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277380.1_2147	92.432	185	185
WP_003009869.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279211.1_466	39.286	140	185
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	92.401	329	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	31.962	316	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	28.940	349	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	30.267	337	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	31.613	310	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	30.599	317	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276492.1_1080	29.607	331	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	27.273	341	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	28.896	308	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	25.157	318	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277483.1_2220	26.295	251	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	27.899	276	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	27.523	218	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980533.1_3573	25.228	329	329
WP_003009535.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278388.1_3149	28.395	243	329
WP_003009535.1	lcl|NZ_JAKNBO010000006.1_cds_WP_240279681.1_3725	25.000	268	329
WP_003009795.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017214674.1_2149	81.648	267	267
WP_003009795.1	lcl|NZ_JAKNBO010000001.1_cds_WP_002178630.1_2238	26.984	189	267
WP_003009795.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276530.1_1133	29.787	188	267
WP_003009795.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278461.1_3235	33.735	83	267
WP_003009515.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277384.1_2150	87.230	509	509
WP_003009515.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004445115.1_2352	26.032	315	509
WP_003009515.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277607.1_2353	29.474	95	509
WP_003009515.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277384.1_2150	87.230	509	509
WP_003009515.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004445115.1_2352	26.032	315	509
WP_003009515.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277607.1_2353	29.474	95	509
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	92.424	330	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	29.412	255	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	25.912	274	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	27.899	276	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	25.000	348	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	29.767	215	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980533.1_3573	28.279	244	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	29.134	254	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	23.874	222	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	26.471	204	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	24.159	327	330
WP_003009505.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276492.1_1080	30.464	151	330
WP_003009505.1	lcl|NZ_JAKNBO010000006.1_cds_WP_240279681.1_3725	25.000	128	330
WP_003009804.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277391.1_2152	80.519	539	538
WP_003009804.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277391.1_2152	80.519	539	538
WP_003009317.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277392.1_2153	93.182	264	265
WP_003009317.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017215630.1_1673	41.975	243	265
WP_003009317.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278085.1_2799	28.324	173	265
WP_003009459.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277393.1_2154	88.710	310	310
WP_003009459.1	lcl|NZ_JAKNBO010000004.1_cds_WP_240279581.1_317	37.627	295	310
WP_003009459.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278085.1_2799	28.479	309	310
WP_003009459.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279248.1_534	27.068	133	310
WP_003009459.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277393.1_2154	88.710	310	310
WP_003009459.1	lcl|NZ_JAKNBO010000004.1_cds_WP_240279581.1_317	37.627	295	310
WP_003009459.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278085.1_2799	28.479	309	310
WP_003009459.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279248.1_534	27.068	133	310
WP_003009745.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277394.1_2155	89.773	264	264
WP_036096976.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004421278.1_2156	82.308	130	130
WP_003009905.1	lcl|NZ_JAKNBO010000001.1_cds_WP_061247709.1_2157	81.159	138	145
WP_003009905.1	lcl|NZ_JAKNBO010000006.1_cds_WP_002179702.1_3789	41.071	56	145
WP_003009905.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017215220.1_1069	28.947	76	145
WP_036096974.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004448464.1_2158	90.045	221	221
WP_036096974.1	lcl|NZ_JAKNBO010000004.1_cds_WP_240279602.1_336	29.358	109	221
WP_036096974.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276361.1_844	24.359	78	221
WP_003009428.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277789.1_2512	31.098	328	664
WP_003009428.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278588.1_3430	27.506	389	664
WP_003009428.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276480.1_1047	27.536	207	664
WP_003009848.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277419.1_2173	27.461	386	393
WP_003009848.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277423.1_2175	23.057	386	393
WP_003009848.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020981199.1_2190	28.049	246	393
WP_003009848.1	lcl|NZ_JAKNBO010000001.1_cds_WP_061247260.1_2535	23.581	229	393
WP_003009848.1	lcl|NZ_JAKNBO010000004.1_cds_WP_240279604.1_337	29.524	210	393
WP_003009848.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277398.1_2162	28.358	134	393
WP_003009953.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277421.1_2174	44.910	167	177
WP_003009953.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017215093.1_850	30.282	142	177
WP_003009592.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277423.1_2175	37.621	412	407
WP_003009592.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020981199.1_2190	23.860	285	407
WP_003009592.1	lcl|NZ_JAKNBO010000004.1_cds_WP_240279604.1_337	24.762	210	407
WP_003009592.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277419.1_2173	22.541	244	407
WP_036096972.1	lcl|NZ_JAKNBO010000001.1_cds_WP_061248652.1_3013	27.530	247	241
WP_036096972.1	lcl|NZ_JAKNBO010000006.1_cds_WP_002179721.1_3792	26.776	183	241
WP_036096972.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004419847.1_789	25.862	232	241
WP_036096972.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277269.1_2040	24.706	255	241
WP_036096972.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277452.1_2202	27.835	97	241
WP_036096972.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277455.1_2204	25.506	247	241
WP_036096972.1	lcl|NZ_JAKNBO010000006.1_cds_WP_061247749.1_3763	25.847	236	241
