WP_003009553.1	lcl|NZ_JQQI01000044.1_cds_WP_000340715.1_1071	91.398	93	106
WP_003009527.1	lcl|NZ_JQQI01000044.1_cds_WP_000410268.1_1070	90.764	314	321
WP_003009527.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	22.222	279	321
WP_003009527.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	22.769	325	321
WP_003009527.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	22.887	284	321
WP_003009527.1	lcl|NZ_JQQI01000044.1_cds_WP_000567886.1_1015	23.009	226	321
WP_003009869.1	lcl|NZ_JQQI01000015.1_cds_WP_000351733.1_379	38.571	140	185
WP_003009869.1	lcl|NZ_JQQI01000044.1_cds_WP_001047906.1_1037	34.463	177	185
WP_003009535.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	32.399	321	329
WP_003009535.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	32.595	316	329
WP_003009535.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	30.149	335	329
WP_003009535.1	lcl|NZ_JQQI01000134.1_cds_WP_002064390.1_2755	31.922	307	329
WP_003009535.1	lcl|NZ_JQQI01000090.1_cds_WP_000649924.1_1979	30.341	323	329
WP_003009535.1	lcl|NZ_JQQI01000044.1_cds_WP_000567886.1_1015	29.508	305	329
WP_003009535.1	lcl|NZ_JQQI01000079.1_cds_WP_000709511.1_1735	29.003	331	329
WP_003009535.1	lcl|NZ_JQQI01000052.1_cds_WP_000688698.1_1174	27.811	338	329
WP_003009535.1	lcl|NZ_JQQI01000044.1_cds_WP_000410268.1_1070	25.786	318	329
WP_003009535.1	lcl|NZ_JQQI01000044.1_cds_WP_002183330.1_1012	26.667	240	329
WP_003009535.1	lcl|NZ_JQQI01000001.1_cds_WP_001074779.1_22	27.273	275	329
WP_003009535.1	lcl|NZ_JQQI01000018.1_cds_WP_002105505.1_496	25.602	332	329
WP_003009795.1	lcl|NZ_JQQI01000044.1_cds_WP_000043899.1_1016	27.586	232	267
