WP_003009553.1	lcl|NZ_JQRS01000042.1_cds_WP_061249343.1_1944	97.849	93	106
WP_003009527.1	lcl|NZ_JQRS01000042.1_cds_WP_061249344.1_1945	91.195	318	321
WP_003009527.1	lcl|NZ_JQRS01000042.1_cds_WP_061249358.1_1968	23.770	244	321
WP_003009527.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	26.266	316	321
WP_003009527.1	lcl|NZ_JQRS01000002.1_cds_WP_020771927.1_131	24.383	324	321
WP_003009527.1	lcl|NZ_JQRS01000042.1_cds_WP_061249410.1_2034	22.064	281	321
WP_003009527.1	lcl|NZ_JQRS01000020.1_cds_WP_017808832.1_1304	25.346	217	321
WP_003009527.1	lcl|NZ_JQRS01000097.1_cds_WP_020775260.1_3318	20.118	338	321
WP_003009854.1	lcl|NZ_JQRS01000042.1_cds_WP_020774721.1_1946	87.945	365	365
WP_003009869.1	lcl|NZ_JQRS01000042.1_cds_WP_020774732.1_1947	95.676	185	185
WP_003009869.1	lcl|NZ_JQRS01000009.1_cds_WP_020772754.1_641	37.143	140	185
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	94.225	329	329
WP_003009535.1	lcl|NZ_JQRS01000002.1_cds_WP_020771927.1_131	31.329	316	329
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_061249410.1_2034	30.149	335	329
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_061249356.1_1962	30.861	337	329
WP_003009535.1	lcl|NZ_JQRS01000020.1_cds_WP_017808832.1_1304	31.949	313	329
WP_003009535.1	lcl|NZ_JQRS01000097.1_cds_WP_020775260.1_3318	27.976	336	329
WP_003009535.1	lcl|NZ_JQRS01000037.1_cds_WP_061249289.1_1827	30.915	317	329
WP_003009535.1	lcl|NZ_JQRS01000020.1_cds_WP_036042477.1_1294	29.412	323	329
WP_003009535.1	lcl|NZ_JQRS01000008.1_cds_WP_061248231.1_444	26.100	341	329
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_061249347.1_1951	27.778	306	329
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_061249344.1_1945	25.915	328	329
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_020772548.1_2017	27.083	240	329
WP_003009535.1	lcl|NZ_JQRS01000012.1_cds_WP_020773134.1_829	28.090	267	329
WP_003009535.1	lcl|NZ_JQRS01000042.1_cds_WP_061249358.1_1968	26.389	288	329
WP_003009535.1	lcl|NZ_JQRS01000063.1_cds_WP_061249631.1_2539	24.815	270	329
WP_003009535.1	lcl|NZ_JQRS01000005.1_cds_WP_020772455.1_264	25.000	268	329
WP_003009535.1	lcl|NZ_JQRS01000119.1_cds_WP_061250030.1_3492	28.980	245	329
WP_003009795.1	lcl|NZ_JQRS01000042.1_cds_WP_021064582.1_1949	86.517	267	267
WP_003009795.1	lcl|NZ_JQRS01000017.1_cds_WP_020773607.1_1183	30.570	193	267
WP_003009795.1	lcl|NZ_JQRS01000042.1_cds_WP_061249411.1_2035	26.316	190	267
WP_003009795.1	lcl|NZ_JQRS01000097.1_cds_WP_082761020.1_3317	25.510	196	267
WP_003009795.1	lcl|NZ_JQRS01000097.1_cds_WP_081605152.1_3309	33.735	83	267
WP_003009515.1	lcl|NZ_JQRS01000042.1_cds_WP_061249346.1_1950	93.124	509	509
WP_003009515.1	lcl|NZ_JQRS01000012.1_cds_WP_061248543.1_754	26.316	323	509
WP_003009515.1	lcl|NZ_JQRS01000012.1_cds_WP_061248545.1_755	25.833	120	509
WP_003009515.1	lcl|NZ_JQRS01000042.1_cds_WP_061249346.1_1950	93.124	509	509
WP_003009515.1	lcl|NZ_JQRS01000012.1_cds_WP_061248543.1_754	26.316	323	509
WP_003009515.1	lcl|NZ_JQRS01000012.1_cds_WP_061248545.1_755	25.833	120	509
WP_003009505.1	lcl|NZ_JQRS01000042.1_cds_WP_061249347.1_1951	96.061	330	330
WP_003009505.1	lcl|NZ_JQRS01000042.1_cds_WP_061249345.1_1948	27.541	305	330
WP_003009505.1	lcl|NZ_JQRS01000020.1_cds_WP_017808832.1_1304	26.812	276	330
