WP_003009553.1	lcl|NZ_AFJU01000037.1_cds_WP_000340715.1_3116	91.398	93	106
WP_003009527.1	lcl|NZ_AFJU01000037.1_cds_WP_000410273.1_3115	90.764	314	321
WP_003009527.1	lcl|NZ_AFJU01000037.1_cds_WP_000093099.1_3095	58.730	63	321
WP_003009527.1	lcl|NZ_AFJU01000037.1_cds_WP_000646250.1_3112	27.239	268	321
WP_003009527.1	lcl|NZ_AFJU01000126.1_cds_WP_000744700.1_1667	22.769	325	321
WP_003009527.1	lcl|NZ_AFJU01000037.1_cds_WP_000600889.1_3086	23.656	186	321
WP_003009527.1	lcl|NZ_AFJU01000037.1_cds_WP_000723090.1_3033	22.887	284	321
WP_003009527.1	lcl|NZ_AFJU01000037.1_cds_WP_001067557.1_3109	25.382	327	321
WP_003009854.1	lcl|NZ_AFJU01000037.1_cds_WP_000604524.1_3114	84.384	365	365
WP_003009869.1	lcl|NZ_AFJU01000037.1_cds_WP_000884059.1_3113	91.892	185	185
WP_003009869.1	lcl|NZ_AFJU01000044.1_cds_WP_000351733.1_2790	38.571	140	185
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000646250.1_3112	92.097	329	329
WP_003009535.1	lcl|NZ_AFJU01000126.1_cds_WP_000744700.1_1667	32.595	316	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000600889.1_3086	31.975	319	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000723090.1_3033	30.448	335	329
WP_003009535.1	lcl|NZ_AFJU01000158.1_cds_WP_001984071.1_1003	32.248	307	329
WP_003009535.1	lcl|NZ_AFJU01000287.1_cds_WP_000649925.1_221	30.341	323	329
WP_003009535.1	lcl|NZ_AFJU01000125.1_cds_WP_000709511.1_1700	29.003	331	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000601375.1_3059	25.993	277	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_001067557.1_3109	28.105	306	329
WP_003009535.1	lcl|NZ_AFJU01000060.1_cds_WP_000688695.1_2439	27.811	338	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000410273.1_3115	26.101	318	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000475904.1_3050	27.899	276	329
WP_003009535.1	lcl|NZ_AFJU01000120.1_cds_WP_001074785.1_1780	27.636	275	329
WP_003009535.1	lcl|NZ_AFJU01000148.1_cds_WP_001003555.1_1182	26.036	338	329
WP_003009535.1	lcl|NZ_AFJU01000037.1_cds_WP_000487322.1_3061	25.939	293	329
WP_003009795.1	lcl|NZ_AFJU01000037.1_cds_WP_000774262.1_3111	81.648	267	267
WP_003009795.1	lcl|NZ_AFJU01000037.1_cds_WP_000800438.1_3081	26.923	234	267
WP_003009795.1	lcl|NZ_AFJU01000037.1_cds_WP_000859505.1_3062	27.049	244	267
WP_003009795.1	lcl|NZ_AFJU01000083.1_cds_WP_000667727.1_2125	28.866	194	267
WP_003009795.1	lcl|NZ_AFJU01000037.1_cds_WP_000842260.1_3032	26.316	190	267
WP_003009795.1	lcl|NZ_AFJU01000026.1_cds_WP_000805357.1_3454	33.735	83	267
WP_003009515.1	lcl|NZ_AFJU01000037.1_cds_WP_000612797.1_3110	87.992	508	509
WP_003009515.1	lcl|NZ_AFJU01000144.1_cds_WP_000291591.1_1251	26.032	315	509
WP_003009515.1	lcl|NZ_AFJU01000144.1_cds_WP_000364507.1_1252	26.316	114	509
WP_003009515.1	lcl|NZ_AFJU01000037.1_cds_WP_000612797.1_3110	87.992	508	509
WP_003009515.1	lcl|NZ_AFJU01000144.1_cds_WP_000291591.1_1251	26.032	315	509
WP_003009515.1	lcl|NZ_AFJU01000144.1_cds_WP_000364507.1_1252	26.316	114	509
WP_003009505.1	lcl|NZ_AFJU01000037.1_cds_WP_001067557.1_3109	92.121	330	330
WP_003009505.1	lcl|NZ_AFJU01000037.1_cds_WP_000646250.1_3112	27.869	305	330
WP_003009505.1	lcl|NZ_AFJU01000158.1_cds_WP_001984071.1_1003	25.912	274	330
WP_003009505.1	lcl|NZ_AFJU01000037.1_cds_WP_000600889.1_3086	26.316	266	330
WP_003009505.1	lcl|NZ_AFJU01000126.1_cds_WP_000744700.1_1667	27.532	316	330
WP_003009505.1	lcl|NZ_AFJU01000148.1_cds_WP_001003555.1_1182	29.555	247	330
WP_003009505.1	lcl|NZ_AFJU01000037.1_cds_WP_000723090.1_3033	23.193	332	330
WP_003009505.1	lcl|NZ_AFJU01000060.1_cds_WP_000688695.1_2439	25.339	221	330
WP_003009505.1	lcl|NZ_AFJU01000287.1_cds_WP_000649925.1_221	28.295	258	330
WP_003009505.1	lcl|NZ_AFJU01000037.1_cds_WP_000601375.1_3059	25.746	268	330
WP_003009505.1	lcl|NZ_AFJU01000120.1_cds_WP_001074785.1_1780	27.962	211	330
WP_003009505.1	lcl|NZ_AFJU01000125.1_cds_WP_000709511.1_1700	30.464	151	330
WP_003009505.1	lcl|NZ_AFJU01000020.1_cds_WP_000690042.1_3618	35.211	71	330
WP_003009505.1	lcl|NZ_AFJU01000025.1_cds_WP_000457972.1_3496	25.000	128	330
WP_003009804.1	lcl|NZ_AFJU01000037.1_cds_WP_000689743.1_3106	37.316	544	538
WP_003009804.1	lcl|NZ_AFJU01000037.1_cds_WP_000689743.1_3106	37.316	544	538
WP_003009317.1	lcl|NZ_AFJU01000037.1_cds_WP_000342713.1_3105	67.170	265	265
WP_003009317.1	lcl|NZ_AFJU01000070.1_cds_WP_001002663.1_2306	41.152	243	265
WP_003009317.1	lcl|NZ_AFJU01000034.1_cds_WP_001183723.1_3235	27.746	173	265
WP_003009459.1	lcl|NZ_AFJU01000037.1_cds_WP_001246618.1_3104	84.839	310	310
WP_003009459.1	lcl|NZ_AFJU01000229.1_cds_WP_000501205.1_342	36.634	303	310
WP_003009459.1	lcl|NZ_AFJU01000034.1_cds_WP_001183723.1_3235	28.114	281	310
WP_003009459.1	lcl|NZ_AFJU01000110.1_cds_WP_000279894.1_1841	27.820	133	310
WP_003009459.1	lcl|NZ_AFJU01000037.1_cds_WP_001246618.1_3104	84.839	310	310
WP_003009459.1	lcl|NZ_AFJU01000229.1_cds_WP_000501205.1_342	36.634	303	310
WP_003009459.1	lcl|NZ_AFJU01000034.1_cds_WP_001183723.1_3235	28.114	281	310
WP_003009459.1	lcl|NZ_AFJU01000110.1_cds_WP_000279894.1_1841	27.820	133	310
WP_003009745.1	lcl|NZ_AFJU01000037.1_cds_WP_000479982.1_3103	89.773	264	264
WP_036096976.1	lcl|NZ_AFJU01000037.1_cds_WP_000715958.1_3102	83.721	129	130
WP_003009905.1	lcl|NZ_AFJU01000037.1_cds_WP_001088866.1_3101	81.944	144	145
WP_003009905.1	lcl|NZ_AFJU01000133.1_cds_WP_000360599.1_1506	30.263	76	145
WP_003009905.1	lcl|NZ_AFJU01000173.1_cds_WP_002069656.1_786	39.286	56	145
WP_036096974.1	lcl|NZ_AFJU01000037.1_cds_WP_000517242.1_3100	89.140	221	221
WP_036096974.1	lcl|NZ_AFJU01000061.1_cds_WP_001069834.1_2419	28.440	109	221
WP_036096974.1	lcl|NZ_AFJU01000126.1_cds_WP_001082180.1_1695	23.077	78	221
WP_003009428.1	lcl|NZ_AFJU01000297.1_cds_WP_000642921.1_28	30.488	328	664
WP_003009428.1	lcl|NZ_AFJU01000057.1_cds_WP_000529867.1_2475	28.019	207	664
WP_003009848.1	lcl|NZ_AFJU01000037.1_cds_WP_001015422.1_3098	25.558	403	393
WP_003009848.1	lcl|NZ_AFJU01000037.1_cds_WP_001206409.1_3090	27.500	160	393
WP_003009848.1	lcl|NZ_AFJU01000061.1_cds_WP_000347681.1_2418	28.571	210	393
WP_003009848.1	lcl|NZ_AFJU01000037.1_cds_WP_002082140.1_3074	26.000	250	393
WP_003009848.1	lcl|NZ_AFJU01000172.1_cds_WP_000402845.1_827	22.407	241	393
WP_003009848.1	lcl|NZ_AFJU01000037.1_cds_WP_000661932.1_3065	23.077	143	393
WP_003009848.1	lcl|NZ_AFJU01000126.1_cds_WP_001082180.1_1695	25.414	181	393
WP_003009953.1	lcl|NZ_AFJU01000037.1_cds_WP_000611594.1_3099	82.286	175	177
WP_003009953.1	lcl|NZ_AFJU01000161.1_cds_WP_001206947.1_972	28.169	142	177
WP_003009592.1	lcl|NZ_AFJU01000037.1_cds_WP_001015422.1_3098	90.226	399	407
WP_003009592.1	lcl|NZ_AFJU01000061.1_cds_WP_000347681.1_2418	25.472	212	407
WP_003009592.1	lcl|NZ_AFJU01000126.1_cds_WP_001082180.1_1695	25.309	162	407
WP_003009592.1	lcl|NZ_AFJU01000037.1_cds_WP_000661932.1_3065	23.358	137	407
WP_036096972.1	lcl|NZ_AFJU01000157.1_cds_WP_000043153.1_1033	27.530	247	241
