WP_003009553.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000340715.1_848	91.398	93	106
WP_003009527.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000410273.1_849	90.764	314	321
WP_003009527.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000093099.1_869	58.730	63	321
WP_003009527.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	27.239	268	321
WP_003009527.1	lcl|NZ_JAGGCG010000006.1_cds_WP_000744700.1_1020	22.769	325	321
WP_003009527.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000600889.1_878	23.656	186	321
WP_003009527.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000723090.1_931	22.887	284	321
WP_003009527.1	lcl|NZ_JAGGCG010000005.1_cds_WP_001067557.1_855	25.382	327	321
WP_003009854.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000604524.1_850	84.384	365	365
WP_003009869.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000884059.1_851	91.892	185	185
WP_003009869.1	lcl|NZ_JAGGCG010000002.1_cds_WP_000351733.1_435	38.571	140	185
WP_003009535.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	92.097	329	329
WP_003009535.1	lcl|NZ_JAGGCG010000006.1_cds_WP_000744700.1_1020	32.595	316	329
WP_003009535.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000600889.1_878	31.975	319	329
WP_003009535.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000723090.1_931	30.448	335	329
WP_003009535.1	lcl|NZ_JAGGCG010000029.1_cds_WP_001984071.1_2904	32.248	307	329
WP_003009535.1	lcl|NZ_JAGGCG010000009.1_cds_WP_000649925.1_1436	30.341	323	329
WP_003009535.1	lcl|NZ_JAGGCG010000060.1_cds_WP_000709511.1_3678	29.003	331	329
WP_003009535.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000601375.1_905	25.993	277	329
