WP_003009553.1	lcl|NZ_AFKC01000104.1_cds_WP_000340715.1_1707	91.398	93	106
WP_003009527.1	lcl|NZ_AFKC01000104.1_cds_WP_000410273.1_1706	90.764	314	321
WP_003009527.1	lcl|NZ_AFKC01000104.1_cds_WP_000093099.1_1686	58.730	63	321
WP_003009527.1	lcl|NZ_AFKC01000104.1_cds_WP_000646250.1_1703	27.239	268	321
WP_003009527.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	22.769	325	321
WP_003009527.1	lcl|NZ_AFKC01000104.1_cds_WP_000600889.1_1677	23.656	186	321
WP_003009527.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	22.887	284	321
WP_003009527.1	lcl|NZ_AFKC01000104.1_cds_WP_001067557.1_1700	25.382	327	321
WP_003009854.1	lcl|NZ_AFKC01000104.1_cds_WP_000604524.1_1705	84.384	365	365
WP_003009869.1	lcl|NZ_AFKC01000104.1_cds_WP_000884059.1_1704	91.892	185	185
WP_003009869.1	lcl|NZ_AFKC01000014.1_cds_WP_000351733.1_3508	38.571	140	185
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000646250.1_1703	92.097	329	329
WP_003009535.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	32.595	316	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000600889.1_1677	31.975	319	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	30.448	335	329
WP_003009535.1	lcl|NZ_AFKC01000126.1_cds_WP_001984071.1_1092	32.248	307	329
WP_003009535.1	lcl|NZ_AFKC01000163.1_cds_WP_000649925.1_488	30.341	323	329
WP_003009535.1	lcl|NZ_AFKC01000225.1_cds_WP_000709511.1_135	29.003	331	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000601375.1_1650	25.993	277	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_001067557.1_1700	28.105	306	329
WP_003009535.1	lcl|NZ_AFKC01000126.1_cds_WP_000688695.1_1112	27.811	338	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000410273.1_1706	26.101	318	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000475904.1_1641	27.899	276	329
WP_003009535.1	lcl|NZ_AFKC01000108.1_cds_WP_001074785.1_1577	27.636	275	329
WP_003009535.1	lcl|NZ_AFKC01000119.1_cds_WP_001003555.1_1320	26.036	338	329
WP_003009535.1	lcl|NZ_AFKC01000104.1_cds_WP_000487322.1_1652	25.939	293	329
WP_003009795.1	lcl|NZ_AFKC01000104.1_cds_WP_000774262.1_1702	81.648	267	267
WP_003009795.1	lcl|NZ_AFKC01000104.1_cds_WP_000800438.1_1672	26.923	234	267
WP_003009795.1	lcl|NZ_AFKC01000104.1_cds_WP_000859505.1_1653	27.049	244	267
WP_003009795.1	lcl|NZ_AFKC01000175.1_cds_WP_000667727.1_364	28.866	194	267
WP_003009795.1	lcl|NZ_AFKC01000104.1_cds_WP_000842260.1_1623	26.316	190	267
WP_003009795.1	lcl|NZ_AFKC01000161.1_cds_WP_000805357.1_526	33.735	83	267
WP_003009515.1	lcl|NZ_AFKC01000104.1_cds_WP_000612797.1_1701	87.992	508	509
WP_003009515.1	lcl|NZ_AFKC01000098.1_cds_WP_000291591.1_1827	26.032	315	509
WP_003009515.1	lcl|NZ_AFKC01000098.1_cds_WP_000364507.1_1826	26.316	114	509
WP_003009515.1	lcl|NZ_AFKC01000104.1_cds_WP_000612797.1_1701	87.992	508	509
WP_003009515.1	lcl|NZ_AFKC01000098.1_cds_WP_000291591.1_1827	26.032	315	509
WP_003009515.1	lcl|NZ_AFKC01000098.1_cds_WP_000364507.1_1826	26.316	114	509
WP_003009505.1	lcl|NZ_AFKC01000104.1_cds_WP_001067557.1_1700	92.121	330	330
WP_003009505.1	lcl|NZ_AFKC01000104.1_cds_WP_000646250.1_1703	27.869	305	330
WP_003009505.1	lcl|NZ_AFKC01000126.1_cds_WP_001984071.1_1092	25.912	274	330
WP_003009505.1	lcl|NZ_AFKC01000104.1_cds_WP_000600889.1_1677	26.316	266	330
WP_003009505.1	lcl|NZ_AFKC01000121.1_cds_WP_000744700.1_1275	27.532	316	330
WP_003009505.1	lcl|NZ_AFKC01000119.1_cds_WP_001003555.1_1320	29.555	247	330
WP_003009505.1	lcl|NZ_AFKC01000104.1_cds_WP_000723090.1_1624	23.193	332	330
WP_003009505.1	lcl|NZ_AFKC01000126.1_cds_WP_000688695.1_1112	25.339	221	330
WP_003009505.1	lcl|NZ_AFKC01000163.1_cds_WP_000649925.1_488	28.295	258	330
WP_003009505.1	lcl|NZ_AFKC01000104.1_cds_WP_000601375.1_1650	25.746	268	330
WP_003009505.1	lcl|NZ_AFKC01000108.1_cds_WP_001074785.1_1577	27.962	211	330
WP_003009505.1	lcl|NZ_AFKC01000225.1_cds_WP_000709511.1_135	30.464	151	330
WP_003009505.1	lcl|NZ_AFKC01000146.1_cds_WP_000690042.1_763	35.211	71	330
WP_003009505.1	lcl|NZ_AFKC01000116.1_cds_WP_000457972.1_1399	25.000	128	330
WP_003009804.1	lcl|NZ_AFKC01000104.1_cds_WP_000689743.1_1697	37.316	544	538
WP_003009804.1	lcl|NZ_AFKC01000104.1_cds_WP_000689743.1_1697	37.316	544	538
WP_003009317.1	lcl|NZ_AFKC01000104.1_cds_WP_000342713.1_1696	67.170	265	265
WP_003009317.1	lcl|NZ_AFKC01000224.1_cds_WP_001002663.1_143	41.152	243	265
WP_003009317.1	lcl|NZ_AFKC01000044.1_cds_WP_001183723.1_2483	27.746	173	265
WP_003009459.1	lcl|NZ_AFKC01000104.1_cds_WP_001246618.1_1695	84.839	310	310
WP_003009459.1	lcl|NZ_AFKC01000034.1_cds_WP_000501205.1_2805	36.634	303	310
WP_003009459.1	lcl|NZ_AFKC01000044.1_cds_WP_001183723.1_2483	28.114	281	310
WP_003009459.1	lcl|NZ_AFKC01000153.1_cds_WP_000279894.1_668	27.820	133	310
WP_003009459.1	lcl|NZ_AFKC01000104.1_cds_WP_001246618.1_1695	84.839	310	310
WP_003009459.1	lcl|NZ_AFKC01000034.1_cds_WP_000501205.1_2805	36.634	303	310
WP_003009459.1	lcl|NZ_AFKC01000044.1_cds_WP_001183723.1_2483	28.114	281	310
WP_003009459.1	lcl|NZ_AFKC01000153.1_cds_WP_000279894.1_668	27.820	133	310
WP_003009745.1	lcl|NZ_AFKC01000104.1_cds_WP_000479982.1_1694	89.773	264	264
WP_036096976.1	lcl|NZ_AFKC01000104.1_cds_WP_000715958.1_1693	83.721	129	130
WP_003009905.1	lcl|NZ_AFKC01000104.1_cds_WP_001088866.1_1692	81.944	144	145
WP_003009905.1	lcl|NZ_AFKC01000231.1_cds_WP_000360599.1_43	30.263	76	145
WP_003009905.1	lcl|NZ_AFKC01000122.1_cds_WP_002069656.1_1218	39.286	56	145
WP_036096974.1	lcl|NZ_AFKC01000104.1_cds_WP_000517242.1_1691	89.140	221	221
WP_036096974.1	lcl|NZ_AFKC01000227.1_cds_WP_001069834.1_108	28.440	109	221
WP_036096974.1	lcl|NZ_AFKC01000121.1_cds_WP_001082180.1_1247	23.077	78	221
WP_003009428.1	lcl|NZ_AFKC01000041.1_cds_WP_000642921.1_2598	30.488	328	664
WP_003009428.1	lcl|NZ_AFKC01000030.1_cds_WP_000529867.1_2884	28.019	207	664
WP_003009848.1	lcl|NZ_AFKC01000104.1_cds_WP_001015422.1_1689	25.558	403	393
WP_003009848.1	lcl|NZ_AFKC01000104.1_cds_WP_001206409.1_1681	27.500	160	393
WP_003009848.1	lcl|NZ_AFKC01000227.1_cds_WP_000347681.1_107	28.571	210	393
WP_003009848.1	lcl|NZ_AFKC01000104.1_cds_WP_002082140.1_1665	26.000	250	393
WP_003009848.1	lcl|NZ_AFKC01000033.1_cds_WP_000402845.1_2823	22.407	241	393
WP_003009848.1	lcl|NZ_AFKC01000104.1_cds_WP_000661932.1_1656	23.077	143	393
WP_003009848.1	lcl|NZ_AFKC01000121.1_cds_WP_001082180.1_1247	25.414	181	393
WP_003009953.1	lcl|NZ_AFKC01000104.1_cds_WP_000611594.1_1690	82.286	175	177
WP_003009953.1	lcl|NZ_AFKC01000065.1_cds_WP_001206947.1_2238	28.169	142	177
WP_003009592.1	lcl|NZ_AFKC01000104.1_cds_WP_001015422.1_1689	90.226	399	407
WP_003009592.1	lcl|NZ_AFKC01000227.1_cds_WP_000347681.1_107	25.472	212	407
WP_003009592.1	lcl|NZ_AFKC01000121.1_cds_WP_001082180.1_1247	25.309	162	407
WP_003009592.1	lcl|NZ_AFKC01000104.1_cds_WP_000661932.1_1656	23.358	137	407
WP_036096972.1	lcl|NZ_AFKC01000125.1_cds_WP_000043153.1_1141	27.530	247	241
WP_036096972.1	lcl|NZ_AFKC01000158.1_cds_WP_000998676.1_557	25.862	232	241
WP_036096972.1	lcl|NZ_AFKC01000122.1_cds_WP_000566240.1_1215	26.776	183	241
WP_036096972.1	lcl|NZ_AFKC01000031.1_cds_WP_000653653.1_2868	25.098	255	241
WP_036096972.1	lcl|NZ_AFKC01000122.1_cds_WP_001968389.1_1243	25.847	236	241
WP_036096972.1	lcl|NZ_AFKC01000108.1_cds_WP_000194186.1_1558	25.000	204	241
WP_036096972.1	lcl|NZ_AFKC01000034.1_cds_WP_000167663.1_2796	23.500	200	241
