WP_003009553.1	lcl|NZ_AFLF01000123.1_cds_WP_000340715.1_1368	91.398	93	106
WP_003009527.1	lcl|NZ_AFLF01000123.1_cds_WP_000410273.1_1367	90.764	314	321
WP_003009527.1	lcl|NZ_AFLF01000123.1_cds_WP_000093099.1_1347	58.730	63	321
WP_003009527.1	lcl|NZ_AFLF01000123.1_cds_WP_000646250.1_1364	27.239	268	321
WP_003009527.1	lcl|NZ_AFLF01000219.1_cds_WP_000744700.1_251	22.769	325	321
WP_003009527.1	lcl|NZ_AFLF01000123.1_cds_WP_000600889.1_1338	23.656	186	321
WP_003009527.1	lcl|NZ_AFLF01000123.1_cds_WP_000723090.1_1285	22.887	284	321
WP_003009527.1	lcl|NZ_AFLF01000123.1_cds_WP_001067557.1_1361	25.382	327	321
WP_003009854.1	lcl|NZ_AFLF01000123.1_cds_WP_000604524.1_1366	84.384	365	365
WP_003009869.1	lcl|NZ_AFLF01000123.1_cds_WP_000884059.1_1365	91.892	185	185
WP_003009869.1	lcl|NZ_AFLF01000023.1_cds_WP_000351733.1_3456	38.571	140	185
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000646250.1_1364	92.097	329	329
WP_003009535.1	lcl|NZ_AFLF01000219.1_cds_WP_000744700.1_251	32.595	316	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000600889.1_1338	31.975	319	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000723090.1_1285	30.448	335	329
WP_003009535.1	lcl|NZ_AFLF01000115.1_cds_WP_001984071.1_1570	32.248	307	329
WP_003009535.1	lcl|NZ_AFLF01000022.1_cds_WP_000649925.1_3535	30.341	323	329
WP_003009535.1	lcl|NZ_AFLF01000232.1_cds_WP_000709511.1_64	29.003	331	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000601375.1_1311	25.993	277	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_001067557.1_1361	28.105	306	329
WP_003009535.1	lcl|NZ_AFLF01000115.1_cds_WP_000688695.1_1550	27.811	338	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000410273.1_1367	26.101	318	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000475904.1_1302	27.899	276	329
WP_003009535.1	lcl|NZ_AFLF01000061.1_cds_WP_001074785.1_2272	27.636	275	329
WP_003009535.1	lcl|NZ_AFLF01000103.1_cds_WP_001003555.1_1808	26.036	338	329
WP_003009535.1	lcl|NZ_AFLF01000123.1_cds_WP_000487322.1_1313	25.939	293	329
WP_003009795.1	lcl|NZ_AFLF01000123.1_cds_WP_000774262.1_1363	81.648	267	267
WP_003009795.1	lcl|NZ_AFLF01000123.1_cds_WP_000800438.1_1333	26.923	234	267
WP_003009795.1	lcl|NZ_AFLF01000123.1_cds_WP_000859505.1_1314	27.049	244	267
WP_003009795.1	lcl|NZ_AFLF01000031.1_cds_WP_000667727.1_3043	28.866	194	267
WP_003009795.1	lcl|NZ_AFLF01000123.1_cds_WP_000842260.1_1284	26.316	190	267
WP_003009795.1	lcl|NZ_AFLF01000139.1_cds_WP_000805357.1_991	33.735	83	267
WP_003009515.1	lcl|NZ_AFLF01000123.1_cds_WP_000612797.1_1362	87.992	508	509
WP_003009515.1	lcl|NZ_AFLF01000145.1_cds_WP_000291591.1_814	26.032	315	509
WP_003009515.1	lcl|NZ_AFLF01000145.1_cds_WP_000364507.1_813	26.316	114	509
WP_003009515.1	lcl|NZ_AFLF01000123.1_cds_WP_000612797.1_1362	87.992	508	509
WP_003009515.1	lcl|NZ_AFLF01000145.1_cds_WP_000291591.1_814	26.032	315	509
WP_003009515.1	lcl|NZ_AFLF01000145.1_cds_WP_000364507.1_813	26.316	114	509
WP_003009505.1	lcl|NZ_AFLF01000123.1_cds_WP_001067557.1_1361	92.121	330	330
WP_003009505.1	lcl|NZ_AFLF01000123.1_cds_WP_000646250.1_1364	27.869	305	330
WP_003009505.1	lcl|NZ_AFLF01000115.1_cds_WP_001984071.1_1570	25.912	274	330
WP_003009505.1	lcl|NZ_AFLF01000123.1_cds_WP_000600889.1_1338	26.316	266	330
WP_003009505.1	lcl|NZ_AFLF01000219.1_cds_WP_000744700.1_251	27.532	316	330
WP_003009505.1	lcl|NZ_AFLF01000103.1_cds_WP_001003555.1_1808	29.555	247	330
WP_003009505.1	lcl|NZ_AFLF01000123.1_cds_WP_000723090.1_1285	23.193	332	330
WP_003009505.1	lcl|NZ_AFLF01000115.1_cds_WP_000688695.1_1550	25.339	221	330
WP_003009505.1	lcl|NZ_AFLF01000022.1_cds_WP_000649925.1_3535	28.295	258	330
WP_003009505.1	lcl|NZ_AFLF01000123.1_cds_WP_000601375.1_1311	25.746	268	330
WP_003009505.1	lcl|NZ_AFLF01000061.1_cds_WP_001074785.1_2272	27.962	211	330
WP_003009505.1	lcl|NZ_AFLF01000232.1_cds_WP_000709511.1_64	30.464	151	330
WP_003009505.1	lcl|NZ_AFLF01000031.1_cds_WP_000690042.1_3035	35.211	71	330
WP_003009505.1	lcl|NZ_AFLF01000026.1_cds_WP_000457972.1_3236	25.000	128	330
