WP_003009553.1	lcl|NZ_RQHR01000022.1_cds_WP_135573185.1_3326	96.774	93	106
WP_003009527.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	22.256	328	321
WP_003009527.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	22.581	279	321
WP_003009527.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	20.238	336	321
WP_003009527.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	21.687	332	321
WP_003009527.1	lcl|NZ_RQHR01000005.1_cds_WP_135779112.1_677	22.456	285	321
WP_003009869.1	lcl|NZ_RQHR01000019.1_cds_WP_135780860.1_1567	37.857	140	185
WP_003009535.1	lcl|NZ_RQHR01000019.1_cds_WP_135781012.1_1815	33.134	335	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_118954467.1_477	31.646	316	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_135778774.1_179	31.190	311	329
WP_003009535.1	lcl|NZ_RQHR01000015.1_cds_WP_118957901.1_3514	27.083	336	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_135778864.1_320	30.650	323	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_118964863.1_67	29.721	323	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_135779214.1_838	25.513	341	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_135779112.1_677	27.984	243	329
WP_003009535.1	lcl|NZ_RQHR01000010.1_cds_WP_135779724.1_1901	26.718	262	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_135779030.1_568	27.969	261	329
WP_003009535.1	lcl|NZ_RQHR01000012.1_cds_WP_135780142.1_2351	24.254	268	329
WP_003009535.1	lcl|NZ_RQHR01000005.1_cds_WP_135778666.1_14	25.820	244	329
WP_003009795.1	lcl|NZ_RQHR01000019.1_cds_WP_135571464.1_1814	25.263	190	267
WP_003009795.1	lcl|NZ_RQHR01000005.1_cds_WP_135779348.1_1030	37.209	86	267
WP_003009795.1	lcl|NZ_RQHR01000015.1_cds_WP_135780440.1_3515	25.381	197	267
WP_003009795.1	lcl|NZ_RQHR01000005.1_cds_WP_135779268.1_921	32.530	83	267
WP_003009515.1	lcl|NZ_RQHR01000019.1_cds_WP_135780757.1_1411	26.625	323	509
WP_003009515.1	lcl|NZ_RQHR01000019.1_cds_WP_135780756.1_1410	30.097	103	509
