WP_003009553.1	lcl|NZ_JQRV01000044.1_cds_WP_002725873.1_1508	92.473	93	106
WP_003009527.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	91.720	314	321
WP_003009527.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	20.761	289	321
WP_003009527.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	22.462	325	321
WP_003009527.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	22.308	260	321
WP_003009527.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	22.776	281	321
WP_003009527.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	24.116	311	321
WP_003009527.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	25.000	104	321
WP_003009869.1	lcl|NZ_JQRV01000003.1_cds_WP_002721790.1_204	36.429	140	185
WP_003009869.1	lcl|NZ_JQRV01000044.1_cds_WP_002759930.1_1476	33.898	177	185
WP_003009535.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	30.769	338	329
WP_003009535.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	30.696	316	329
WP_003009535.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	29.970	337	329
WP_003009535.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	30.449	312	329
WP_003009535.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	27.711	332	329
WP_003009535.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	29.126	309	329
WP_003009535.1	lcl|NZ_JQRV01000082.1_cds_WP_016757558.1_2430	30.128	312	329
WP_003009535.1	lcl|NZ_JQRV01000034.1_cds_WP_002728316.1_1210	28.399	331	329
WP_003009535.1	lcl|NZ_JQRV01000044.1_cds_WP_061209374.1_1461	26.518	313	329
WP_003009535.1	lcl|NZ_JQRV01000049.1_cds_WP_002732331.1_1719	26.393	341	329
WP_003009535.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	25.079	315	329
WP_003009535.1	lcl|NZ_JQRV01000122.1_cds_WP_061209587.1_3113	26.812	276	329
WP_003009535.1	lcl|NZ_JQRV01000080.1_cds_WP_002728462.1_2376	27.737	274	329
WP_003009535.1	lcl|NZ_JQRV01000131.1_cds_WP_002721725.1_3200	24.242	330	329
WP_003009535.1	lcl|NZ_JQRV01000074.1_cds_WP_002728696.1_2271	28.279	244	329
WP_003009795.1	lcl|NZ_JQRV01000044.1_cds_WP_002725899.1_1454	28.571	231	267
WP_003009795.1	lcl|NZ_JQRV01000044.1_cds_WP_061209377.1_1464	25.359	209	267
WP_003009795.1	lcl|NZ_JQRV01000011.1_cds_WP_002727921.1_602	26.455	189	267
WP_003009795.1	lcl|NZ_JQRV01000103.1_cds_WP_002729040.1_2953	35.955	89	267
WP_003009795.1	lcl|NZ_JQRV01000038.1_cds_WP_002766579.1_1333	25.269	186	267
WP_003009795.1	lcl|NZ_JQRV01000002.1_cds_WP_002729513.1_125	23.420	269	267
WP_003009515.1	lcl|NZ_JQRV01000001.1_cds_WP_002728536.1_47	27.273	297	509
WP_003009515.1	lcl|NZ_JQRV01000001.1_cds_WP_002728534.1_46	28.302	106	509
WP_003009515.1	lcl|NZ_JQRV01000001.1_cds_WP_002728536.1_47	27.273	297	509
WP_003009515.1	lcl|NZ_JQRV01000001.1_cds_WP_002728534.1_46	28.302	106	509
WP_003009505.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	26.812	276	330
