WP_003009553.1	lcl|NZ_RQHV01000061.1_cds_WP_109019586.1_907	69.565	69	106
WP_003009527.1	lcl|NZ_RQHV01000061.1_cds_WP_135764945.1_908	84.194	310	321
WP_003009527.1	lcl|NZ_RQHV01000061.1_cds_WP_135764956.1_919	26.433	314	321
WP_003009527.1	lcl|NZ_RQHV01000061.1_cds_WP_135764972.1_935	25.269	186	321
WP_003009527.1	lcl|NZ_RQHV01000048.1_cds_WP_135764371.1_1730	23.494	332	321
WP_003009527.1	lcl|NZ_RQHV01000061.1_cds_WP_135764942.1_904	22.807	285	321
WP_003009527.1	lcl|NZ_RQHV01000061.1_cds_WP_135765025.1_992	22.408	299	321
WP_003009527.1	lcl|NZ_RQHV01000061.1_cds_WP_135765010.1_976	23.457	162	321
WP_003009527.1	lcl|NZ_RQHV01000050.1_cds_WP_135764575.1_3514	23.899	318	321
WP_003009854.1	lcl|NZ_RQHV01000061.1_cds_WP_135764969.1_932	27.494	411	365
WP_003009854.1	lcl|NZ_RQHV01000043.1_cds_WP_167884387.1_2682	22.277	202	365
WP_003009869.1	lcl|NZ_RQHV01000061.1_cds_WP_135765176.1_1177	32.941	170	185
WP_003009869.1	lcl|NZ_RQHV01000061.1_cds_WP_135764947.1_910	37.349	166	185
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135764956.1_919	68.923	325	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135764972.1_935	31.613	310	329
WP_003009535.1	lcl|NZ_RQHV01000048.1_cds_WP_135764371.1_1730	30.599	317	329
WP_003009535.1	lcl|NZ_RQHV01000050.1_cds_WP_135764575.1_3514	30.556	324	329
WP_003009535.1	lcl|NZ_RQHV01000002.1_cds_WP_135762640.1_3201	29.464	336	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135764942.1_904	30.275	327	329
WP_003009535.1	lcl|NZ_RQHV01000042.1_cds_WP_210413660.1_2627	28.344	314	329
WP_003009535.1	lcl|NZ_RQHV01000042.1_cds_WP_135763845.1_2546	25.234	321	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135765025.1_992	26.571	350	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135764957.1_920	28.713	303	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135765010.1_976	25.460	326	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135764945.1_908	27.044	318	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135765045.1_1012	25.182	274	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135765009.1_975	23.750	240	329
WP_003009535.1	lcl|NZ_RQHV01000032.1_cds_WP_135763239.1_358	31.148	122	329
WP_003009535.1	lcl|NZ_RQHV01000007.1_cds_WP_135762811.1_3751	23.282	262	329
WP_003009535.1	lcl|NZ_RQHV01000050.1_cds_WP_135764681.1_3632	28.968	252	329
WP_003009535.1	lcl|NZ_RQHV01000061.1_cds_WP_135765026.1_993	21.846	325	329
WP_003009795.1	lcl|NZ_RQHV01000061.1_cds_WP_135764971.1_934	49.367	237	267
WP_003009795.1	lcl|NZ_RQHV01000061.1_cds_WP_135764977.1_940	27.897	233	267
WP_003009795.1	lcl|NZ_RQHV01000061.1_cds_WP_135765087.1_1075	24.221	289	267
WP_003009795.1	lcl|NZ_RQHV01000061.1_cds_WP_135765002.1_967	22.656	256	267
WP_003009795.1	lcl|NZ_RQHV01000061.1_cds_WP_135764939.1_900	22.959	196	267
WP_003009795.1	lcl|NZ_RQHV01000042.1_cds_WP_135763793.1_2485	31.667	120	267
WP_003009795.1	lcl|NZ_RQHV01000061.1_cds_WP_135764990.1_954	34.286	70	267
WP_003009795.1	lcl|NZ_RQHV01000066.1_cds_WP_135766007.1_176	25.989	177	267
WP_003009795.1	lcl|NZ_RQHV01000002.1_cds_WP_135762641.1_3202	23.786	206	267
WP_003009515.1	lcl|NZ_RQHV01000061.1_cds_WP_135764970.1_933	34.483	493	509
WP_003009515.1	lcl|NZ_RQHV01000061.1_cds_WP_281282581.1_1202	26.686	341	509
WP_003009515.1	lcl|NZ_RQHV01000061.1_cds_WP_135764970.1_933	34.483	493	509
WP_003009515.1	lcl|NZ_RQHV01000061.1_cds_WP_281282581.1_1202	26.686	341	509
WP_003009505.1	lcl|NZ_RQHV01000061.1_cds_WP_135764957.1_920	88.182	330	330
WP_003009505.1	lcl|NZ_RQHV01000061.1_cds_WP_135764972.1_935	26.374	273	330
WP_003009505.1	lcl|NZ_RQHV01000061.1_cds_WP_135764956.1_919	27.500	240	330
WP_003009505.1	lcl|NZ_RQHV01000050.1_cds_WP_135764575.1_3514	24.675	308	330
WP_003009505.1	lcl|NZ_RQHV01000048.1_cds_WP_135764371.1_1730	28.000	275	330
WP_003009505.1	lcl|NZ_RQHV01000061.1_cds_WP_135764942.1_904	25.869	259	330
WP_003009505.1	lcl|NZ_RQHV01000042.1_cds_WP_210413660.1_2627	26.814	317	330
WP_003009505.1	lcl|NZ_RQHV01000032.1_cds_WP_135763239.1_358	29.944	177	330
WP_003009505.1	lcl|NZ_RQHV01000066.1_cds_WP_135765989.1_157	29.915	117	330
WP_003009505.1	lcl|NZ_RQHV01000002.1_cds_WP_135762640.1_3201	24.585	301	330
WP_003009505.1	lcl|NZ_RQHV01000061.1_cds_WP_135765010.1_976	25.490	255	330
WP_003009505.1	lcl|NZ_RQHV01000007.1_cds_WP_135762811.1_3751	26.906	223	330
WP_003009505.1	lcl|NZ_RQHV01000042.1_cds_WP_135763845.1_2546	31.373	153	330
WP_003009505.1	lcl|NZ_RQHV01000050.1_cds_WP_135764681.1_3632	24.880	209	330
WP_003009804.1	lcl|NZ_RQHV01000061.1_cds_WP_135764960.1_923	37.702	557	538
WP_003009804.1	lcl|NZ_RQHV01000061.1_cds_WP_135764960.1_923	37.702	557	538
WP_003009317.1	lcl|NZ_RQHV01000061.1_cds_WP_135764961.1_924	67.170	265	265
WP_003009317.1	lcl|NZ_RQHV01000062.1_cds_WP_135765652.1_1953	39.062	256	265
