WP_003009553.1	lcl|NZ_RQEQ01000059.1_cds_WP_100785494.1_888	92.473	93	106
WP_003009527.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686416.1_880	63.871	310	321
WP_003009527.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686393.1_887	23.913	276	321
WP_003009527.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684154.1_318	23.077	325	321
WP_003009527.1	lcl|NZ_RQEQ01000059.1_cds_WP_118981941.1_837	23.984	246	321
WP_003009527.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684080.1_30	21.864	279	321
WP_003009527.1	lcl|NZ_RQEQ01000050.1_cds_WP_118970620.1_3646	20.118	338	321
WP_003009869.1	lcl|NZ_RQEQ01000059.1_cds_WP_135689394.1_866	38.547	179	185
WP_003009869.1	lcl|NZ_RQEQ01000059.1_cds_WP_118982146.1_583	37.857	140	185
WP_003009535.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684154.1_318	31.013	316	329
WP_003009535.1	lcl|NZ_RQEQ01000059.1_cds_WP_118981941.1_837	30.723	332	329
WP_003009535.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686393.1_887	31.861	317	329
WP_003009535.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684080.1_30	31.511	311	329
WP_003009535.1	lcl|NZ_RQEQ01000050.1_cds_WP_118970620.1_3646	27.083	336	329
WP_003009535.1	lcl|NZ_RQEQ01000073.1_cds_WP_118981399.1_171	31.481	324	329
WP_003009535.1	lcl|NZ_RQEQ01000055.1_cds_WP_135685047.1_2892	28.829	333	329
WP_003009535.1	lcl|NZ_RQEQ01000010.1_cds_WP_135686226.1_1975	25.731	342	329
WP_003009535.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686416.1_880	25.723	311	329
WP_003009535.1	lcl|NZ_RQEQ01000073.1_cds_WP_241686725.1_526	26.316	247	329
WP_003009535.1	lcl|NZ_RQEQ01000073.1_cds_WP_135684204.1_413	25.651	269	329
WP_003009535.1	lcl|NZ_RQEQ01000008.1_cds_WP_118982869.1_1450	26.136	264	329
WP_003009535.1	lcl|NZ_RQEQ01000059.1_cds_WP_118981923.1_854	25.182	274	329
WP_003009535.1	lcl|NZ_RQEQ01000027.1_cds_WP_118983674.1_1693	24.627	268	329
WP_003009535.1	lcl|NZ_RQEQ01000055.1_cds_WP_135684998.1_2940	31.746	126	329
WP_003009795.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686389.1_882	27.347	245	267
WP_003009795.1	lcl|NZ_RQEQ01000004.1_cds_WP_135684126.1_3592	38.202	89	267
WP_003009795.1	lcl|NZ_RQEQ01000059.1_cds_WP_135686364.1_836	24.868	189	267
WP_003009795.1	lcl|NZ_RQEQ01000050.1_cds_WP_210413367.1_3645	34.375	64	267
WP_003009515.1	lcl|NZ_RQEQ01000066.1_cds_WP_118982276.1_2437	26.524	328	509
WP_003009515.1	lcl|NZ_RQEQ01000066.1_cds_WP_118982277.1_2436	27.551	98	509
