WP_003009553.1	lcl|NZ_LUVO01000314.1_cds_WP_000340713.1_3597	90.323	93	106
WP_003009527.1	lcl|NZ_LUVO01000314.1_cds_WP_000412665.1_3596	88.854	314	321
WP_003009527.1	lcl|NZ_LUVO01000314.1_cds_WP_000699347.1_3592	25.413	303	321
WP_003009527.1	lcl|NZ_LUVO01000273.1_cds_WP_000744700.1_2584	22.769	325	321
WP_003009527.1	lcl|NZ_LUVO01000314.1_cds_WP_000723077.1_3583	21.377	276	321
WP_003009527.1	lcl|NZ_LUVO01000322.1_cds_WP_000723094.1_3743	23.239	284	321
WP_003009869.1	lcl|NZ_LUVO01000326.1_cds_WP_000351733.1_3893	38.571	140	185
WP_003009535.1	lcl|NZ_LUVO01000314.1_cds_WP_000699347.1_3592	30.725	345	329
WP_003009535.1	lcl|NZ_LUVO01000273.1_cds_WP_000744700.1_2584	32.595	316	329
WP_003009535.1	lcl|NZ_LUVO01000322.1_cds_WP_000723094.1_3743	30.746	335	329
WP_003009535.1	lcl|NZ_LUVO01000314.1_cds_WP_000723077.1_3583	30.769	299	329
WP_003009535.1	lcl|NZ_LUVO01000324.1_cds_WP_001984071.1_3813	32.248	307	329
WP_003009535.1	lcl|NZ_LUVO01000291.1_cds_WP_000649923.1_3211	30.341	323	329
WP_003009535.1	lcl|NZ_LUVO01000210.1_cds_WP_000709511.1_2123	29.003	331	329
WP_003009535.1	lcl|NZ_LUVO01000324.1_cds_WP_000688695.1_3793	27.811	338	329
WP_003009535.1	lcl|NZ_LUVO01000314.1_cds_WP_000697617.1_3548	24.315	292	329
WP_003009535.1	lcl|NZ_LUVO01000314.1_cds_WP_000412665.1_3596	25.472	318	329
WP_003009535.1	lcl|NZ_LUVO01000314.1_cds_WP_000377753.1_3550	25.496	353	329
WP_003009535.1	lcl|NZ_LUVO01000032.1_cds_WP_001003558.1_508	26.048	334	329
WP_003009535.1	lcl|NZ_LUVO01000080.1_cds_WP_001074783.1_1290	27.758	281	329
WP_003009795.1	lcl|NZ_LUVO01000314.1_cds_WP_000432841.1_3578	29.614	233	267
WP_003009795.1	lcl|NZ_LUVO01000124.1_cds_WP_000667727.1_1699	28.866	194	267
WP_003009795.1	lcl|NZ_LUVO01000322.1_cds_WP_000842260.1_3742	26.316	190	267
WP_003009795.1	lcl|NZ_LUVO01000314.1_cds_WP_000869621.1_3551	21.028	214	267
WP_003009795.1	lcl|NZ_LUVO01000016.1_cds_WP_000805359.1_239	34.940	83	267
WP_003009515.1	lcl|NZ_LUVO01000223.1_cds_WP_000291586.1_2160	26.032	315	509
WP_003009515.1	lcl|NZ_LUVO01000223.1_cds_WP_000364507.1_2161	26.316	114	509
WP_003009515.1	lcl|NZ_LUVO01000223.1_cds_WP_000291586.1_2160	26.032	315	509
WP_003009515.1	lcl|NZ_LUVO01000223.1_cds_WP_000364507.1_2161	26.316	114	509
WP_003009505.1	lcl|NZ_LUVO01000324.1_cds_WP_001984071.1_3813	25.912	274	330
WP_003009505.1	lcl|NZ_LUVO01000314.1_cds_WP_000723077.1_3583	23.792	269	330
WP_003009505.1	lcl|NZ_LUVO01000273.1_cds_WP_000744700.1_2584	27.532	316	330
WP_003009505.1	lcl|NZ_LUVO01000032.1_cds_WP_001003558.1_508	29.555	247	330
WP_003009505.1	lcl|NZ_LUVO01000314.1_cds_WP_000699347.1_3592	23.194	263	330
WP_003009505.1	lcl|NZ_LUVO01000322.1_cds_WP_000723094.1_3743	23.494	332	330
WP_003009505.1	lcl|NZ_LUVO01000314.1_cds_WP_000048849.1_3573	30.469	128	330
WP_003009505.1	lcl|NZ_LUVO01000324.1_cds_WP_000688695.1_3793	25.339	221	330
WP_003009505.1	lcl|NZ_LUVO01000291.1_cds_WP_000649923.1_3211	28.295	258	330
WP_003009505.1	lcl|NZ_LUVO01000314.1_cds_WP_000697617.1_3548	26.772	254	330
WP_003009505.1	lcl|NZ_LUVO01000080.1_cds_WP_001074783.1_1290	27.962	211	330
WP_003009505.1	lcl|NZ_LUVO01000210.1_cds_WP_000709511.1_2123	30.464	151	330
WP_003009505.1	lcl|NZ_LUVO01000124.1_cds_WP_000690040.1_1709	35.211	71	330
WP_003009505.1	lcl|NZ_LUVO01000190.1_cds_WP_000457972.1_2075	25.000	128	330
WP_003009317.1	lcl|NZ_LUVO01000323.1_cds_WP_001002663.1_3767	41.152	243	265
WP_003009317.1	lcl|NZ_LUVO01000262.1_cds_WP_001183723.1_2324	27.746	173	265
WP_003009459.1	lcl|NZ_LUVO01000112.1_cds_WP_000501205.1_1567	36.634	303	310
WP_003009459.1	lcl|NZ_LUVO01000262.1_cds_WP_001183723.1_2324	28.114	281	310
WP_003009459.1	lcl|NZ_LUVO01000020.1_cds_WP_000279894.1_362	27.820	133	310
WP_003009459.1	lcl|NZ_LUVO01000112.1_cds_WP_000501205.1_1567	36.634	303	310
WP_003009459.1	lcl|NZ_LUVO01000262.1_cds_WP_001183723.1_2324	28.114	281	310
WP_003009459.1	lcl|NZ_LUVO01000020.1_cds_WP_000279894.1_362	27.820	133	310
WP_003009905.1	lcl|NZ_LUVO01000053.1_cds_WP_000739277.1_810	44.444	45	145
WP_003009905.1	lcl|NZ_LUVO01000035.1_cds_WP_000360600.1_566	30.263	76	145
WP_003009905.1	lcl|NZ_LUVO01000265.1_cds_WP_002069656.1_2420	39.286	56	145
WP_036096974.1	lcl|NZ_LUVO01000278.1_cds_WP_001069832.1_2723	28.440	109	221
WP_036096974.1	lcl|NZ_LUVO01000273.1_cds_WP_001082178.1_2555	23.077	78	221
WP_003009428.1	lcl|NZ_LUVO01000023.1_cds_WP_000642921.1_432	30.488	328	664
WP_003009428.1	lcl|NZ_LUVO01000039.1_cds_WP_000529870.1_650	28.019	207	664
WP_003009848.1	lcl|NZ_LUVO01000314.1_cds_WP_000445586.1_3553	28.643	199	393
WP_003009848.1	lcl|NZ_LUVO01000278.1_cds_WP_000347683.1_2722	28.571	210	393
