WP_003009553.1	lcl|NZ_JASEXK010000008.1_cds_WP_004462903.1_1762	95.699	93	106
WP_003009527.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205762.1_1763	88.217	314	321
WP_003009527.1	lcl|NZ_JASEXK010000001.1_cds_WP_004471108.1_171	25.000	324	321
WP_003009527.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962390.1_1784	21.377	276	321
WP_003009527.1	lcl|NZ_JASEXK010000008.1_cds_WP_004465060.1_1844	22.064	281	321
WP_003009527.1	lcl|NZ_JASEXK010000002.1_cds_WP_004461234.1_737	25.359	209	321
WP_003009527.1	lcl|NZ_JASEXK010000002.1_cds_WP_004461234.1_614	25.359	209	321
WP_003009869.1	lcl|NZ_JASEXK010000005.1_cds_WP_004460143.1_1435	35.714	140	185
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_004462894.1_1767	31.437	334	329
WP_003009535.1	lcl|NZ_JASEXK010000001.1_cds_WP_004471108.1_171	30.063	316	329
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_004465060.1_1844	30.240	334	329
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962390.1_1784	30.000	320	329
WP_003009535.1	lcl|NZ_JASEXK010000002.1_cds_WP_004461234.1_737	32.692	312	329
WP_003009535.1	lcl|NZ_JASEXK010000002.1_cds_WP_004461234.1_614	32.692	312	329
WP_003009535.1	lcl|NZ_JASEXK010000001.1_cds_WP_004472946.1_55	29.688	320	329
WP_003009535.1	lcl|NZ_JASEXK010000002.1_cds_WP_004467290.1_734	28.793	323	329
WP_003009535.1	lcl|NZ_JASEXK010000002.1_cds_WP_004467290.1_617	28.793	323	329
WP_003009535.1	lcl|NZ_JASEXK010000021.1_cds_WP_004466638.1_2932	26.861	309	329
WP_003009535.1	lcl|NZ_JASEXK010000001.1_cds_WP_282962081.1_414	27.874	348	329
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205836.1_1818	23.881	268	329
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205762.1_1763	26.266	316	329
WP_003009535.1	lcl|NZ_JASEXK010000027.1_cds_WP_282962781.1_3199	26.136	264	329
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_004479697.1_1826	26.250	240	329
WP_003009535.1	lcl|NZ_JASEXK010000001.1_cds_WP_004467130.1_359	27.273	286	329
WP_003009535.1	lcl|NZ_JASEXK010000001.1_cds_WP_282962048.1_265	24.242	330	329
WP_003009535.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962404.1_1816	30.460	174	329
WP_003009795.1	lcl|NZ_JASEXK010000008.1_cds_WP_004462133.1_1789	22.984	248	267
WP_003009795.1	lcl|NZ_JASEXK010000008.1_cds_WP_004477718.1_1815	25.820	244	267
WP_003009795.1	lcl|NZ_JASEXK010000013.1_cds_WP_282962572.1_2377	29.032	186	267
WP_003009795.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962416.1_1845	27.368	190	267
WP_003009795.1	lcl|NZ_JASEXK010000021.1_cds_WP_004466593.1_2931	25.279	269	267
