WP_003009553.1	lcl|NZ_JQPG01000050.1_cds_WP_000340715.1_1531	91.398	93	106
WP_003009527.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	90.764	314	321
WP_003009527.1	lcl|NZ_JQPG01000050.1_cds_WP_000093099.1_1551	58.730	63	321
WP_003009527.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	26.866	268	321
WP_003009527.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	22.769	325	321
WP_003009527.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	23.656	186	321
WP_003009527.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	22.615	283	321
WP_003009527.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	25.382	327	321
WP_003009854.1	lcl|NZ_JQPG01000050.1_cds_WP_000604524.1_1533	84.384	365	365
WP_003009869.1	lcl|NZ_JQPG01000050.1_cds_WP_000884059.1_1534	91.892	185	185
WP_003009869.1	lcl|NZ_JQPG01000012.1_cds_WP_000351733.1_271	38.571	140	185
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	92.401	329	329
WP_003009535.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	32.595	316	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	30.448	335	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	31.975	319	329
WP_003009535.1	lcl|NZ_JQPG01000029.1_cds_WP_001984071.1_764	32.248	307	329
WP_003009535.1	lcl|NZ_JQPG01000088.1_cds_WP_000649925.1_2493	30.341	323	329
WP_003009535.1	lcl|NZ_JQPG01000038.1_cds_WP_000709513.1_1139	29.003	331	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000601375.1_1587	25.993	277	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	28.105	306	329
WP_003009535.1	lcl|NZ_JQPG01000029.1_cds_WP_000688696.1_784	27.811	338	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	26.101	318	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000475901.1_1597	27.899	276	329
WP_003009535.1	lcl|NZ_JQPG01000064.1_cds_WP_001074785.1_1917	27.636	275	329
WP_003009535.1	lcl|NZ_JQPG01000077.1_cds_WP_001003556.1_2247	26.506	332	329
WP_003009535.1	lcl|NZ_JQPG01000050.1_cds_WP_000487322.1_1585	25.939	293	329
WP_003009795.1	lcl|NZ_JQPG01000050.1_cds_WP_000774263.1_1536	81.273	267	267
WP_003009795.1	lcl|NZ_JQPG01000050.1_cds_WP_000800438.1_1565	26.923	234	267
WP_003009795.1	lcl|NZ_JQPG01000050.1_cds_WP_000859505.1_1584	27.049	244	267
WP_003009795.1	lcl|NZ_JQPG01000102.1_cds_WP_000667727.1_2783	28.866	194	267
WP_003009795.1	lcl|NZ_JQPG01000050.1_cds_WP_000842260.1_1615	26.316	190	267
WP_003009795.1	lcl|NZ_JQPG01000099.1_cds_WP_000805357.1_2754	33.735	83	267
WP_003009515.1	lcl|NZ_JQPG01000050.1_cds_WP_002163445.1_1537	87.402	508	509
WP_003009515.1	lcl|NZ_JQPG01000051.1_cds_WP_000291586.1_1666	26.032	315	509
WP_003009515.1	lcl|NZ_JQPG01000051.1_cds_WP_000364507.1_1665	26.316	114	509
WP_003009515.1	lcl|NZ_JQPG01000050.1_cds_WP_002163445.1_1537	87.402	508	509
WP_003009515.1	lcl|NZ_JQPG01000051.1_cds_WP_000291586.1_1666	26.032	315	509
WP_003009515.1	lcl|NZ_JQPG01000051.1_cds_WP_000364507.1_1665	26.316	114	509
WP_003009505.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	92.424	330	330
WP_003009505.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	28.197	305	330
WP_003009505.1	lcl|NZ_JQPG01000029.1_cds_WP_001984071.1_764	25.912	274	330
WP_003009505.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	26.316	266	330
WP_003009505.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	27.532	316	330
WP_003009505.1	lcl|NZ_JQPG01000077.1_cds_WP_001003556.1_2247	29.555	247	330
WP_003009505.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	23.193	332	330
WP_003009505.1	lcl|NZ_JQPG01000029.1_cds_WP_000688696.1_784	25.339	221	330
WP_003009505.1	lcl|NZ_JQPG01000088.1_cds_WP_000649925.1_2493	28.295	258	330
WP_003009505.1	lcl|NZ_JQPG01000050.1_cds_WP_000601375.1_1587	25.746	268	330
WP_003009505.1	lcl|NZ_JQPG01000064.1_cds_WP_001074785.1_1917	27.962	211	330
WP_003009505.1	lcl|NZ_JQPG01000038.1_cds_WP_000709513.1_1139	30.464	151	330
WP_003009505.1	lcl|NZ_JQPG01000052.1_cds_WP_000690042.1_1676	35.211	71	330
WP_003009505.1	lcl|NZ_JQPG01000115.1_cds_WP_000457972.1_3033	25.000	128	330
