WP_003009553.1	lcl|NZ_RQFU01000026.1_cds_WP_015678341.1_2957	60.465	86	106
WP_003009527.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	84.194	310	321
WP_003009527.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	22.812	320	321
WP_003009527.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	27.222	180	321
WP_003009527.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	22.024	168	321
WP_003009527.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	23.248	314	321
WP_003009527.1	lcl|NZ_RQFU01000016.1_cds_WP_208597430.1_2479	21.675	203	321
WP_003009527.1	lcl|NZ_RQFU01000026.1_cds_WP_135637363.1_2938	22.000	150	321
WP_003009869.1	lcl|NZ_RQFU01000019.1_cds_WP_135636384.1_1148	31.176	170	185
WP_003009535.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	30.892	314	329
WP_003009535.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	29.706	340	329
WP_003009535.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	27.492	331	329
WP_003009535.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	30.351	313	329
WP_003009535.1	lcl|NZ_RQFU01000005.1_cds_WP_135633056.1_131	28.617	311	329
WP_003009535.1	lcl|NZ_RQFU01000005.1_cds_WP_015676887.1_486	26.625	323	329
WP_003009535.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	26.730	318	329
WP_003009535.1	lcl|NZ_RQFU01000026.1_cds_WP_135637363.1_2938	26.957	230	329
WP_003009535.1	lcl|NZ_RQFU01000005.1_cds_WP_135633423.1_432	23.507	268	329
WP_003009535.1	lcl|NZ_RQFU01000005.1_cds_WP_135632959.1_51	28.514	249	329
WP_003009535.1	lcl|NZ_RQFU01000028.1_cds_WP_015678111.1_3386	24.549	277	329
WP_003009535.1	lcl|NZ_RQFU01000001.1_cds_WP_135632670.1_2769	25.698	179	329
WP_003009535.1	lcl|NZ_RQFU01000016.1_cds_WP_208597430.1_2479	24.912	285	329
WP_003009795.1	lcl|NZ_RQFU01000028.1_cds_WP_135637619.1_3325	24.806	258	267
WP_003009795.1	lcl|NZ_RQFU01000005.1_cds_WP_135633389.1_405	37.079	89	267
WP_003009795.1	lcl|NZ_RQFU01000028.1_cds_WP_135637664.1_3401	25.652	230	267
WP_003009795.1	lcl|NZ_RQFU01000005.1_cds_WP_135633588.1_552	27.273	176	267
WP_003009515.1	lcl|NZ_RQFU01000019.1_cds_WP_167880757.1_1126	23.926	326	509
