WP_003009553.1	lcl|NZ_AHOB02000017.1_cds_WP_002725873.1_843	92.473	93	106
WP_003009527.1	lcl|NZ_AHOB02000017.1_cds_WP_002733579.1_842	92.038	314	321
WP_003009527.1	lcl|NZ_AHOB02000017.1_cds_WP_002733534.1_839	26.493	268	321
WP_003009527.1	lcl|NZ_AHOB02000003.1_cds_WP_002722638.1_2862	22.462	325	321
WP_003009527.1	lcl|NZ_AHOB02000014.1_cds_WP_002740024.1_1823	22.776	281	321
WP_003009527.1	lcl|NZ_AHOB02000002.1_cds_WP_002728309.1_3064	24.116	311	321
WP_003009527.1	lcl|NZ_AHOB02000016.1_cds_WP_002743770.1_1318	25.000	104	321
WP_003009527.1	lcl|NZ_AHOB02000017.1_cds_WP_016749081.1_810	27.350	117	321
WP_003009527.1	lcl|NZ_AHOB02000017.1_cds_WP_002740721.1_836	25.076	327	321
WP_003009854.1	lcl|NZ_AHOB02000017.1_cds_WP_026054882.1_841	82.192	365	365
WP_003009869.1	lcl|NZ_AHOB02000017.1_cds_WP_002733646.1_840	90.270	185	185
WP_003009869.1	lcl|NZ_AHOB02000020.1_cds_WP_002721790.1_134	36.429	140	185
WP_003009535.1	lcl|NZ_AHOB02000017.1_cds_WP_002733534.1_839	90.578	329	329
WP_003009535.1	lcl|NZ_AHOB02000003.1_cds_WP_002722638.1_2862	30.696	316	329
WP_003009535.1	lcl|NZ_AHOB02000014.1_cds_WP_002740024.1_1823	29.762	336	329
WP_003009535.1	lcl|NZ_AHOB02000002.1_cds_WP_002728309.1_3064	30.449	312	329
WP_003009535.1	lcl|NZ_AHOB02000016.1_cds_WP_002743770.1_1318	27.711	332	329
WP_003009535.1	lcl|NZ_AHOB02000017.1_cds_WP_002733638.1_802	29.462	353	329
WP_003009535.1	lcl|NZ_AHOB02000018.1_cds_WP_002741146.1_502	30.128	312	329
WP_003009535.1	lcl|NZ_AHOB02000002.1_cds_WP_002728316.1_3061	28.399	331	329
WP_003009535.1	lcl|NZ_AHOB02000014.1_cds_WP_002733546.1_1798	24.254	268	329
WP_003009535.1	lcl|NZ_AHOB02000017.1_cds_WP_002740721.1_836	28.431	306	329
WP_003009535.1	lcl|NZ_AHOB02000018.1_cds_WP_002732331.1_591	26.393	341	329
WP_003009535.1	lcl|NZ_AHOB02000017.1_cds_WP_002733579.1_842	25.079	315	329
WP_003009535.1	lcl|NZ_AHOB02000017.1_cds_WP_016749081.1_810	24.224	322	329
WP_003009535.1	lcl|NZ_AHOB02000017.1_cds_WP_002744551.1_808	28.889	270	329
WP_003009535.1	lcl|NZ_AHOB02000014.1_cds_WP_002733698.1_1806	27.174	276	329
WP_003009535.1	lcl|NZ_AHOB02000014.1_cds_WP_002740236.1_2032	27.737	274	329
WP_003009535.1	lcl|NZ_AHOB02000011.1_cds_WP_002721725.1_2234	24.242	330	329
WP_003009535.1	lcl|NZ_AHOB02000011.1_cds_WP_002739935.1_2153	27.869	244	329
WP_003009535.1	lcl|NZ_AHOB02000014.1_cds_WP_002733757.1_1796	30.994	171	329
WP_003009795.1	lcl|NZ_AHOB02000017.1_cds_WP_002733627.1_838	80.899	267	267
WP_003009795.1	lcl|NZ_AHOB02000017.1_cds_WP_002740926.1_797	26.068	234	267
WP_003009795.1	lcl|NZ_AHOB02000014.1_cds_WP_002738295.1_1795	25.714	245	267
WP_003009795.1	lcl|NZ_AHOB02000014.1_cds_WP_002727921.1_1824	26.455	189	267
WP_003009795.1	lcl|NZ_AHOB02000015.1_cds_WP_002729040.1_1726	35.955	89	267
WP_003009795.1	lcl|NZ_AHOB02000016.1_cds_WP_002766579.1_1132	25.269	186	267
WP_003009795.1	lcl|NZ_AHOB02000016.1_cds_WP_002729513.1_1319	23.420	269	267
