WP_003009553.1	lcl|NZ_AFKA01000104.1_cds_WP_000340715.1_2101	91.398	93	106
WP_003009527.1	lcl|NZ_AFKA01000104.1_cds_WP_000410273.1_2100	90.764	314	321
WP_003009527.1	lcl|NZ_AFKA01000104.1_cds_WP_000093099.1_2080	58.730	63	321
WP_003009527.1	lcl|NZ_AFKA01000104.1_cds_WP_000646250.1_2097	27.239	268	321
WP_003009527.1	lcl|NZ_AFKA01000114.1_cds_WP_000744700.1_1767	22.769	325	321
WP_003009527.1	lcl|NZ_AFKA01000104.1_cds_WP_000600889.1_2071	23.656	186	321
WP_003009527.1	lcl|NZ_AFKA01000104.1_cds_WP_000723090.1_2018	22.887	284	321
WP_003009527.1	lcl|NZ_AFKA01000104.1_cds_WP_001067557.1_2094	25.382	327	321
WP_003009854.1	lcl|NZ_AFKA01000104.1_cds_WP_000604524.1_2099	84.384	365	365
WP_003009869.1	lcl|NZ_AFKA01000104.1_cds_WP_000884059.1_2098	91.892	185	185
WP_003009869.1	lcl|NZ_AFKA01000023.1_cds_WP_000351733.1_3469	38.571	140	185
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000646250.1_2097	92.097	329	329
WP_003009535.1	lcl|NZ_AFKA01000114.1_cds_WP_000744700.1_1767	32.595	316	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000600889.1_2071	31.975	319	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000723090.1_2018	30.448	335	329
WP_003009535.1	lcl|NZ_AFKA01000201.1_cds_WP_001984071.1_519	32.248	307	329
WP_003009535.1	lcl|NZ_AFKA01000278.1_cds_WP_000649925.1_349	30.341	323	329
WP_003009535.1	lcl|NZ_AFKA01000162.1_cds_WP_000709511.1_915	29.003	331	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000601375.1_2044	25.993	277	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_001067557.1_2094	28.105	306	329
WP_003009535.1	lcl|NZ_AFKA01000057.1_cds_WP_000688695.1_2578	27.811	338	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000410273.1_2100	26.101	318	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000475904.1_2035	27.899	276	329
WP_003009535.1	lcl|NZ_AFKA01000119.1_cds_WP_001074785.1_1622	27.636	275	329
WP_003009535.1	lcl|NZ_AFKA01000130.1_cds_WP_001003555.1_1387	26.036	338	329
WP_003009535.1	lcl|NZ_AFKA01000104.1_cds_WP_000487322.1_2046	25.939	293	329
WP_003009795.1	lcl|NZ_AFKA01000104.1_cds_WP_000774262.1_2096	81.648	267	267
WP_003009795.1	lcl|NZ_AFKA01000104.1_cds_WP_000800438.1_2066	26.923	234	267
WP_003009795.1	lcl|NZ_AFKA01000104.1_cds_WP_000859505.1_2047	27.049	244	267
WP_003009795.1	lcl|NZ_AFKA01000026.1_cds_WP_000667727.1_3380	28.866	194	267
WP_003009795.1	lcl|NZ_AFKA01000104.1_cds_WP_000842260.1_2017	26.316	190	267
WP_003009795.1	lcl|NZ_AFKA01000150.1_cds_WP_000805357.1_1103	33.735	83	267
WP_003009515.1	lcl|NZ_AFKA01000104.1_cds_WP_000612797.1_2095	87.992	508	509
WP_003009515.1	lcl|NZ_AFKA01000279.1_cds_WP_000291591.1_312	26.032	315	509
WP_003009515.1	lcl|NZ_AFKA01000279.1_cds_WP_000364507.1_311	26.316	114	509
WP_003009515.1	lcl|NZ_AFKA01000104.1_cds_WP_000612797.1_2095	87.992	508	509
WP_003009515.1	lcl|NZ_AFKA01000279.1_cds_WP_000291591.1_312	26.032	315	509
WP_003009515.1	lcl|NZ_AFKA01000279.1_cds_WP_000364507.1_311	26.316	114	509
WP_003009505.1	lcl|NZ_AFKA01000104.1_cds_WP_001067557.1_2094	92.121	330	330
WP_003009505.1	lcl|NZ_AFKA01000104.1_cds_WP_000646250.1_2097	27.869	305	330
WP_003009505.1	lcl|NZ_AFKA01000201.1_cds_WP_001984071.1_519	25.912	274	330
WP_003009505.1	lcl|NZ_AFKA01000104.1_cds_WP_000600889.1_2071	26.316	266	330
WP_003009505.1	lcl|NZ_AFKA01000114.1_cds_WP_000744700.1_1767	27.532	316	330
WP_003009505.1	lcl|NZ_AFKA01000130.1_cds_WP_001003555.1_1387	29.555	247	330
WP_003009505.1	lcl|NZ_AFKA01000104.1_cds_WP_000723090.1_2018	23.193	332	330
WP_003009505.1	lcl|NZ_AFKA01000057.1_cds_WP_000688695.1_2578	25.339	221	330
WP_003009505.1	lcl|NZ_AFKA01000278.1_cds_WP_000649925.1_349	28.295	258	330
WP_003009505.1	lcl|NZ_AFKA01000104.1_cds_WP_000601375.1_2044	25.746	268	330
WP_003009505.1	lcl|NZ_AFKA01000119.1_cds_WP_001074785.1_1622	27.962	211	330
WP_003009505.1	lcl|NZ_AFKA01000162.1_cds_WP_000709511.1_915	30.464	151	330
WP_003009505.1	lcl|NZ_AFKA01000036.1_cds_WP_000690042.1_3064	35.211	71	330
WP_003009505.1	lcl|NZ_AFKA01000178.1_cds_WP_000457972.1_745	25.000	128	330
WP_003009804.1	lcl|NZ_AFKA01000104.1_cds_WP_000689743.1_2091	37.316	544	538
WP_003009804.1	lcl|NZ_AFKA01000104.1_cds_WP_000689743.1_2091	37.316	544	538
WP_003009317.1	lcl|NZ_AFKA01000104.1_cds_WP_000342713.1_2090	67.170	265	265
WP_003009317.1	lcl|NZ_AFKA01000294.1_cds_WP_001002663.1_61	41.152	243	265
WP_003009317.1	lcl|NZ_AFKA01000056.1_cds_WP_001183723.1_2605	27.746	173	265
WP_003009459.1	lcl|NZ_AFKA01000104.1_cds_WP_001246618.1_2089	84.839	310	310
WP_003009459.1	lcl|NZ_AFKA01000113.1_cds_WP_000501205.1_1802	36.634	303	310
