WP_003009553.1	lcl|NZ_JADDVU010000005.1_cds_WP_002725873.1_2782	92.473	93	106
WP_003009527.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733579.1_2781	92.038	314	321
WP_003009527.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733534.1_2778	26.493	268	321
WP_003009527.1	lcl|NZ_JADDVU010000017.1_cds_WP_002722638.1_588	22.462	325	321
WP_003009527.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740024.1_2687	22.776	281	321
WP_003009527.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728309.1_3036	24.116	311	321
WP_003009527.1	lcl|NZ_JADDVU010000013.1_cds_WP_002743770.1_358	25.000	104	321
WP_003009527.1	lcl|NZ_JADDVU010000005.1_cds_WP_016749081.1_2749	27.350	117	321
WP_003009527.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740721.1_2775	25.076	327	321
WP_003009854.1	lcl|NZ_JADDVU010000005.1_cds_WP_026054882.1_2780	82.192	365	365
WP_003009869.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733646.1_2779	90.270	185	185
WP_003009869.1	lcl|NZ_JADDVU010000003.1_cds_WP_002721790.1_1928	36.429	140	185
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733534.1_2778	90.578	329	329
WP_003009535.1	lcl|NZ_JADDVU010000017.1_cds_WP_002722638.1_588	30.696	316	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740024.1_2687	29.762	336	329
WP_003009535.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728309.1_3036	30.449	312	329
WP_003009535.1	lcl|NZ_JADDVU010000013.1_cds_WP_002743770.1_358	27.711	332	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733638.1_2741	29.462	353	329
WP_003009535.1	lcl|NZ_JADDVU010000076.1_cds_WP_002741146.1_3098	30.128	312	329
WP_003009535.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728316.1_3033	28.399	331	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733546.1_2712	24.254	268	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740721.1_2775	28.431	306	329
WP_003009535.1	lcl|NZ_JADDVU010000007.1_cds_WP_002732331.1_3124	26.393	341	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733579.1_2781	25.079	315	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_016749081.1_2749	24.224	322	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002744551.1_2747	28.889	270	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733698.1_2704	27.174	276	329
WP_003009535.1	lcl|NZ_JADDVU010000060.1_cds_WP_002740236.1_2790	27.737	274	329
WP_003009535.1	lcl|NZ_JADDVU010000004.1_cds_WP_002721725.1_2445	24.242	330	329
WP_003009535.1	lcl|NZ_JADDVU010000004.1_cds_WP_002739935.1_2357	27.869	244	329
WP_003009535.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733757.1_2714	30.994	171	329
WP_003009795.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733627.1_2777	80.899	267	267
WP_003009795.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740926.1_2736	26.068	234	267
WP_003009795.1	lcl|NZ_JADDVU010000005.1_cds_WP_002738295.1_2715	25.714	245	267
WP_003009795.1	lcl|NZ_JADDVU010000005.1_cds_WP_002727921.1_2686	26.455	189	267
WP_003009795.1	lcl|NZ_JADDVU010000025.1_cds_WP_002729040.1_1207	35.955	89	267
WP_003009795.1	lcl|NZ_JADDVU010000002.1_cds_WP_002766579.1_1451	25.269	186	267
WP_003009795.1	lcl|NZ_JADDVU010000013.1_cds_WP_002729513.1_359	23.420	269	267
