WP_003009553.1	lcl|NZ_AHQK01000326.1_cds_WP_004462903.1_1338	95.699	93	106
WP_003009527.1	lcl|NZ_AHQK01000326.1_cds_WP_004472299.1_1337	87.580	314	321
WP_003009527.1	lcl|NZ_AHQK01000326.1_cds_WP_004470124.1_1334	27.239	268	321
WP_003009527.1	lcl|NZ_AHQK01000146.1_cds_WP_004461583.1_2969	24.691	324	321
WP_003009527.1	lcl|NZ_AHQK01000467.1_cds_WP_004465060.1_436	22.064	281	321
WP_003009527.1	lcl|NZ_AHQK01000358.1_cds_WP_004461234.1_1011	25.359	209	321
WP_003009527.1	lcl|NZ_AHQK01000093.1_cds_WP_004472347.1_3252	23.511	319	321
WP_003009854.1	lcl|NZ_AHQK01000326.1_cds_WP_004479563.1_1336	80.548	365	365
WP_003009869.1	lcl|NZ_AHQK01000326.1_cds_WP_016755108.1_1335	92.432	185	185
WP_003009869.1	lcl|NZ_AHQK01000165.1_cds_WP_004460143.1_2613	35.714	140	185
WP_003009535.1	lcl|NZ_AHQK01000326.1_cds_WP_004470124.1_1334	89.329	328	329
WP_003009535.1	lcl|NZ_AHQK01000146.1_cds_WP_004461583.1_2969	30.380	316	329
WP_003009535.1	lcl|NZ_AHQK01000467.1_cds_WP_004465060.1_436	30.240	334	329
WP_003009535.1	lcl|NZ_AHQK01000358.1_cds_WP_004461234.1_1011	32.692	312	329
WP_003009535.1	lcl|NZ_AHQK01000145.1_cds_WP_004472261.1_3064	27.928	333	329
WP_003009535.1	lcl|NZ_AHQK01000298.1_cds_WP_004472946.1_1801	29.688	320	329
WP_003009535.1	lcl|NZ_AHQK01000358.1_cds_WP_004467290.1_1008	28.793	323	329
WP_003009535.1	lcl|NZ_AHQK01000466.1_cds_WP_004466638.1_444	26.861	309	329
WP_003009535.1	lcl|NZ_AHQK01000050.1_cds_WP_004479660.1_3479	28.713	303	329
WP_003009535.1	lcl|NZ_AHQK01000145.1_cds_WP_016754130.1_3105	23.881	268	329
WP_003009535.1	lcl|NZ_AHQK01000206.1_cds_WP_016754659.1_2122	27.586	348	329
WP_003009535.1	lcl|NZ_AHQK01000093.1_cds_WP_016754020.1_3254	31.154	260	329
WP_003009535.1	lcl|NZ_AHQK01000093.1_cds_WP_004472347.1_3252	25.243	309	329
WP_003009535.1	lcl|NZ_AHQK01000326.1_cds_WP_004472299.1_1337	26.266	316	329
WP_003009535.1	lcl|NZ_AHQK01000341.1_cds_WP_004492058.1_1181	27.206	272	329
WP_003009535.1	lcl|NZ_AHQK01000462.1_cds_WP_004472277.1_550	26.667	240	329
WP_003009535.1	lcl|NZ_AHQK01000360.1_cds_WP_004471043.1_989	24.545	330	329
WP_003009535.1	lcl|NZ_AHQK01000083.1_cds_WP_016754001.1_3284	27.273	286	329
WP_003009535.1	lcl|NZ_AHQK01000145.1_cds_WP_004472386.1_3103	29.825	171	329
WP_003009795.1	lcl|NZ_AHQK01000326.1_cds_WP_016755107.1_1333	81.648	267	267
WP_003009795.1	lcl|NZ_AHQK01000145.1_cds_WP_004472344.1_3069	26.702	191	267
WP_003009795.1	lcl|NZ_AHQK01000145.1_cds_WP_004477718.1_3102	25.820	244	267
WP_003009795.1	lcl|NZ_AHQK01000346.1_cds_WP_004466848.1_1148	29.032	186	267
WP_003009795.1	lcl|NZ_AHQK01000467.1_cds_WP_016755569.1_437	26.842	190	267
WP_003009795.1	lcl|NZ_AHQK01000466.1_cds_WP_016755548.1_445	25.279	269	267
WP_003009795.1	lcl|NZ_AHQK01000160.1_cds_WP_016754360.1_2674	25.269	186	267
WP_003009515.1	lcl|NZ_AHQK01000050.1_cds_WP_016753865.1_3478	83.890	509	509
WP_003009515.1	lcl|NZ_AHQK01000189.1_cds_WP_004463881.1_2412	25.767	326	509
WP_003009515.1	lcl|NZ_AHQK01000189.1_cds_WP_004460640.1_2411	31.633	98	509
WP_003009515.1	lcl|NZ_AHQK01000050.1_cds_WP_016753865.1_3478	83.890	509	509
WP_003009515.1	lcl|NZ_AHQK01000189.1_cds_WP_004463881.1_2412	25.767	326	509
WP_003009515.1	lcl|NZ_AHQK01000189.1_cds_WP_004460640.1_2411	31.633	98	509
WP_003009505.1	lcl|NZ_AHQK01000050.1_cds_WP_004479660.1_3479	90.303	330	330
WP_003009505.1	lcl|NZ_AHQK01000326.1_cds_WP_004470124.1_1334	28.197	305	330
WP_003009505.1	lcl|NZ_AHQK01000358.1_cds_WP_004461234.1_1011	26.449	276	330
WP_003009505.1	lcl|NZ_AHQK01000146.1_cds_WP_004461583.1_2969	29.391	279	330
WP_003009505.1	lcl|NZ_AHQK01000093.1_cds_WP_004472347.1_3252	30.631	222	330
WP_003009505.1	lcl|NZ_AHQK01000467.1_cds_WP_004465060.1_436	25.378	331	330
WP_003009505.1	lcl|NZ_AHQK01000206.1_cds_WP_016754659.1_2122	26.126	222	330
WP_003009505.1	lcl|NZ_AHQK01000360.1_cds_WP_004471043.1_989	25.207	242	330
WP_003009505.1	lcl|NZ_AHQK01000298.1_cds_WP_004472946.1_1801	31.330	233	330
WP_003009505.1	lcl|NZ_AHQK01000145.1_cds_WP_004472261.1_3064	23.929	280	330
WP_003009505.1	lcl|NZ_AHQK01000466.1_cds_WP_004466638.1_444	24.375	160	330
WP_003009505.1	lcl|NZ_AHQK01000341.1_cds_WP_004492058.1_1181	30.769	130	330
WP_003009505.1	lcl|NZ_AHQK01000145.1_cds_WP_016754130.1_3105	23.507	268	330
WP_003009505.1	lcl|NZ_AHQK01000358.1_cds_WP_004467290.1_1008	30.464	151	330
WP_003009505.1	lcl|NZ_AHQK01000155.1_cds_WP_004467770.1_2762	26.562	128	330
WP_003009804.1	lcl|NZ_AHQK01000050.1_cds_WP_004472182.1_3482	37.071	553	538
WP_003009804.1	lcl|NZ_AHQK01000050.1_cds_WP_004472182.1_3482	37.071	553	538
WP_003009317.1	lcl|NZ_AHQK01000050.1_cds_WP_004470185.1_3483	66.415	265	265
WP_003009317.1	lcl|NZ_AHQK01000338.1_cds_WP_016755160.1_1241	41.975	243	265
WP_003009459.1	lcl|NZ_AHQK01000050.1_cds_WP_004485928.1_3484	88.387	310	310
WP_003009459.1	lcl|NZ_AHQK01000170.1_cds_WP_004470181.1_2546	39.085	284	310
WP_003009459.1	lcl|NZ_AHQK01000192.1_cds_WP_004466126.1_2321	28.155	309	310
WP_003009459.1	lcl|NZ_AHQK01000191.1_cds_WP_004462208.1_2350	27.820	133	310
WP_003009459.1	lcl|NZ_AHQK01000050.1_cds_WP_004485928.1_3484	88.387	310	310
WP_003009459.1	lcl|NZ_AHQK01000170.1_cds_WP_004470181.1_2546	39.085	284	310
WP_003009459.1	lcl|NZ_AHQK01000192.1_cds_WP_004466126.1_2321	28.155	309	310
WP_003009459.1	lcl|NZ_AHQK01000191.1_cds_WP_004462208.1_2350	27.820	133	310
WP_003009745.1	lcl|NZ_AHQK01000050.1_cds_WP_016753868.1_3485	92.803	264	264
WP_036096976.1	lcl|NZ_AHQK01000050.1_cds_WP_004470135.1_3486	83.077	130	130
WP_003009905.1	lcl|NZ_AHQK01000050.1_cds_WP_016753869.1_3487	75.862	145	145
WP_003009905.1	lcl|NZ_AHQK01000463.1_cds_WP_004474232.1_523	28.947	76	145
WP_003009905.1	lcl|NZ_AHQK01000474.1_cds_WP_004462309.1_291	41.071	56	145
WP_036096974.1	lcl|NZ_AHQK01000050.1_cds_WP_004470037.1_3488	91.403	221	221
WP_036096974.1	lcl|NZ_AHQK01000205.1_cds_WP_004472978.1_2151	27.723	101	221
WP_003009428.1	lcl|NZ_AHQK01000050.1_cds_WP_004472248.1_3489	92.361	144	664
WP_003009428.1	lcl|NZ_AHQK01000050.1_cds_WP_232422684.1_3490	93.506	77	664
WP_003009428.1	lcl|NZ_AHQK01000382.1_cds_WP_004479662.1_849	27.559	381	664
WP_003009428.1	lcl|NZ_AHQK01000395.1_cds_WP_026053516.1_811	24.129	402	664
WP_003009848.1	lcl|NZ_AHQK01000456.1_cds_WP_255296421.1_694	26.357	387	393
WP_003009848.1	lcl|NZ_AHQK01000456.1_cds_WP_004472360.1_690	22.409	357	393
WP_003009848.1	lcl|NZ_AHQK01000145.1_cds_WP_004472297.1_3079	27.165	254	393
WP_003009848.1	lcl|NZ_AHQK01000205.1_cds_WP_004465948.1_2150	27.477	222	393
