WP_003009553.1	lcl|NZ_AHQQ01000424.1_cds_WP_000340715.1_193	91.398	93	106
WP_003009527.1	lcl|NZ_AHQQ01000424.1_cds_WP_000410273.1_192	90.764	314	321
WP_003009527.1	lcl|NZ_AHQQ01000079.1_cds_WP_000093099.1_3063	58.730	63	321
WP_003009527.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	27.239	268	321
WP_003009527.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	22.769	325	321
WP_003009527.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	23.656	186	321
WP_003009527.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	22.887	284	321
WP_003009527.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	25.382	327	321
WP_003009854.1	lcl|NZ_AHQQ01000424.1_cds_WP_000604524.1_191	84.384	365	365
WP_003009869.1	lcl|NZ_AHQQ01000424.1_cds_WP_000884059.1_190	91.892	185	185
WP_003009869.1	lcl|NZ_AHQQ01000125.1_cds_WP_000351733.1_2191	38.571	140	185
WP_003009535.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	92.097	329	329
WP_003009535.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	32.595	316	329
WP_003009535.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	31.975	319	329
WP_003009535.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	30.448	335	329
WP_003009535.1	lcl|NZ_AHQQ01000235.1_cds_WP_001984071.1_1168	32.248	307	329
WP_003009535.1	lcl|NZ_AHQQ01000197.1_cds_WP_000649925.1_1725	30.341	323	329
WP_003009535.1	lcl|NZ_AHQQ01000114.1_cds_WP_000709511.1_2335	29.003	331	329
WP_003009535.1	lcl|NZ_AHQQ01000079.1_cds_WP_000601375.1_3027	25.993	277	329
WP_003009535.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	28.105	306	329
WP_003009535.1	lcl|NZ_AHQQ01000103.1_cds_WP_000688695.1_2463	27.811	338	329
WP_003009535.1	lcl|NZ_AHQQ01000424.1_cds_WP_000410273.1_192	26.101	318	329
WP_003009535.1	lcl|NZ_AHQQ01000079.1_cds_WP_000475904.1_3018	27.899	276	329
WP_003009535.1	lcl|NZ_AHQQ01000081.1_cds_WP_001074785.1_2961	27.636	275	329
WP_003009535.1	lcl|NZ_AHQQ01000263.1_cds_WP_001003553.1_888	27.953	254	329
WP_003009535.1	lcl|NZ_AHQQ01000079.1_cds_WP_000487322.1_3029	25.939	293	329
WP_003009795.1	lcl|NZ_AHQQ01000424.1_cds_WP_000774262.1_188	81.648	267	267
WP_003009795.1	lcl|NZ_AHQQ01000079.1_cds_WP_000800438.1_3049	26.923	234	267
WP_003009795.1	lcl|NZ_AHQQ01000079.1_cds_WP_000859505.1_3030	27.049	244	267
WP_003009795.1	lcl|NZ_AHQQ01000296.1_cds_WP_000667727.1_699	28.866	194	267
WP_003009795.1	lcl|NZ_AHQQ01000079.1_cds_WP_000842260.1_3000	26.316	190	267
WP_003009795.1	lcl|NZ_AHQQ01000072.1_cds_WP_000805357.1_3195	33.735	83	267
WP_003009515.1	lcl|NZ_AHQQ01000424.1_cds_WP_000612797.1_187	87.992	508	509
WP_003009515.1	lcl|NZ_AHQQ01000117.1_cds_WP_000291591.1_2300	26.032	315	509
WP_003009515.1	lcl|NZ_AHQQ01000117.1_cds_WP_000364507.1_2299	26.316	114	509
WP_003009515.1	lcl|NZ_AHQQ01000424.1_cds_WP_000612797.1_187	87.992	508	509
WP_003009515.1	lcl|NZ_AHQQ01000117.1_cds_WP_000291591.1_2300	26.032	315	509
WP_003009515.1	lcl|NZ_AHQQ01000117.1_cds_WP_000364507.1_2299	26.316	114	509
