WP_003009553.1	lcl|NZ_RQGX01000008.1_cds_WP_135594790.1_3222	60.465	86	106
WP_003009527.1	lcl|NZ_RQGX01000008.1_cds_WP_135594788.1_3221	82.803	314	321
WP_003009527.1	lcl|NZ_RQGX01000010.1_cds_WP_135605693.1_1922	23.125	320	321
WP_003009527.1	lcl|NZ_RQGX01000006.1_cds_WP_100715920.1_3015	22.619	168	321
WP_003009527.1	lcl|NZ_RQGX01000006.1_cds_WP_210409557.1_3004	21.675	203	321
WP_003009527.1	lcl|NZ_RQGX01000001.1_cds_WP_135605246.1_3383	22.930	314	321
WP_003009869.1	lcl|NZ_RQGX01000008.1_cds_WP_135594725.1_3190	31.088	193	185
WP_003009869.1	lcl|NZ_RQGX01000003.1_cds_WP_100717084.1_392	34.109	129	185
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_135605693.1_1922	30.255	314	329
WP_003009535.1	lcl|NZ_RQGX01000006.1_cds_WP_100715920.1_3015	29.706	340	329
WP_003009535.1	lcl|NZ_RQGX01000001.1_cds_WP_135605246.1_3383	29.936	314	329
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_135639720.1_1949	30.063	316	329
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_100725525.1_2303	27.245	323	329
WP_003009535.1	lcl|NZ_RQGX01000008.1_cds_WP_135594788.1_3221	28.616	318	329
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_100716204.1_2252	27.200	250	329
WP_003009535.1	lcl|NZ_RQGX01000008.1_cds_WP_135688621.1_3177	22.472	267	329
WP_003009535.1	lcl|NZ_RQGX01000008.1_cds_WP_135604041.1_3180	33.544	158	329
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_100716212.1_2260	25.000	272	329
WP_003009535.1	lcl|NZ_RQGX01000003.1_cds_WP_135604102.1_10	25.275	273	329
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_135702509.1_1870	28.112	249	329
WP_003009535.1	lcl|NZ_RQGX01000006.1_cds_WP_210409557.1_3004	25.952	289	329
WP_003009535.1	lcl|NZ_RQGX01000010.1_cds_WP_100720563.1_1582	24.719	178	329
WP_003009795.1	lcl|NZ_RQGX01000008.1_cds_WP_135594704.1_3178	27.536	207	267
WP_003009795.1	lcl|NZ_RQGX01000003.1_cds_WP_100727872.1_71	25.194	258	267
WP_003009795.1	lcl|NZ_RQGX01000010.1_cds_WP_135702639.1_2370	27.273	176	267
WP_003009795.1	lcl|NZ_RQGX01000006.1_cds_WP_135702344.1_3016	25.728	206	267
WP_003009515.1	lcl|NZ_RQGX01000003.1_cds_WP_100717124.1_370	24.771	327	509
WP_003009515.1	lcl|NZ_RQGX01000003.1_cds_WP_100717065.1_369	32.258	62	509
WP_003009515.1	lcl|NZ_RQGX01000003.1_cds_WP_100717124.1_370	24.771	327	509
WP_003009515.1	lcl|NZ_RQGX01000003.1_cds_WP_100717065.1_369	32.258	62	509
WP_003009505.1	lcl|NZ_RQGX01000001.1_cds_WP_135605246.1_3383	24.820	278	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_100716204.1_2252	26.792	265	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_135605693.1_1922	29.818	275	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_135639720.1_1949	26.625	323	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_135702509.1_1870	27.273	209	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_100716212.1_2260	22.692	260	330
WP_003009505.1	lcl|NZ_RQGX01000006.1_cds_WP_100715920.1_3015	23.510	302	330
WP_003009505.1	lcl|NZ_RQGX01000008.1_cds_WP_135688621.1_3177	23.019	265	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_100720563.1_1582	26.160	237	330
WP_003009505.1	lcl|NZ_RQGX01000008.1_cds_WP_135594788.1_3221	23.030	330	330
WP_003009505.1	lcl|NZ_RQGX01000010.1_cds_WP_100725525.1_2303	27.152	151	330
WP_003009317.1	lcl|NZ_RQGX01000003.1_cds_WP_100715657.1_1332	38.735	253	265
WP_003009317.1	lcl|NZ_RQGX01000009.1_cds_WP_135702400.1_2459	25.294	170	265
WP_003009459.1	lcl|NZ_RQGX01000010.1_cds_WP_100717570.1_1677	37.209	301	310
WP_003009459.1	lcl|NZ_RQGX01000009.1_cds_WP_135702400.1_2459	30.868	311	310
WP_003009459.1	lcl|NZ_RQGX01000003.1_cds_WP_100718541.1_455	22.305	269	310
WP_003009459.1	lcl|NZ_RQGX01000010.1_cds_WP_100717570.1_1677	37.209	301	310
WP_003009459.1	lcl|NZ_RQGX01000009.1_cds_WP_135702400.1_2459	30.868	311	310
WP_003009459.1	lcl|NZ_RQGX01000003.1_cds_WP_100718541.1_455	22.305	269	310
WP_003009905.1	lcl|NZ_RQGX01000009.1_cds_WP_100718959.1_2434	42.857	63	145
WP_036096974.1	lcl|NZ_RQGX01000003.1_cds_WP_135702159.1_473	29.897	97	221
WP_036096974.1	lcl|NZ_RQGX01000003.1_cds_WP_100726621.1_538	30.921	152	221
WP_036096974.1	lcl|NZ_RQGX01000003.1_cds_WP_100715706.1_1388	26.190	84	221
WP_003009428.1	lcl|NZ_RQGX01000003.1_cds_WP_135702093.1_7	28.571	203	664
WP_003009428.1	lcl|NZ_RQGX01000003.1_cds_WP_135663125.1_3	25.193	389	664
WP_003009848.1	lcl|NZ_RQGX01000003.1_cds_WP_135604625.1_746	26.587	252	393
WP_003009848.1	lcl|NZ_RQGX01000008.1_cds_WP_135594712.1_3183	23.256	215	393
WP_003009848.1	lcl|NZ_RQGX01000003.1_cds_WP_135638943.1_474	27.778	144	393
WP_003009848.1	lcl|NZ_RQGX01000003.1_cds_WP_100715706.1_1388	21.687	249	393
WP_003009953.1	lcl|NZ_RQGX01000010.1_cds_WP_135605521.1_2128	28.472	144	177
WP_036096972.1	lcl|NZ_RQGX01000006.1_cds_WP_100715851.1_2939	27.004	237	241
WP_036096972.1	lcl|NZ_RQGX01000010.1_cds_WP_004786786.1_2197	27.891	147	241
WP_036096972.1	lcl|NZ_RQGX01000003.1_cds_WP_100718553.1_469	24.016	254	241
WP_036096972.1	lcl|NZ_RQGX01000009.1_cds_WP_100717658.1_2505	23.887	247	241
WP_036096972.1	lcl|NZ_RQGX01000009.1_cds_WP_012389530.1_2440	23.457	243	241
WP_036096972.1	lcl|NZ_RQGX01000010.1_cds_WP_135702591.1_2169	31.683	101	241
WP_036096972.1	lcl|NZ_RQGX01000010.1_cds_WP_100719759.1_1595	22.404	183	241
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100716311.1_1126	33.687	377	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_100716163.1_2206	42.169	249	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_135662164.1_2146	42.489	233	598
WP_003009503.1	lcl|NZ_RQGX01000008.1_cds_WP_167881320.1_3219	31.490	416	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_135605233.1_3375	41.631	233	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_135605235.1_3377	40.948	232	598
WP_003009503.1	lcl|NZ_RQGX01000005.1_cds_WP_135603428.1_2675	37.131	237	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135591471.1_802	31.330	233	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100715778.1_1467	29.661	236	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_100719689.1_3402	33.051	236	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_135605214.1_3359	26.180	233	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135592251.1_62	31.092	238	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100717123.1_364	26.168	214	598
WP_003009503.1	lcl|NZ_RQGX01000013.1_cds_WP_100718591.1_3525	29.245	212	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_100717653.1_2510	31.532	222	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_100721480.1_3467	31.356	236	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_135702417.1_2587	29.412	221	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_100718973.1_2419	29.778	225	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_239671187.1_391	30.568	229	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100718385.1_1213	31.050	219	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135702217.1_1045	28.384	229	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100728022.1_124	28.054	221	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_135688791.1_1734	30.380	237	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_100719685.1_3403	28.326	233	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135604138.1_88	29.412	238	598
WP_003009503.1	lcl|NZ_RQGX01000005.1_cds_WP_135603492.1_2821	24.255	235	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_100720566.1_1579	26.339	224	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_100717642.1_2522	26.923	182	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100727870.1_73	27.556	225	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100727904.1_64	22.705	207	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_135652296.1_2588	24.841	157	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100716311.1_1126	33.687	377	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_100716163.1_2206	42.169	249	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_135662164.1_2146	42.489	233	598
WP_003009503.1	lcl|NZ_RQGX01000008.1_cds_WP_167881320.1_3219	31.490	416	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_135605233.1_3375	41.631	233	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_135605235.1_3377	40.948	232	598
WP_003009503.1	lcl|NZ_RQGX01000005.1_cds_WP_135603428.1_2675	37.131	237	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135591471.1_802	31.330	233	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100715778.1_1467	29.661	236	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_100719689.1_3402	33.051	236	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_135605214.1_3359	26.180	233	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135592251.1_62	31.092	238	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100717123.1_364	26.168	214	598
WP_003009503.1	lcl|NZ_RQGX01000013.1_cds_WP_100718591.1_3525	29.245	212	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_100717653.1_2510	31.532	222	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_100721480.1_3467	31.356	236	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_135702417.1_2587	29.412	221	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_100718973.1_2419	29.778	225	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_239671187.1_391	30.568	229	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100718385.1_1213	31.050	219	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135702217.1_1045	28.384	229	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100728022.1_124	28.054	221	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_135688791.1_1734	30.380	237	598
WP_003009503.1	lcl|NZ_RQGX01000001.1_cds_WP_100719685.1_3403	28.326	233	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_135604138.1_88	29.412	238	598
WP_003009503.1	lcl|NZ_RQGX01000005.1_cds_WP_135603492.1_2821	24.255	235	598
WP_003009503.1	lcl|NZ_RQGX01000010.1_cds_WP_100720566.1_1579	26.339	224	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_100717642.1_2522	26.923	182	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100727870.1_73	27.556	225	598
WP_003009503.1	lcl|NZ_RQGX01000003.1_cds_WP_100727904.1_64	22.705	207	598
WP_003009503.1	lcl|NZ_RQGX01000009.1_cds_WP_135652296.1_2588	24.841	157	598
WP_003009401.1	lcl|NZ_RQGX01000003.1_cds_WP_100718929.1_933	31.564	358	365
WP_003009401.1	lcl|NZ_RQGX01000008.1_cds_WP_135688238.1_3218	29.610	385	365
WP_003009401.1	lcl|NZ_RQGX01000010.1_cds_WP_100716152.1_2190	29.219	397	365
WP_003009401.1	lcl|NZ_RQGX01000008.1_cds_WP_135688687.1_3209	30.868	311	365
WP_003009401.1	lcl|NZ_RQGX01000008.1_cds_WP_135604024.1_3195	31.169	308	365
WP_003009401.1	lcl|NZ_RQGX01000003.1_cds_WP_100715612.1_1278	24.096	332	365
WP_003009939.1	lcl|NZ_RQGX01000008.1_cds_WP_135652134.1_3185	32.298	161	307
WP_003009665.1	lcl|NZ_RQGX01000010.1_cds_WP_135605693.1_1922	28.873	284	317
WP_003009665.1	lcl|NZ_RQGX01000001.1_cds_WP_135605246.1_3383	26.054	261	317
WP_003009665.1	lcl|NZ_RQGX01000010.1_cds_WP_135639720.1_1949	26.667	255	317
WP_003009665.1	lcl|NZ_RQGX01000008.1_cds_WP_135594788.1_3221	24.731	186	317
