WP_003009553.1	lcl|NZ_JADDVX010000006.1_cds_WP_002725873.1_3010	92.473	93	106
WP_003009527.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733579.1_3009	92.038	314	321
WP_003009527.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733534.1_3006	26.493	268	321
WP_003009527.1	lcl|NZ_JADDVX010000018.1_cds_WP_002722638.1_670	22.462	325	321
WP_003009527.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740024.1_2915	22.776	281	321
WP_003009527.1	lcl|NZ_JADDVX010000007.1_cds_WP_002728309.1_3092	24.116	311	321
WP_003009527.1	lcl|NZ_JADDVX010000014.1_cds_WP_002743770.1_394	25.000	104	321
WP_003009527.1	lcl|NZ_JADDVX010000006.1_cds_WP_016749081.1_2977	27.350	117	321
WP_003009527.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740721.1_3003	25.076	327	321
WP_003009854.1	lcl|NZ_JADDVX010000006.1_cds_WP_026054882.1_3008	82.192	365	365
WP_003009869.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733646.1_3007	90.270	185	185
WP_003009869.1	lcl|NZ_JADDVX010000003.1_cds_WP_002721790.1_1911	36.429	140	185
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733534.1_3006	90.578	329	329
WP_003009535.1	lcl|NZ_JADDVX010000018.1_cds_WP_002722638.1_670	30.696	316	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740024.1_2915	29.762	336	329
WP_003009535.1	lcl|NZ_JADDVX010000007.1_cds_WP_002728309.1_3092	30.449	312	329
WP_003009535.1	lcl|NZ_JADDVX010000014.1_cds_WP_002743770.1_394	27.711	332	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733638.1_2969	29.462	353	329
WP_003009535.1	lcl|NZ_JADDVX010000076.1_cds_WP_002741146.1_3074	30.128	312	329
WP_003009535.1	lcl|NZ_JADDVX010000007.1_cds_WP_002728316.1_3095	28.399	331	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733546.1_2940	24.254	268	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740721.1_3003	28.431	306	329
WP_003009535.1	lcl|NZ_JADDVX010000008.1_cds_WP_002732331.1_3303	26.393	341	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733579.1_3009	25.079	315	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_016749081.1_2977	24.224	322	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002744551.1_2975	28.889	270	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733698.1_2932	27.174	276	329
WP_003009535.1	lcl|NZ_JADDVX010000059.1_cds_WP_002740236.1_2640	27.737	274	329
WP_003009535.1	lcl|NZ_JADDVX010000004.1_cds_WP_002721725.1_2422	24.242	330	329
WP_003009535.1	lcl|NZ_JADDVX010000004.1_cds_WP_002739935.1_2334	27.869	244	329
WP_003009535.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733757.1_2942	30.994	171	329
WP_003009795.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733627.1_3005	80.899	267	267
