WP_003009553.1	lcl|NZ_JQPO01000042.1_cds_WP_000340715.1_1038	91.398	93	106
WP_003009527.1	lcl|NZ_JQPO01000042.1_cds_WP_000410275.1_1037	90.446	314	321
WP_003009527.1	lcl|NZ_JQPO01000042.1_cds_WP_000723078.1_988	22.222	279	321
WP_003009527.1	lcl|NZ_JQPO01000011.1_cds_WP_000744700.1_329	22.769	325	321
WP_003009527.1	lcl|NZ_JQPO01000042.1_cds_WP_000723090.1_968	22.887	284	321
WP_003009527.1	lcl|NZ_JQPO01000042.1_cds_WP_000567887.1_986	23.009	226	321
WP_003009869.1	lcl|NZ_JQPO01000047.1_cds_WP_000351733.1_1118	38.571	140	185
WP_003009869.1	lcl|NZ_JQPO01000042.1_cds_WP_001047905.1_1006	34.463	177	185
WP_003009535.1	lcl|NZ_JQPO01000042.1_cds_WP_000723078.1_988	32.399	321	329
WP_003009535.1	lcl|NZ_JQPO01000011.1_cds_WP_000744700.1_329	32.595	316	329
WP_003009535.1	lcl|NZ_JQPO01000042.1_cds_WP_000723090.1_968	30.448	335	329
WP_003009535.1	lcl|NZ_JQPO01000006.1_cds_WP_001984071.1_157	32.248	307	329
WP_003009535.1	lcl|NZ_JQPO01000010.1_cds_WP_000649924.1_212	30.341	323	329
WP_003009535.1	lcl|NZ_JQPO01000042.1_cds_WP_000567887.1_986	29.836	305	329
WP_003009535.1	lcl|NZ_JQPO01000069.1_cds_WP_000709511.1_1545	29.003	331	329
WP_003009535.1	lcl|NZ_JQPO01000006.1_cds_WP_000688696.1_137	27.811	338	329
WP_003009535.1	lcl|NZ_JQPO01000042.1_cds_WP_000410275.1_1037	26.101	318	329
WP_003009535.1	lcl|NZ_JQPO01000118.1_cds_WP_001074783.1_2444	27.758	281	329
WP_003009535.1	lcl|NZ_JQPO01000056.1_cds_WP_061270835.1_1329	25.740	338	329
WP_003009535.1	lcl|NZ_JQPO01000042.1_cds_WP_000460023.1_984	24.453	274	329
WP_003009795.1	lcl|NZ_JQPO01000042.1_cds_WP_000043898.1_987	27.586	232	267
WP_003009795.1	lcl|NZ_JQPO01000101.1_cds_WP_000667727.1_2168	28.866	194	267
WP_003009795.1	lcl|NZ_JQPO01000042.1_cds_WP_000842260.1_967	26.316	190	267
WP_003009795.1	lcl|NZ_JQPO01000185.1_cds_WP_000805357.1_3460	33.735	83	267
WP_003009515.1	lcl|NZ_JQPO01000075.1_cds_WP_000291585.1_1632	26.032	315	509
WP_003009515.1	lcl|NZ_JQPO01000075.1_cds_WP_000364504.1_1633	29.474	95	509
WP_003009515.1	lcl|NZ_JQPO01000075.1_cds_WP_000291585.1_1632	26.032	315	509
WP_003009515.1	lcl|NZ_JQPO01000075.1_cds_WP_000364504.1_1633	29.474	95	509
WP_003009505.1	lcl|NZ_JQPO01000042.1_cds_WP_000723078.1_988	22.711	273	330
WP_003009505.1	lcl|NZ_JQPO01000006.1_cds_WP_001984071.1_157	25.912	274	330
WP_003009505.1	lcl|NZ_JQPO01000011.1_cds_WP_000744700.1_329	27.532	316	330
WP_003009505.1	lcl|NZ_JQPO01000056.1_cds_WP_061270835.1_1329	29.555	247	330
WP_003009505.1	lcl|NZ_JQPO01000042.1_cds_WP_000723090.1_968	23.193	332	330
WP_003009505.1	lcl|NZ_JQPO01000006.1_cds_WP_000688696.1_137	25.339	221	330
WP_003009505.1	lcl|NZ_JQPO01000010.1_cds_WP_000649924.1_212	28.295	258	330
WP_003009505.1	lcl|NZ_JQPO01000118.1_cds_WP_001074783.1_2444	27.962	211	330
WP_003009505.1	lcl|NZ_JQPO01000069.1_cds_WP_000709511.1_1545	30.464	151	330
WP_003009505.1	lcl|NZ_JQPO01000002.1_cds_WP_002105999.1_14	35.211	71	330
WP_003009505.1	lcl|NZ_JQPO01000103.1_cds_WP_000457972.1_2194	25.000	128	330
WP_003009317.1	lcl|NZ_JQPO01000055.1_cds_WP_001002663.1_1304	41.152	243	265
WP_003009317.1	lcl|NZ_JQPO01000036.1_cds_WP_001183723.1_825	27.746	173	265
WP_003009459.1	lcl|NZ_JQPO01000116.1_cds_WP_000501205.1_2418	36.634	303	310
WP_003009459.1	lcl|NZ_JQPO01000036.1_cds_WP_001183723.1_825	28.114	281	310
WP_003009459.1	lcl|NZ_JQPO01000173.1_cds_WP_000279894.1_3216	27.820	133	310
WP_003009459.1	lcl|NZ_JQPO01000116.1_cds_WP_000501205.1_2418	36.634	303	310
WP_003009459.1	lcl|NZ_JQPO01000036.1_cds_WP_001183723.1_825	28.114	281	310
WP_003009459.1	lcl|NZ_JQPO01000173.1_cds_WP_000279894.1_3216	27.820	133	310
WP_003009905.1	lcl|NZ_JQPO01000130.1_cds_WP_000360599.1_2681	30.263	76	145
WP_003009905.1	lcl|NZ_JQPO01000078.1_cds_JG82_RS08895_1739	39.286	56	145
WP_036096974.1	lcl|NZ_JQPO01000024.1_cds_WP_001069827.1_628	28.440	109	221
WP_036096974.1	lcl|NZ_JQPO01000042.1_cds_WP_001075146.1_1021	25.926	135	221
WP_036096974.1	lcl|NZ_JQPO01000011.1_cds_WP_001082180.1_358	23.077	78	221
WP_003009428.1	lcl|NZ_JQPO01000218.1_cds_WP_061271106.1_3715	30.488	328	664
WP_003009428.1	lcl|NZ_JQPO01000196.1_cds_WP_000529868.1_3566	28.019	207	664
WP_003009848.1	lcl|NZ_JQPO01000024.1_cds_WP_061231906.1_629	28.571	210	393
WP_003009848.1	lcl|NZ_JQPO01000076.1_cds_WP_000402846.1_1688	22.363	237	393
WP_003009848.1	lcl|NZ_JQPO01000042.1_cds_WP_002188971.1_997	26.619	139	393
WP_003009848.1	lcl|NZ_JQPO01000011.1_cds_WP_001082180.1_358	25.414	181	393
WP_003009953.1	lcl|NZ_JQPO01000151.1_cds_WP_001206947.1_2990	28.169	142	177
WP_003009592.1	lcl|NZ_JQPO01000024.1_cds_WP_061231906.1_629	25.238	210	407
WP_003009592.1	lcl|NZ_JQPO01000011.1_cds_WP_001082180.1_358	25.309	162	407
WP_036096972.1	lcl|NZ_JQPO01000042.1_cds_WP_002188997.1_1017	27.686	242	241
WP_036096972.1	lcl|NZ_JQPO01000254.1_cds_WP_000043153.1_3888	27.530	247	241
WP_036096972.1	lcl|NZ_JQPO01000035.1_cds_WP_000998678.1_805	25.862	232	241
WP_036096972.1	lcl|NZ_JQPO01000078.1_cds_WP_000566240.1_1742	26.776	183	241
WP_036096972.1	lcl|NZ_JQPO01000023.1_cds_WP_061270775.1_615	25.098	255	241
WP_036096972.1	lcl|NZ_JQPO01000078.1_cds_WP_001968389.1_1714	25.847	236	241
WP_036096972.1	lcl|NZ_JQPO01000118.1_cds_WP_000194184.1_2463	25.000	204	241
WP_036096972.1	lcl|NZ_JQPO01000116.1_cds_WP_000167663.1_2409	23.500	200	241
WP_036096972.1	lcl|NZ_JQPO01000013.1_cds_WP_000093664.1_393	20.571	175	241
WP_003009503.1	lcl|NZ_JQPO01000110.1_cds_WP_000172203.1_2336	33.509	379	598
WP_003009503.1	lcl|NZ_JQPO01000026.1_cds_WP_000667646.1_700	46.154	234	598
WP_003009503.1	lcl|NZ_JQPO01000010.1_cds_WP_000828456.1_281	43.777	233	598
WP_003009503.1	lcl|NZ_JQPO01000042.1_cds_WP_000614938.1_1011	33.168	202	598
WP_003009503.1	lcl|NZ_JQPO01000102.1_cds_WP_001052495.1_2188	32.353	238	598
WP_003009503.1	lcl|NZ_JQPO01000256.1_cds_WP_000510777.1_3900	33.476	233	598
WP_003009503.1	lcl|NZ_JQPO01000087.1_cds_WP_000942282.1_1950	27.984	243	598
WP_003009503.1	lcl|NZ_JQPO01000108.1_cds_WP_000536752.1_2307	31.193	218	598
WP_003009503.1	lcl|NZ_JQPO01000138.1_cds_WP_000619174.1_2799	30.041	243	598
WP_003009503.1	lcl|NZ_JQPO01000008.1_cds_WP_000603361.1_175	29.279	222	598
