WP_003009553.1	lcl|NZ_JAFFPT010000072.1_cds_WP_069609185.1_1443	93.548	93	106
WP_003009527.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276184.1_1444	90.000	310	321
WP_003009527.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	21.988	332	321
WP_003009527.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	22.101	276	321
WP_003009527.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	22.022	277	321
WP_003009527.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	23.132	281	321
WP_003009527.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	22.222	279	321
WP_003009527.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276226.1_1487	24.138	174	321
WP_003009527.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	19.527	338	321
WP_003009869.1	lcl|NZ_JAFFPT010000071.1_cds_WP_205276084.1_2465	37.857	140	185
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	29.855	345	329
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	31.325	332	329
WP_003009535.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	30.380	316	329
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	31.438	299	329
WP_003009535.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	30.968	310	329
WP_003009535.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274111.1_1113	30.960	323	329
WP_003009535.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	27.083	336	329
WP_003009535.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274341.1_1379	29.429	333	329
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276228.1_1489	23.948	309	329
WP_003009535.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275151.1_1833	26.100	341	329
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276184.1_1444	26.899	316	329
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276226.1_1487	30.811	185	329
WP_003009535.1	lcl|NZ_JAFFPT010000014.1_cds_WP_205273729.1_2749	25.410	244	329
WP_003009535.1	lcl|NZ_JAFFPT010000038.1_cds_WP_205274955.1_2647	24.254	268	329
WP_003009535.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276232.1_1493	24.542	273	329
WP_003009535.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275747.1_3056	30.952	126	329
WP_003009795.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276202.1_1462	31.197	234	267
WP_003009795.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276246.1_1510	25.926	189	267
WP_003009795.1	lcl|NZ_JAFFPT010000055.1_cds_WP_205275397.1_2961	37.079	89	267
WP_003009795.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276225.1_1486	20.574	209	267
WP_003009795.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275819.1_3082	25.253	198	267
WP_003009795.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275238.1_1920	32.530	83	267
WP_003009515.1	lcl|NZ_JAFFPT010000006.1_cds_WP_205273192.1_3425	26.380	326	509
WP_003009515.1	lcl|NZ_JAFFPT010000006.1_cds_WP_205273192.1_3425	26.380	326	509
WP_003009505.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274238.1_1265	25.735	272	330
WP_003009505.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276197.1_1457	25.182	274	330
WP_003009505.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276245.1_1509	26.543	324	330
WP_003009505.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273907.1_3351	28.417	278	330
WP_003009505.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276188.1_1448	22.519	262	330
WP_003009505.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275151.1_1833	25.893	224	330
WP_003009505.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274111.1_1113	30.040	253	330
WP_003009505.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275767.1_3083	25.767	163	330
WP_003009505.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273801.1_3258	23.684	266	330
WP_003009505.1	lcl|NZ_JAFFPT010000038.1_cds_WP_205274870.1_2562	47.222	36	330
WP_003009505.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274341.1_1379	30.464	151	330
WP_003009317.1	lcl|NZ_JAFFPT010000032.1_cds_WP_205274610.1_3203	43.210	243	265
WP_003009459.1	lcl|NZ_JAFFPT010000092.1_cds_WP_205277200.1_4241	39.384	292	310
WP_003009459.1	lcl|NZ_JAFFPT010000027.1_cds_WP_205274475.1_2276	28.431	306	310
WP_003009459.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276410.1_1702	26.316	133	310
WP_003009459.1	lcl|NZ_JAFFPT010000092.1_cds_WP_205277200.1_4241	39.384	292	310
WP_003009459.1	lcl|NZ_JAFFPT010000027.1_cds_WP_205274475.1_2276	28.431	306	310
WP_003009459.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276410.1_1702	26.316	133	310
WP_003009905.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274331.1_1369	30.263	76	145
WP_003009905.1	lcl|NZ_JAFFPT010000065.1_cds_WP_205275900.1_585	41.071	56	145
WP_036096974.1	lcl|NZ_JAFFPT010000013.1_cds_WP_205273523.1_979	31.325	83	221
WP_003009428.1	lcl|NZ_JAFFPT010000009.1_cds_WP_205273309.1_776	26.260	377	664
WP_003009428.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274141.1_1149	27.320	388	664
WP_003009428.1	lcl|NZ_JAFFPT010000009.1_cds_WP_205273336.1_806	32.124	193	664
WP_003009428.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274302.1_1338	26.579	380	664
WP_003009428.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274228.1_1253	25.714	420	664
WP_003009848.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276223.1_1484	31.016	187	393
WP_003009848.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276210.1_1471	28.289	152	393
WP_003009848.1	lcl|NZ_JAFFPT010000060.1_cds_WP_205275506.1_1976	26.601	203	393
WP_003009848.1	lcl|NZ_JAFFPT010000009.1_cds_WP_205273277.1_739	25.862	232	393
WP_003009848.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276194.1_1454	27.632	152	393
WP_003009848.1	lcl|NZ_JAFFPT010000013.1_cds_WP_205273523.1_979	23.256	215	393
WP_003009953.1	lcl|NZ_JAFFPT010000013.1_cds_WP_205273529.1_985	28.358	134	177
WP_003009592.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276223.1_1484	27.411	394	407
WP_003009592.1	lcl|NZ_JAFFPT010000009.1_cds_WP_205273277.1_739	20.930	258	407
WP_036096972.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276334.1_1613	23.629	237	241
WP_036096972.1	lcl|NZ_JAFFPT010000055.1_cds_WP_205275356.1_2915	28.175	252	241
WP_036096972.1	lcl|NZ_JAFFPT010000079.1_cds_WP_205276822.1_215	25.098	255	241
WP_036096972.1	lcl|NZ_JAFFPT010000020.1_cds_WP_205273924.1_4056	25.523	239	241
WP_036096972.1	lcl|NZ_JAFFPT010000065.1_cds_WP_205275902.1_588	27.222	180	241
WP_036096972.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273884.1_3324	24.138	232	241
WP_036096972.1	lcl|NZ_JAFFPT010000079.1_cds_WP_205276786.1_172	32.203	118	241
WP_036096972.1	lcl|NZ_JAFFPT010000038.1_cds_WP_205274870.1_2562	22.128	235	241
WP_036096972.1	lcl|NZ_JAFFPT010000079.1_cds_WP_205276682.1_54	23.904	251	241
WP_036096972.1	lcl|NZ_JAFFPT010000014.1_cds_WP_205273745.1_2767	24.215	223	241
WP_036096972.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273783.1_3238	24.528	159	241
WP_036096972.1	lcl|NZ_JAFFPT010000037.1_cds_WP_205274824.1_4218	23.000	200	241
WP_003009503.1	lcl|NZ_JAFFPT010000062.1_cds_WP_205275737.1_3043	34.483	377	598
WP_003009503.1	lcl|NZ_JAFFPT010000045.1_cds_WP_205275193.1_1871	45.259	232	598
WP_003009503.1	lcl|NZ_JAFFPT010000013.1_cds_WP_205273581.1_1040	43.348	233	598
WP_003009503.1	lcl|NZ_JAFFPT010000072.1_cds_WP_205276187.1_1447	31.477	413	598
WP_003009503.1	lcl|NZ_JAFFPT010000019.1_cds_WP_205273782.1_3237	30.638	235	598
WP_003009503.1	lcl|NZ_JAFFPT010000027.1_cds_WP_205274429.1_2224	31.330	233	598
WP_003009503.1	lcl|NZ_JAFFPT010000025.1_cds_WP_205274312.1_1349	28.870	239	598
