WP_003009553.1	lcl|NZ_BOPY01000005.1_cds_WP_002733653.1_1345	91.398	93	106
WP_003009527.1	lcl|NZ_BOPY01000005.1_cds_WP_002733579.1_1344	92.038	314	321
WP_003009527.1	lcl|NZ_BOPY01000005.1_cds_WP_002733534.1_1341	26.493	268	321
WP_003009527.1	lcl|NZ_BOPY01000001.1_cds_WP_002722638.1_68	22.462	325	321
WP_003009527.1	lcl|NZ_BOPY01000005.1_cds_WP_002727919.1_1250	22.776	281	321
WP_003009527.1	lcl|NZ_BOPY01000002.1_cds_WP_002728309.1_446	24.116	311	321
WP_003009527.1	lcl|NZ_BOPY01000004.1_cds_WP_002729504.1_958	25.000	104	321
WP_003009527.1	lcl|NZ_BOPY01000005.1_cds_WP_016749081.1_1317	27.350	117	321
WP_003009527.1	lcl|NZ_BOPY01000005.1_cds_WP_016749079.1_1338	24.910	277	321
WP_003009854.1	lcl|NZ_BOPY01000005.1_cds_WP_026054882.1_1343	82.192	365	365
WP_003009869.1	lcl|NZ_BOPY01000005.1_cds_WP_002733646.1_1342	90.270	185	185
WP_003009869.1	lcl|NZ_BOPY01000003.1_cds_WP_002721790.1_836	36.429	140	185
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002733534.1_1341	90.578	329	329
WP_003009535.1	lcl|NZ_BOPY01000001.1_cds_WP_002722638.1_68	30.696	316	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002727919.1_1250	29.970	337	329
WP_003009535.1	lcl|NZ_BOPY01000002.1_cds_WP_002728309.1_446	30.449	312	329
WP_003009535.1	lcl|NZ_BOPY01000004.1_cds_WP_002729504.1_958	27.711	332	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002733638.1_1309	29.462	353	329
WP_003009535.1	lcl|NZ_BOPY01000001.1_cds_WP_002732362.1_194	30.128	312	329
WP_003009535.1	lcl|NZ_BOPY01000002.1_cds_WP_002735602.1_449	28.399	331	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002733546.1_1275	24.254	268	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_016749079.1_1338	28.431	306	329
WP_003009535.1	lcl|NZ_BOPY01000001.1_cds_WP_002732331.1_283	26.393	341	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002733579.1_1344	25.079	315	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_016749081.1_1317	24.224	322	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002744551.1_1315	28.889	270	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002733698.1_1267	27.174	276	329
WP_003009535.1	lcl|NZ_BOPY01000006.1_cds_WP_002728462.1_1540	27.737	274	329
WP_003009535.1	lcl|NZ_BOPY01000031.1_cds_WP_002732574.1_3255	24.242	330	329
WP_003009535.1	lcl|NZ_BOPY01000018.1_cds_WP_002728696.1_2781	28.279	244	329
WP_003009535.1	lcl|NZ_BOPY01000005.1_cds_WP_002733757.1_1277	30.994	171	329
