WP_003009553.1	lcl|NZ_AOHA02000086.1_cds_WP_004462903.1_54	95.699	93	106
WP_003009527.1	lcl|NZ_AOHA02000086.1_cds_WP_004472299.1_53	87.580	314	321
WP_003009527.1	lcl|NZ_AOHA02000086.1_cds_WP_004470124.1_50	27.239	268	321
WP_003009527.1	lcl|NZ_AOHA02000041.1_cds_WP_004473914.1_1875	24.691	324	321
WP_003009527.1	lcl|NZ_AOHA02000072.1_cds_WP_004465060.1_596	22.064	281	321
WP_003009527.1	lcl|NZ_AOHA02000018.1_cds_WP_004461234.1_2726	25.359	209	321
WP_003009527.1	lcl|NZ_AOHA02000061.1_cds_WP_004468319.1_1105	24.510	102	321
WP_003009854.1	lcl|NZ_AOHA02000086.1_cds_WP_004493782.1_52	80.548	365	365
WP_003009869.1	lcl|NZ_AOHA02000086.1_cds_WP_004493818.1_51	92.432	185	185
WP_003009869.1	lcl|NZ_AOHA02000017.1_cds_WP_004460143.1_2912	35.714	140	185
WP_003009535.1	lcl|NZ_AOHA02000086.1_cds_WP_004470124.1_50	89.329	328	329
WP_003009535.1	lcl|NZ_AOHA02000041.1_cds_WP_004473914.1_1875	30.380	316	329
WP_003009535.1	lcl|NZ_AOHA02000072.1_cds_WP_004465060.1_596	30.240	334	329
WP_003009535.1	lcl|NZ_AOHA02000018.1_cds_WP_004461234.1_2726	32.692	312	329
WP_003009535.1	lcl|NZ_AOHA02000061.1_cds_WP_004468319.1_1105	27.381	336	329
WP_003009535.1	lcl|NZ_AOHA02000005.1_cds_WP_032928188.1_3651	29.688	320	329
WP_003009535.1	lcl|NZ_AOHA02000018.1_cds_WP_004467290.1_2723	28.793	323	329
WP_003009535.1	lcl|NZ_AOHA02000086.1_cds_WP_004493815.1_47	28.713	303	329
WP_003009535.1	lcl|NZ_AOHA02000015.1_cds_WP_032928347.1_3013	27.586	348	329
WP_003009535.1	lcl|NZ_AOHA02000086.1_cds_WP_004472299.1_53	26.266	316	329
WP_003009535.1	lcl|NZ_AOHA02000048.1_cds_WP_004493178.1_1624	26.667	270	329
WP_003009535.1	lcl|NZ_AOHA02000072.1_cds_WP_004472277.1_578	26.667	240	329
WP_003009535.1	lcl|NZ_AOHA02000015.1_cds_WP_004492610.1_2961	27.869	244	329
WP_003009535.1	lcl|NZ_AOHA02000041.1_cds_WP_004483653.1_1970	25.830	271	329
WP_003009535.1	lcl|NZ_AOHA02000086.1_cds_WP_032929200.1_30	24.419	172	329
WP_003009795.1	lcl|NZ_AOHA02000086.1_cds_WP_004472235.1_49	81.648	267	267
WP_003009795.1	lcl|NZ_AOHA02000061.1_cds_WP_004493406.1_1137	29.032	186	267
WP_003009795.1	lcl|NZ_AOHA02000072.1_cds_WP_004475142.1_597	26.316	190	267
WP_003009795.1	lcl|NZ_AOHA02000061.1_cds_WP_004493397.1_1104	25.279	269	267
WP_003009795.1	lcl|NZ_AOHA02000018.1_cds_WP_016754360.1_2755	25.269	186	267
WP_003009515.1	lcl|NZ_AOHA02000086.1_cds_WP_004472307.1_48	84.283	509	509
WP_003009515.1	lcl|NZ_AOHA02000073.1_cds_WP_004463881.1_545	25.767	326	509
WP_003009515.1	lcl|NZ_AOHA02000073.1_cds_WP_004460640.1_544	31.633	98	509
WP_003009515.1	lcl|NZ_AOHA02000086.1_cds_WP_004472307.1_48	84.283	509	509
WP_003009515.1	lcl|NZ_AOHA02000073.1_cds_WP_004463881.1_545	25.767	326	509
WP_003009515.1	lcl|NZ_AOHA02000073.1_cds_WP_004460640.1_544	31.633	98	509
WP_003009505.1	lcl|NZ_AOHA02000086.1_cds_WP_004493815.1_47	90.909	330	330
WP_003009505.1	lcl|NZ_AOHA02000086.1_cds_WP_004470124.1_50	28.197	305	330
WP_003009505.1	lcl|NZ_AOHA02000018.1_cds_WP_004461234.1_2726	26.449	276	330
WP_003009505.1	lcl|NZ_AOHA02000041.1_cds_WP_004473914.1_1875	29.391	279	330
WP_003009505.1	lcl|NZ_AOHA02000072.1_cds_WP_004465060.1_596	25.378	331	330
WP_003009505.1	lcl|NZ_AOHA02000015.1_cds_WP_032928347.1_3013	26.126	222	330
WP_003009505.1	lcl|NZ_AOHA02000041.1_cds_WP_004483653.1_1970	25.207	242	330
WP_003009505.1	lcl|NZ_AOHA02000005.1_cds_WP_032928188.1_3651	31.330	233	330
WP_003009505.1	lcl|NZ_AOHA02000061.1_cds_WP_004468319.1_1105	22.150	307	330
WP_003009505.1	lcl|NZ_AOHA02000048.1_cds_WP_004493178.1_1624	27.751	209	330
WP_003009505.1	lcl|NZ_AOHA02000018.1_cds_WP_004467290.1_2723	30.464	151	330
WP_003009505.1	lcl|NZ_AOHA02000037.1_cds_WP_004467770.1_2175	26.562	128	330
WP_003009804.1	lcl|NZ_AOHA02000086.1_cds_WP_004493809.1_46	68.030	538	538
WP_003009804.1	lcl|NZ_AOHA02000086.1_cds_WP_004493809.1_46	68.030	538	538
WP_003009317.1	lcl|NZ_AOHA02000086.1_cds_WP_004493821.1_45	94.697	264	265
WP_003009317.1	lcl|NZ_AOHA02000009.1_cds_WP_004492542.1_3267	41.564	243	265
WP_003009459.1	lcl|NZ_AOHA02000086.1_cds_WP_032929219.1_44	87.742	310	310
WP_003009459.1	lcl|NZ_AOHA02000058.1_cds_WP_004462784.1_1203	39.085	284	310
