WP_003009553.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000340715.1_1406	91.398	93	106
WP_003009527.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000410275.1_1407	90.446	314	321
WP_003009527.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000723078.1_1457	22.222	279	321
WP_003009527.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000744700.1_45	22.769	325	321
WP_003009527.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000723090.1_1477	22.887	284	321
WP_003009527.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000567887.1_1459	23.009	226	321
WP_003009869.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000351733.1_1754	38.571	140	185
WP_003009869.1	lcl|NZ_JAKUHM010000001.1_cds_WP_001047905.1_1438	34.463	177	185
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000723078.1_1457	32.399	321	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000744700.1_45	32.595	316	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000723090.1_1477	30.448	335	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_001984071.1_3254	32.248	307	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000649923.1_203	30.341	323	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000567887.1_1459	29.836	305	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000709511.1_3264	29.003	331	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000688696.1_3234	27.811	338	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000410275.1_1407	26.101	318	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_001074785.1_1987	27.636	275	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_001003557.1_3467	25.904	332	329
WP_003009535.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000460023.1_1461	24.453	274	329
WP_003009795.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000043898.1_1458	27.586	232	267
WP_003009795.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000667727.1_1955	28.866	194	267
WP_003009795.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000842260.1_1478	26.316	190	267
WP_003009795.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000805357.1_420	33.735	83	267
WP_003009515.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000291586.1_2060	26.032	315	509
WP_003009515.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000364507.1_2059	26.316	114	509
WP_003009515.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000291586.1_2060	26.032	315	509
WP_003009515.1	lcl|NZ_JAKUHM010000001.1_cds_WP_000364507.1_2059	26.316	114	509
