WP_003009553.1	lcl|NZ_RQEV01000012.1_cds_WP_135813931.1_774	65.591	93	106
WP_003009527.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	65.385	312	321
WP_003009527.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	26.113	337	321
WP_003009527.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	23.795	332	321
WP_003009527.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	25.705	319	321
WP_003009527.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	22.426	272	321
WP_003009527.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	22.684	313	321
WP_003009527.1	lcl|NZ_RQEV01000007.1_cds_WP_135812694.1_1561	21.891	201	321
WP_003009527.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	19.651	229	321
WP_003009854.1	lcl|NZ_RQEV01000012.1_cds_WP_167884869.1_776	29.348	368	365
WP_003009869.1	lcl|NZ_RQEV01000012.1_cds_WP_135813934.1_777	70.718	181	185
WP_003009869.1	lcl|NZ_RQEV01000018.1_cds_WP_135814686.1_3207	29.730	185	185
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	85.846	325	329
WP_003009535.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	31.975	319	329
WP_003009535.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	30.503	318	329
WP_003009535.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	30.841	321	329
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	28.358	268	329
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	27.213	305	329
WP_003009535.1	lcl|NZ_RQEV01000011.1_cds_WP_135813609.1_1249	26.426	333	329
WP_003009535.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	29.167	240	329
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	27.010	311	329
WP_003009535.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	27.490	251	329
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	29.688	256	329
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	29.167	264	329
WP_003009535.1	lcl|NZ_RQEV01000012.1_cds_WP_135814223.1_824	27.273	242	329
WP_003009535.1	lcl|NZ_RQEV01000007.1_cds_WP_135812694.1_1561	24.419	258	329
WP_003009535.1	lcl|NZ_RQEV01000017.1_cds_WP_135814623.1_2848	26.667	195	329
