WP_003009553.1	lcl|NZ_AKXA02000046.1_cds_WP_000340715.1_1046	91.398	93	106
WP_003009527.1	lcl|NZ_AKXA02000046.1_cds_WP_000410275.1_1047	90.446	314	321
WP_003009527.1	lcl|NZ_AKXA02000046.1_cds_WP_000723078.1_1096	22.222	279	321
WP_003009527.1	lcl|NZ_AKXA02000047.1_cds_WP_000744700.1_267	22.769	325	321
WP_003009527.1	lcl|NZ_AKXA02000046.1_cds_WP_000723090.1_1116	22.887	284	321
WP_003009527.1	lcl|NZ_AKXA02000046.1_cds_WP_000567887.1_1098	23.009	226	321
WP_003009869.1	lcl|NZ_AKXA02000018.1_cds_WP_000351733.1_2681	38.571	140	185
WP_003009869.1	lcl|NZ_AKXA02000046.1_cds_WP_001047905.1_1078	34.463	177	185
WP_003009535.1	lcl|NZ_AKXA02000046.1_cds_WP_000723078.1_1096	32.399	321	329
WP_003009535.1	lcl|NZ_AKXA02000047.1_cds_WP_000744700.1_267	32.595	316	329
WP_003009535.1	lcl|NZ_AKXA02000046.1_cds_WP_000723090.1_1116	30.448	335	329
WP_003009535.1	lcl|NZ_AKXA02000017.1_cds_WP_001984071.1_2846	32.248	307	329
WP_003009535.1	lcl|NZ_AKXA02000047.1_cds_WP_000649923.1_428	30.341	323	329
WP_003009535.1	lcl|NZ_AKXA02000046.1_cds_WP_000567887.1_1098	29.836	305	329
WP_003009535.1	lcl|NZ_AKXA02000017.1_cds_WP_000709511.1_2857	29.003	331	329
WP_003009535.1	lcl|NZ_AKXA02000017.1_cds_WP_000688696.1_2826	27.811	338	329
WP_003009535.1	lcl|NZ_AKXA02000046.1_cds_WP_000410275.1_1047	26.101	318	329
WP_003009535.1	lcl|NZ_AKXA02000024.1_cds_WP_001074785.1_2408	27.636	275	329
WP_003009535.1	lcl|NZ_AKXA02000003.1_cds_WP_001003557.1_3877	25.904	332	329
WP_003009535.1	lcl|NZ_AKXA02000046.1_cds_WP_000460023.1_1100	24.453	274	329
WP_003009795.1	lcl|NZ_AKXA02000046.1_cds_WP_000043898.1_1097	27.586	232	267
WP_003009795.1	lcl|NZ_AKXA02000017.1_cds_WP_000667727.1_2804	28.866	194	267
WP_003009795.1	lcl|NZ_AKXA02000046.1_cds_WP_000842260.1_1117	26.316	190	267
WP_003009795.1	lcl|NZ_AKXA02000047.1_cds_WP_000805357.1_649	33.735	83	267
WP_003009515.1	lcl|NZ_AKXA02000024.1_cds_WP_000291586.1_2335	26.032	315	509
WP_003009515.1	lcl|NZ_AKXA02000024.1_cds_WP_000364507.1_2336	26.316	114	509
WP_003009515.1	lcl|NZ_AKXA02000024.1_cds_WP_000291586.1_2335	26.032	315	509
WP_003009515.1	lcl|NZ_AKXA02000024.1_cds_WP_000364507.1_2336	26.316	114	509
WP_003009505.1	lcl|NZ_AKXA02000046.1_cds_WP_000723078.1_1096	22.711	273	330
WP_003009505.1	lcl|NZ_AKXA02000017.1_cds_WP_001984071.1_2846	25.912	274	330
WP_003009505.1	lcl|NZ_AKXA02000047.1_cds_WP_000744700.1_267	27.532	316	330
WP_003009505.1	lcl|NZ_AKXA02000003.1_cds_WP_001003557.1_3877	29.555	247	330
WP_003009505.1	lcl|NZ_AKXA02000046.1_cds_WP_000723090.1_1116	23.193	332	330
WP_003009505.1	lcl|NZ_AKXA02000017.1_cds_WP_000688696.1_2826	25.339	221	330
WP_003009505.1	lcl|NZ_AKXA02000047.1_cds_WP_000649923.1_428	28.295	258	330
WP_003009505.1	lcl|NZ_AKXA02000024.1_cds_WP_001074785.1_2408	27.962	211	330
WP_003009505.1	lcl|NZ_AKXA02000017.1_cds_WP_000709511.1_2857	30.464	151	330
WP_003009505.1	lcl|NZ_AKXA02000017.1_cds_WP_000690042.1_2791	35.211	71	330
WP_003009505.1	lcl|NZ_AKXA02000009.1_cds_WP_000457972.1_3486	25.000	128	330
WP_003009317.1	lcl|NZ_AKXA02000036.1_cds_WP_001002663.1_1850	41.152	243	265
WP_003009317.1	lcl|NZ_AKXA02000032.1_cds_WP_001183723.1_1894	27.746	173	265
WP_003009459.1	lcl|NZ_AKXA02000014.1_cds_WP_002187782.1_3253	36.634	303	310
WP_003009459.1	lcl|NZ_AKXA02000032.1_cds_WP_001183723.1_1894	28.114	281	310
WP_003009459.1	lcl|NZ_AKXA02000043.1_cds_WP_000279895.1_1281	27.820	133	310
WP_003009459.1	lcl|NZ_AKXA02000014.1_cds_WP_002187782.1_3253	36.634	303	310
WP_003009459.1	lcl|NZ_AKXA02000032.1_cds_WP_001183723.1_1894	28.114	281	310
WP_003009459.1	lcl|NZ_AKXA02000043.1_cds_WP_000279895.1_1281	27.820	133	310
