WP_003009553.1	lcl|NZ_AFJN02000018.1_cds_WP_004462903.1_2121	95.699	93	106
WP_003009527.1	lcl|NZ_AFJN02000018.1_cds_WP_004464977.1_2122	87.898	314	321
WP_003009527.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	22.222	279	321
WP_003009527.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	24.691	324	321
WP_003009527.1	lcl|NZ_AFJN02000018.1_cds_WP_004465002.1_2174	24.590	183	321
WP_003009527.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	22.064	281	321
WP_003009527.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	25.359	209	321
WP_003009869.1	lcl|NZ_AFJN02000018.1_cds_WP_004465162.1_2155	35.028	177	185
WP_003009869.1	lcl|NZ_AFJN02000005.1_cds_WP_004460143.1_3276	35.714	140	185
WP_003009535.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	32.399	321	329
WP_003009535.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	30.380	316	329
WP_003009535.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	30.240	334	329
WP_003009535.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	32.692	312	329
WP_003009535.1	lcl|NZ_AFJN02000018.1_cds_WP_004465002.1_2174	30.820	305	329
WP_003009535.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	29.688	320	329
WP_003009535.1	lcl|NZ_AFJN02000038.1_cds_WP_004467290.1_470	28.793	323	329
WP_003009535.1	lcl|NZ_AFJN02000030.1_cds_WP_004466638.1_1138	26.861	309	329
WP_003009535.1	lcl|NZ_AFJN02000021.1_cds_WP_032914955.1_1988	27.874	348	329
WP_003009535.1	lcl|NZ_AFJN02000018.1_cds_WP_004464977.1_2122	26.266	316	329
WP_003009535.1	lcl|NZ_AFJN02000013.1_cds_WP_004464543.1_2755	27.206	272	329
WP_003009535.1	lcl|NZ_AFJN02000018.1_cds_WP_004465101.1_2176	24.818	274	329
WP_003009535.1	lcl|NZ_AFJN02000032.1_cds_WP_004467130.1_572	27.273	286	329
WP_003009535.1	lcl|NZ_AFJN02000032.1_cds_WP_004467180.1_666	24.242	330	329
WP_003009795.1	lcl|NZ_AFJN02000018.1_cds_WP_004465114.1_2173	28.017	232	267
WP_003009795.1	lcl|NZ_AFJN02000030.1_cds_WP_004466848.1_1177	29.032	186	267
WP_003009795.1	lcl|NZ_AFJN02000018.1_cds_WP_004462154.1_2194	26.316	190	267
WP_003009795.1	lcl|NZ_AFJN02000030.1_cds_WP_004466593.1_1137	25.279	269	267
WP_003009795.1	lcl|NZ_AFJN02000038.1_cds_WP_016754360.1_437	25.269	186	267
WP_003009515.1	lcl|NZ_AFJN02000005.1_cds_WP_004463881.1_3371	25.767	326	509
WP_003009515.1	lcl|NZ_AFJN02000005.1_cds_WP_004460640.1_3370	31.633	98	509
WP_003009515.1	lcl|NZ_AFJN02000005.1_cds_WP_004463881.1_3371	25.767	326	509
WP_003009515.1	lcl|NZ_AFJN02000005.1_cds_WP_004460640.1_3370	31.633	98	509
WP_003009505.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	26.449	276	330
WP_003009505.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	23.077	273	330
WP_003009505.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	29.391	279	330
WP_003009505.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	25.378	331	330
WP_003009505.1	lcl|NZ_AFJN02000021.1_cds_WP_032914955.1_1988	26.126	222	330
WP_003009505.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	31.330	233	330
